area_code,area_name,census_geography,all_household,one_pers_all,one_pers_65,one_pers_other,fam_all,fam_65,fam_mar_all,fam_mar_no_ch,fam_mar_ch,fam_mar_non_ch,fam_cohab_all,fam_cohab_no_ch,fam_cohab_ch,fam_cohab_non_ch,fam_lone_all,fam_lone_ch,fam_lone_non_ch,other_hh_all,other_hh_ch,other_hh_stud,other_hh_65,other,one_pers_all_perc,fam_mar_all_perc,fam_cohab_all_perc,fam_lone_all_perc,centroid_x,centroid_y
W00008953,,oa,122,20,13,7,95,17,72,22,39,11,3,1,2,0,3,1,2,7,5,0,0,2,16.4,59.0,2.5,2.5,318966.49450000003,181043.2775
W00009538,,oa,127,79,17,62,43,12,19,5,10,4,9,7,2,0,3,1,2,5,1,0,2,2,62.2,15.0,7.1,2.4,315198.0115,181027.164
W00009354,,oa,150,56,8,48,85,6,40,13,17,10,10,3,7,0,29,26,3,9,5,0,1,3,37.3,26.7,6.7,19.3,320269.4395,180134.734
W00009359,,oa,132,68,6,62,59,3,29,11,13,5,10,3,7,0,17,14,3,5,3,0,1,1,51.5,22.0,7.6,12.9,319950.593,180239.715
W00009175,,oa,131,19,9,10,108,23,75,21,41,13,4,4,0,0,6,3,3,4,0,0,1,3,14.5,57.3,3.1,4.6,317556.15249999997,184253.077
W00009274,,oa,127,21,10,11,99,16,62,30,17,15,10,4,4,2,11,6,5,7,1,0,1,5,16.5,48.8,7.9,8.7,317133.65249999997,182711.9345
W00009270,,oa,109,19,6,13,85,10,63,15,34,14,7,1,6,0,5,1,4,5,2,0,0,3,17.4,57.8,6.4,4.6,316778.206,182991.948
W00009518,,oa,119,32,15,17,85,13,49,14,24,11,10,6,4,0,13,11,2,2,1,0,0,1,26.9,41.2,8.4,10.9,316338.6425,180850.8615
W00008819,,oa,113,37,12,25,71,5,31,12,11,8,6,1,5,0,29,19,10,5,2,0,0,3,32.7,27.4,5.3,25.7,313448.515,175078.3515
W00008838,,oa,123,40,6,34,80,2,29,14,11,4,14,4,8,2,35,23,12,3,1,0,0,2,32.5,23.6,11.4,28.5,313618.641,175688.674
W00008833,,oa,185,49,17,32,127,11,38,13,19,6,22,7,13,2,56,48,8,9,6,0,0,3,26.5,20.5,11.9,30.3,313872.6415,176145.612
W00009056,,oa,130,28,14,14,98,17,51,25,17,9,14,7,6,1,16,6,10,4,2,0,0,2,21.5,39.2,10.8,12.3,313704.5455,177097.237
W00009051,,oa,140,40,23,17,90,22,48,21,15,12,13,8,3,2,7,6,1,10,5,0,0,5,28.6,34.3,9.3,5.0,313779.10750000004,177313.265
W00009035,,oa,133,29,15,14,93,7,59,18,28,13,13,4,7,2,14,10,4,11,2,0,1,8,21.8,44.4,9.8,10.5,313561.6435,177409.1225
W00008861,,oa,139,27,16,11,95,15,64,18,23,23,5,2,3,0,11,5,6,17,6,0,1,10,19.4,46.0,3.6,7.9,316125.66949999996,176118.1125
W00009045,,oa,140,59,28,31,74,5,35,11,14,10,8,2,6,0,26,18,8,7,3,0,0,4,42.1,25.0,5.7,18.6,313746.92000000004,177597.965
W00009032,,oa,149,63,7,56,82,0,11,6,3,2,16,5,11,0,55,45,10,4,4,0,0,0,42.3,7.4,10.7,36.9,313269.5,177946.02250000002
W00009031,,oa,137,42,21,21,79,7,42,16,21,5,9,5,3,1,21,14,7,16,8,0,1,7,30.7,30.7,6.6,15.3,313817.299,178049
W00009030,,oa,141,58,24,34,70,6,33,11,18,4,14,11,3,0,17,11,6,13,4,0,3,6,41.1,23.4,9.9,12.1,314137.01450000005,178315.241
W00009446,,oa,165,62,3,59,37,1,6,3,3,0,23,22,1,0,7,2,5,66,0,28,0,38,37.6,3.6,13.9,4.2,318833.68850000005,177087.61800000002
W00009721,,oa,128,48,21,27,74,7,22,7,6,9,11,6,4,1,34,18,16,6,2,0,0,4,37.5,17.2,8.6,26.6,314100.007,181944.215
W00009009,,oa,142,43,12,31,87,7,25,8,9,8,11,4,6,1,44,37,7,12,7,0,1,4,30.3,17.6,7.7,31.0,313684.9745,176302.15350000001
W00008847,,oa,128,28,9,19,82,6,30,9,15,6,14,3,10,1,32,25,7,18,12,0,0,6,21.9,23.4,10.9,25.0,313781.248,175392.7715
W00008831,,oa,159,48,13,35,103,5,55,21,23,11,18,8,9,1,25,19,6,8,4,0,0,4,30.2,34.6,11.3,15.7,314327.914,176310.7135
W00008830,,oa,145,54,17,37,85,8,40,15,15,10,15,6,7,2,22,17,5,6,4,0,0,2,37.2,27.6,10.3,15.2,314478.52,176629.424
W00009052,,oa,139,92,74,18,40,16,13,3,6,4,7,2,4,1,4,1,3,7,4,0,1,2,66.2,9.4,5.0,2.9,314432,177274.78999999998
W00008881,,oa,144,66,16,50,64,1,26,5,17,4,27,17,10,0,10,6,4,14,3,0,1,10,45.8,18.1,18.8,6.9,316621.81,176217.44650000002
W00008890,,oa,124,35,19,16,86,13,53,21,24,8,11,3,8,0,9,6,3,3,2,0,0,1,28.2,42.7,8.9,7.3,315264.194,177100.826
W00009196,,oa,126,38,10,28,81,9,50,13,22,15,8,1,6,1,14,11,3,7,3,0,1,3,30.2,39.7,6.3,11.1,314631.53099999996,177737.8805
W00009042,,oa,136,64,44,20,60,10,29,15,10,4,8,3,4,1,13,10,3,12,4,0,1,7,47.1,21.3,5.9,9.6,314261.322,177840.1335
W00009187,,oa,125,56,28,28,64,8,38,13,22,3,6,3,2,1,12,4,8,5,1,0,0,4,44.8,30.4,4.8,9.6,315460.425,177665.5125
W00009219,,oa,129,38,17,21,83,8,41,14,21,6,18,13,5,0,16,12,4,8,3,0,2,3,29.5,31.8,14.0,12.4,315257.0905,178770.9665
W00009216,,oa,165,83,27,56,73,7,27,15,10,2,29,21,8,0,10,8,2,9,4,0,0,5,50.3,16.4,17.6,6.1,314846.7465,179034.2425
W00009228,,oa,143,55,14,41,82,9,36,23,8,5,23,18,3,2,14,10,4,6,2,0,0,4,38.5,25.2,16.1,9.8,314486.2705,179290.8945
W00009138,,oa,133,21,5,16,106,20,71,29,32,10,10,6,3,1,5,4,1,6,0,0,0,6,15.8,53.4,7.5,3.8,317442.204,180362.0125
W00008865,,oa,125,53,19,34,55,4,23,8,13,2,13,8,3,2,15,13,2,17,2,2,0,13,42.4,18.4,10.4,12.0,315864.754,176776.0415
W00009536,,oa,117,32,20,12,81,23,53,16,29,8,2,0,2,0,3,3,0,4,2,0,0,2,27.4,45.3,1.7,2.6,315827.94550000003,181475.577
W00009588,,oa,197,119,39,80,55,7,18,8,7,3,23,21,2,0,7,6,1,23,3,3,1,16,60.4,9.1,11.7,3.6,317279.50800000003,176539.747
W00010134,,oa,141,62,0,62,62,0,30,16,14,0,24,19,5,0,8,7,1,17,3,2,0,12,44.0,21.3,17.0,5.7,321071.977,178088.6005
W00010230,,oa,92,26,1,25,37,0,11,7,4,0,23,22,1,0,3,1,2,29,1,2,0,26,28.3,12.0,25.0,3.3,318443.753,175074.728
W00008913,,oa,159,61,0,61,18,0,6,3,3,0,12,10,2,0,0,0,0,80,0,64,0,16,38.4,3.8,7.5,0.0,318411.985,177295.14250000002
W00010153,,oa,100,59,3,56,31,1,17,11,5,1,13,12,1,0,0,0,0,10,1,3,0,6,59.0,17.0,13.0,0.0,318498.85699999996,176254.73599999998
W00009330,,oa,150,33,7,26,102,9,41,11,24,6,12,4,7,1,40,26,14,15,10,0,0,5,22.0,27.3,8.0,26.7,320893.16599999997,180476.91499999998
W00010130,,oa,119,67,4,63,30,0,23,13,10,0,6,5,1,0,1,0,1,22,2,12,0,8,56.3,19.3,5.0,0.8,318607.0605,176679.4135
W00010186,,oa,98,37,0,37,36,0,9,5,4,0,23,20,3,0,4,3,1,25,4,2,0,19,37.8,9.2,23.5,4.1,318966.55350000004,175300.3025
W00010194,,oa,137,55,3,52,56,1,14,12,1,1,38,32,6,0,3,1,2,26,0,1,0,25,40.2,10.2,27.7,2.2,319310.007,175320.0625
W00010197,,oa,128,52,0,52,41,0,5,5,0,0,34,34,0,0,2,1,1,35,0,6,0,29,40.6,3.9,26.6,1.6,319486.625,175185.9135
W00010160,,oa,95,37,2,35,36,0,8,5,3,0,27,24,3,0,1,1,0,22,0,1,0,21,39.0,8.4,28.4,1.1,318848.98600000003,174776.8245
W00010161,,oa,135,78,2,76,43,2,16,11,4,1,20,20,0,0,5,2,3,14,0,4,0,10,57.8,11.9,14.8,3.7,318245.8945,173535.3125
W00010143,,oa,107,56,3,53,34,0,8,7,1,0,24,24,0,0,2,1,1,17,1,1,0,15,52.3,7.5,22.4,1.9,318310.03500000003,173424.14500000002
W00009463,,oa,121,34,6,28,33,1,25,5,16,4,3,3,0,0,4,3,1,54,4,23,0,27,28.1,20.7,2.5,3.3,318884.7155,178060.82150000002
W00009448,,oa,180,124,22,102,29,2,4,2,2,0,22,21,1,0,1,0,1,27,0,15,0,12,68.9,2.2,12.2,0.6,318866.2085,176925.711
W00010200,,oa,137,39,1,38,59,2,21,10,9,2,28,26,2,0,8,6,2,39,1,6,1,31,28.5,15.3,20.4,5.8,318663.97349999996,174965.71250000002
W00010188,,oa,58,10,7,3,45,7,27,11,13,3,4,1,3,0,7,2,5,3,2,0,1,0,17.2,46.6,6.9,12.1,319190.65650000004,180046.599
W00010184,,oa,121,39,1,38,65,1,23,9,12,2,29,26,3,0,12,8,4,17,1,0,0,16,32.2,19.0,24.0,9.9,318984.9475,175491.454
W00009664,,oa,138,51,10,41,69,6,25,10,8,7,19,12,7,0,19,10,9,18,4,1,2,11,37.0,18.1,13.8,13.8,320132.5235,176911.369
W00008817,,oa,136,68,8,60,55,1,26,3,17,6,4,2,1,1,24,16,8,13,8,0,0,5,50.0,19.1,2.9,17.6,318872.419,175107.2645
W00008788,,oa,172,67,17,50,67,3,25,8,15,2,14,8,5,1,25,13,12,38,6,6,0,26,39.0,14.5,8.1,14.5,319473.9215,176821.278
W00010198,,oa,112,39,3,36,54,1,31,13,17,1,17,14,3,0,5,3,2,19,2,0,0,17,34.8,27.7,15.2,4.5,319019.33499999996,175076.0955
W00009331,,oa,166,62,32,30,97,7,53,18,25,10,13,9,3,1,24,13,11,7,4,0,0,3,37.4,31.9,7.8,14.5,320556.9365,181772.1095
W00010133,,oa,227,141,0,141,67,0,22,14,7,1,42,37,4,1,3,2,1,19,0,4,0,15,62.1,9.7,18.5,1.3,319622.31799999997,174723.5235
W00009611,,oa,129,26,14,12,99,10,66,19,29,18,8,3,3,2,15,7,8,4,0,1,1,2,20.2,51.2,6.2,11.6,321451.947,178866.353
W00010131,,oa,233,121,3,118,63,0,44,21,23,0,16,16,0,0,3,2,1,49,4,32,0,13,51.9,18.9,6.9,1.3,318752.796,176289.6365
W00008907,,oa,139,39,4,35,15,0,9,4,4,1,3,2,1,0,3,3,0,85,2,63,0,20,28.1,6.5,2.2,2.2,318258.2905,177611.60700000002
W00008903,,oa,136,23,9,14,24,5,9,3,4,2,5,5,0,0,5,2,3,89,1,74,0,14,16.9,6.6,3.7,3.7,318493.2965,177708.858
W00008900,,oa,156,34,13,21,37,0,18,12,4,2,12,11,0,1,7,4,3,85,1,65,0,19,21.8,11.5,7.7,4.5,318257.3255,177886.43
W00009434,,oa,172,79,4,75,47,0,20,10,10,0,20,20,0,0,7,5,2,46,2,23,0,21,45.9,11.6,11.6,4.1,318835.23600000003,177476.1085
W00009430,,oa,119,39,12,27,52,2,18,9,5,4,23,21,2,0,9,5,4,28,1,6,1,20,32.8,15.1,19.3,7.6,319142.33499999996,177641.5635
W00009438,,oa,122,53,6,47,49,0,18,8,5,5,21,17,4,0,10,6,4,20,0,3,0,17,43.4,14.8,17.2,8.2,319354.055,177487.766
W00009439,,oa,126,36,6,30,42,5,13,6,7,0,14,12,2,0,10,6,4,48,2,12,0,34,28.6,10.3,11.1,7.9,319128.6925,177430.88799999998
W00010181,,oa,118,49,4,45,43,0,14,5,7,2,23,20,3,0,6,4,2,26,2,5,0,19,41.5,11.9,19.5,5.1,319821.6315,177220.874
W00008915,,oa,157,59,1,58,18,0,2,1,1,0,14,12,2,0,2,1,1,80,3,64,0,13,37.6,1.3,8.9,1.3,318501.396,177283.1685
W00008910,,oa,140,16,1,15,21,0,8,2,3,3,5,5,0,0,8,3,5,103,0,87,0,16,11.4,5.7,3.6,5.7,318455.899,177567.27049999998
W00009387,,oa,147,59,8,51,84,6,36,17,12,7,21,15,6,0,21,11,10,4,2,0,1,1,40.1,24.5,14.3,14.3,320317.2465,178544.979
W00009386,,oa,127,54,28,26,66,11,31,17,12,2,8,5,3,0,16,12,4,7,2,0,2,3,42.5,24.4,6.3,12.6,320544.579,178639.8015
W00009301,,oa,116,64,10,54,47,2,16,7,7,2,4,2,2,0,25,22,3,5,3,0,0,2,55.2,13.8,3.4,21.6,322013.73250000004,180798.95400000003
W00009389,,oa,123,16,9,7,99,9,65,19,32,14,10,4,5,1,15,12,3,8,5,0,2,1,13.0,52.8,8.1,12.2,318903.939,178637.642
W00009407,,oa,125,28,19,9,83,9,55,14,37,4,9,6,3,0,10,6,4,14,5,0,1,8,22.4,44.0,7.2,8.0,320080.55850000004,177724.5415
W00009405,,oa,145,87,11,76,38,3,9,2,5,2,18,14,4,0,8,7,1,20,2,3,0,15,60.0,6.2,12.4,5.5,319393.44550000003,177941.19
W00009408,,oa,142,64,6,58,64,2,30,15,12,3,15,13,2,0,17,11,6,14,4,2,0,8,45.1,21.1,10.6,12.0,320665.221,178077.4225
W00009409,,oa,120,17,11,6,100,26,59,21,23,15,5,5,0,0,10,5,5,3,2,0,0,1,14.2,49.2,4.2,8.3,319593.9665,179403.875
W00009662,,oa,128,63,21,42,45,2,22,11,7,4,8,6,1,1,13,8,5,20,6,0,0,14,49.2,17.2,6.3,10.2,320059.026,176713.53999999998
W00009668,,oa,119,35,14,21,70,6,30,11,17,2,19,10,8,1,15,14,1,14,3,0,0,11,29.4,25.2,16.0,12.6,320303.61199999996,176952.82549999998
W00010196,,oa,129,84,1,83,40,1,9,7,2,0,26,26,0,0,4,1,3,5,0,1,0,4,65.1,7.0,20.2,3.1,318567.266,174930.985
W00009316,,oa,127,56,16,40,64,11,34,11,16,7,4,1,3,0,15,4,11,7,4,1,0,2,44.1,26.8,3.1,11.8,321467.1435,179481.027
W00009395,,oa,123,33,9,24,73,4,44,14,27,3,16,10,6,0,9,7,2,17,4,6,0,7,26.8,35.8,13.0,7.3,319613.981,178268.1105
W00010216,,oa,107,47,6,41,42,0,17,8,8,1,14,13,1,0,11,2,9,18,2,3,1,12,43.9,15.9,13.1,10.3,318945.1805,174828.861
W00010217,,oa,106,39,2,37,62,0,25,9,14,2,18,10,8,0,19,19,0,5,0,0,0,5,36.8,23.6,17.0,17.9,320947.028,181523.7475
W00009413,,oa,114,23,13,10,85,26,50,20,23,7,7,3,3,1,2,1,1,6,1,1,0,4,20.2,43.9,6.1,1.8,318805.46400000004,179169.4985
W00009454,,oa,94,25,2,23,26,4,12,5,5,2,8,7,1,0,2,2,0,43,3,25,0,15,26.6,12.8,8.5,2.1,318564.598,178247.516
W00009418,,oa,129,50,25,25,72,14,33,12,17,4,12,8,1,3,13,10,3,7,1,0,3,3,38.8,25.6,9.3,10.1,318736.4575,179054.2645
W00009499,,oa,123,31,9,22,86,6,46,23,21,2,18,11,7,0,16,10,6,6,2,0,0,4,25.2,37.4,14.6,13.0,320316.6625,182021.3075
W00008962,,oa,114,33,23,10,75,14,49,20,18,11,2,1,1,0,10,6,4,6,1,0,1,4,29.0,43.0,1.8,8.8,319096.204,180471.3525
W00008965,,oa,129,28,23,5,94,19,59,17,33,9,7,6,1,0,9,7,2,7,3,1,0,3,21.7,45.7,5.4,7.0,318629.45050000004,180294.299
W00008969,,oa,113,53,21,32,52,6,34,11,17,6,4,3,0,1,8,6,2,8,4,0,0,4,46.9,30.1,3.5,7.1,319053.52150000003,180050.111
W00008961,,oa,122,16,12,4,103,25,62,23,25,14,4,2,2,0,12,6,6,3,0,1,1,1,13.1,50.8,3.3,9.8,318864.3285,180544.6485
W00008807,,oa,218,93,15,78,98,4,38,21,15,2,34,25,8,1,22,8,14,27,6,0,1,20,42.7,17.4,15.6,10.1,318713.59849999996,174321.23200000002
W00008800,,oa,153,56,13,43,67,3,31,5,19,7,18,14,4,0,15,11,4,30,6,2,0,22,36.6,20.3,11.8,9.8,320036.184,177041.47950000002
W00008808,,oa,163,77,4,73,54,1,14,10,4,0,27,23,3,1,12,6,6,32,5,2,0,25,47.2,8.6,16.6,7.4,319140.8985,175923.1725
W00008947,,oa,128,43,23,20,75,19,45,20,16,9,8,6,2,0,3,2,1,10,5,1,0,4,33.6,35.2,6.3,2.3,319776.64749999996,180855.5245
W00008948,,oa,128,31,21,10,88,12,63,17,33,13,9,4,5,0,4,2,2,9,3,0,2,4,24.2,49.2,7.0,3.1,319411.795,181476.2715
W00009476,,oa,133,40,4,36,32,3,18,3,9,6,9,6,2,1,2,1,1,61,3,28,0,30,30.1,13.5,6.8,1.5,318856.15150000004,177677.5635
W00009472,,oa,123,70,2,68,31,0,11,7,4,0,14,13,1,0,6,4,2,22,4,1,0,17,56.9,8.9,11.4,4.9,319273.7925,177790.287
W00009470,,oa,111,37,11,26,46,1,24,5,13,6,15,13,2,0,6,4,2,28,2,10,0,16,33.3,21.6,13.5,5.4,319116.7035,177781.96
W00009471,,oa,225,94,2,92,61,2,15,9,4,2,34,33,1,0,10,10,0,70,0,43,0,27,41.8,6.7,15.1,4.4,318693.67949999997,177531.3145
W00009646,,oa,179,107,27,80,64,2,19,7,6,6,18,0,16,2,25,18,7,8,5,0,0,3,59.8,10.6,10.1,14.0,319595.684,176264.00449999998
W00009643,,oa,135,64,17,47,58,1,22,10,9,3,14,11,3,0,21,17,4,13,1,1,1,10,47.4,16.3,10.4,15.6,319727.1675,176427.0395
W00009648,,oa,124,49,12,37,65,3,23,11,10,2,12,2,10,0,27,20,7,10,6,0,0,4,39.5,18.5,9.7,21.8,320655.4815,177355.642
W00008976,,oa,125,39,24,15,74,10,41,16,18,7,11,6,5,0,12,10,2,12,4,0,0,8,31.2,32.8,8.8,9.6,318824.5,179531.60450000002
W00008977,,oa,123,22,13,9,90,12,59,11,38,10,8,4,4,0,11,7,4,11,4,1,0,6,17.9,48.0,6.5,8.9,318475.04449999996,179482.6015
W00008973,,oa,135,32,23,9,95,17,57,18,23,16,9,4,5,0,12,8,4,8,3,1,0,4,23.7,42.2,6.7,8.9,319181.4855,179596.131
W00008970,,oa,115,24,15,9,87,21,55,20,25,10,5,1,4,0,6,3,3,4,2,1,0,1,20.9,47.8,4.3,5.2,318802.55700000003,179876.62300000002
W00009109,,oa,103,62,18,44,36,5,18,7,6,5,4,1,3,0,9,9,0,5,3,0,0,2,60.2,17.5,3.9,8.7,318431.908,174789.9105
W00008813,,oa,137,52,1,51,62,0,23,11,11,1,32,25,6,1,7,4,3,23,1,2,0,20,38.0,16.8,23.4,5.1,319041.2025,175654.3915
W00009361,,oa,158,59,18,41,81,12,38,6,23,9,12,3,8,1,19,16,3,18,9,2,0,7,37.3,24.1,7.6,12.0,320299.1185,179726.0005
W00009443,,oa,126,25,1,24,48,2,18,6,11,1,11,9,1,1,17,10,7,53,3,18,0,32,19.8,14.3,8.7,13.5,318990.135,177443.653
W00009469,,oa,106,34,9,25,33,3,14,6,7,1,9,8,1,0,7,6,1,39,3,11,0,25,32.1,13.2,8.5,6.6,318869.923,177868.27850000001
W00009462,,oa,128,29,1,28,56,3,32,4,24,4,15,14,1,0,6,4,2,43,1,12,0,30,22.7,25.0,11.7,4.7,319197.2115,177990.13
W00009466,,oa,114,29,3,26,28,1,17,4,10,3,7,6,1,0,3,2,1,57,6,27,0,24,25.4,14.9,6.1,2.6,319038.13049999997,177887.3775
W00009461,,oa,124,46,4,42,37,2,14,5,8,1,16,12,4,0,5,3,2,41,4,17,1,19,37.1,11.3,12.9,4.0,319072.605,178139.50699999998
W00009655,,oa,136,58,36,22,66,6,26,11,9,6,14,7,6,1,20,10,10,12,5,0,3,4,42.7,19.1,10.3,14.7,320875.6995,177209.9495
W00009657,,oa,111,55,13,42,53,10,23,12,7,4,9,6,3,0,11,8,3,3,0,0,0,3,49.6,20.7,8.1,9.9,320577.531,177505.59600000002
W00009656,,oa,222,84,5,79,130,0,51,16,30,5,23,15,8,0,56,50,6,8,3,0,0,5,37.8,23.0,10.4,25.2,321301.05449999997,176503.1
W00009652,,oa,136,32,16,16,92,4,26,9,12,5,15,4,11,0,47,33,14,12,8,0,0,4,23.5,19.1,11.0,34.6,320934.713,177381.31650000002
W00009650,,oa,115,36,3,33,69,1,42,15,19,8,18,15,3,0,8,5,3,10,0,0,0,10,31.3,36.5,15.7,7.0,321396.213,177398.24099999998
W00009651,,oa,149,50,13,37,94,7,39,10,24,5,15,4,9,2,33,27,6,5,3,0,0,2,33.6,26.2,10.1,22.1,320844.2845,177519.21000000002
W00009659,,oa,121,35,15,20,77,10,33,8,14,11,17,8,7,2,17,13,4,9,1,0,0,8,28.9,27.3,14.0,14.0,320535.50049999997,177081.212
W00009658,,oa,114,28,8,20,74,5,39,17,10,12,11,3,7,1,19,16,3,12,4,0,2,6,24.6,34.2,9.6,16.7,320848.2585,177046.454
W00010172,,oa,131,29,4,25,94,6,53,12,33,8,13,6,6,1,22,14,8,8,4,0,1,3,22.1,40.5,9.9,16.8,321526.8125,177431.41100000002
W00009371,,oa,138,33,12,21,96,5,55,19,23,13,10,5,4,1,26,17,9,9,2,0,1,6,23.9,39.9,7.2,18.8,320277.046,181742.271
W00008921,,oa,122,42,12,30,47,2,24,11,11,2,15,13,2,0,6,5,1,33,2,17,0,14,34.4,19.7,12.3,4.9,318415.8365,178296.0055
W00010142,,oa,155,52,8,44,85,5,24,11,12,1,29,21,8,0,27,17,10,18,4,2,0,12,33.6,15.5,18.7,17.4,320195.746,178167.299
W00010127,,oa,134,93,10,83,32,1,11,5,4,2,17,17,0,0,3,1,2,9,1,2,1,5,69.4,8.2,12.7,2.2,319368.226,173977.5005
W00009626,,oa,142,61,48,13,76,10,42,12,18,12,10,7,2,1,14,10,4,5,1,0,1,3,43.0,29.6,7.0,9.9,321751.20999999996,179651.347
W00009625,,oa,116,43,14,29,66,5,23,11,10,2,8,0,7,1,30,25,5,7,2,0,0,5,37.1,19.8,6.9,25.9,322171.2215,179463.5855
W00009623,,oa,124,32,14,18,84,17,43,22,13,8,8,3,5,0,16,9,7,8,4,0,0,4,25.8,34.7,6.5,12.9,321992.10549999995,179580.0795
W00010147,,oa,142,64,6,58,57,3,24,13,9,2,25,23,2,0,5,4,1,21,0,1,1,19,45.1,16.9,17.6,3.5,319405.15150000004,174981.5615
W00008956,,oa,129,39,27,12,85,20,53,20,25,8,8,5,3,0,4,1,3,5,2,0,0,3,30.2,41.1,6.2,3.1,319282.06200000003,180863.772
W00008950,,oa,130,17,9,8,106,29,64,26,29,9,7,4,2,1,6,3,3,7,3,0,0,4,13.1,49.2,5.4,4.6,318774.2355,181252.5115
W00009982,,oa,104,44,0,44,47,0,12,4,8,0,13,11,2,0,22,22,0,13,3,1,0,9,42.3,11.5,12.5,21.2,319013.34699999995,176390.36599999998
W00009346,,oa,128,18,8,10,94,8,36,7,20,9,21,6,14,1,29,22,7,16,12,0,0,4,14.1,28.1,16.4,22.7,320082.25,180500.603
W00009344,,oa,156,58,12,46,88,5,31,10,17,4,17,6,10,1,35,27,8,10,7,0,1,2,37.2,19.9,10.9,22.4,320014.62549999997,180659.69
W00008922,,oa,162,37,3,34,31,1,14,3,10,1,10,9,1,0,6,5,1,94,4,57,0,33,22.8,8.6,6.2,3.7,318281.5455,178307.21850000002
W00009343,,oa,124,40,13,27,74,5,41,14,17,10,15,6,9,0,13,6,7,10,5,0,0,5,32.3,33.1,12.1,10.5,320176.6185,181014.85
W00009445,,oa,141,99,23,76,29,5,13,7,5,1,6,5,1,0,5,3,2,13,3,0,1,9,70.2,9.2,4.3,3.5,319489.8895,177177.983
W00009447,,oa,144,102,12,90,29,1,10,6,3,1,7,5,2,0,11,8,3,13,0,4,2,7,70.8,6.9,4.9,7.6,319366.02249999996,177192.325
W00009444,,oa,137,46,13,33,48,3,17,7,9,1,19,15,4,0,9,7,2,43,2,16,1,24,33.6,12.4,13.9,6.6,319117.252,177338.109
W00009442,,oa,119,69,5,64,37,0,13,7,3,3,14,13,1,0,10,7,3,13,3,2,0,8,58.0,10.9,11.8,8.4,319506.1925,177366.336
W00009441,,oa,154,63,10,53,52,8,23,7,10,6,12,11,1,0,9,5,4,39,7,16,0,16,40.9,14.9,7.8,5.8,319078.6345,177220.878
W00009449,,oa,204,119,11,108,50,1,17,12,4,1,24,22,2,0,8,5,3,35,1,10,0,24,58.3,8.3,11.8,3.9,318997.4385,176904.55599999998
W00009637,,oa,132,41,12,29,71,1,33,11,14,8,15,7,8,0,22,18,4,20,4,0,2,14,31.1,25.0,11.4,16.7,320329.5965,176467.21899999998
W00009635,,oa,124,46,14,32,60,5,26,5,15,6,16,15,1,0,13,8,5,18,3,0,0,15,37.1,21.0,12.9,10.5,320053.4095,176600.0565
W00009630,,oa,181,90,11,79,75,3,36,15,17,4,14,2,9,3,22,12,10,16,5,0,0,11,49.7,19.9,7.7,12.2,320037.5,176361.3695
W00009639,,oa,136,33,13,20,80,6,37,13,19,5,20,12,8,0,17,5,12,23,7,0,1,15,24.3,27.2,14.7,12.5,320374.94550000003,176517.008
W00010159,,oa,112,43,12,31,62,8,32,13,15,4,13,10,3,0,9,5,4,7,1,0,1,5,38.4,28.6,11.6,8.0,320259.578,177959.8305
W00009357,,oa,116,21,5,16,82,6,28,9,14,5,15,5,9,1,33,25,8,13,10,0,1,2,18.1,24.1,12.9,28.4,320531.918,180189.37550000002
W00009355,,oa,108,23,10,13,75,12,47,15,21,11,6,2,4,0,10,8,2,10,3,0,2,5,21.3,43.5,5.6,9.3,319645.405,180093.5795
W00009352,,oa,131,34,8,26,86,8,34,14,16,4,17,4,12,1,27,15,12,11,7,0,0,4,26.0,26.0,13.0,20.6,320149.261,180396.67700000003
W00009350,,oa,109,42,21,21,60,11,35,13,16,6,5,1,4,0,9,2,7,7,3,1,0,3,38.5,32.1,4.6,8.3,319465.7825,180394.80099999998
W00009358,,oa,136,83,30,53,51,3,19,9,8,2,7,3,4,0,22,19,3,2,2,0,0,0,61.0,14.0,5.1,16.2,320192.975,180027.3245
W00009451,,oa,154,40,6,34,70,3,37,8,26,3,18,14,4,0,12,11,1,44,6,21,1,16,26.0,24.0,11.7,7.8,318507.78949999996,178695.33500000002
W00009459,,oa,145,63,2,61,47,3,19,11,7,1,22,21,1,0,3,2,1,35,4,8,0,23,43.5,13.1,15.2,2.1,319079.7485,178346.0235
W00008786,,oa,141,45,8,37,78,2,29,7,18,4,20,13,7,0,27,22,5,18,3,2,1,12,31.9,20.6,14.2,19.1,319795.08999999997,176709.54100000003
W00008784,,oa,160,49,8,41,89,3,43,15,25,3,21,14,7,0,22,15,7,22,5,0,1,16,30.6,26.9,13.1,13.8,319924.571,176935.2865
W00008780,,oa,127,64,19,45,45,4,23,11,10,2,13,11,1,1,5,2,3,18,3,0,0,15,50.4,18.1,10.2,3.9,320017.569,177153
W00009607,,oa,135,44,20,24,83,10,55,19,22,14,9,3,4,2,9,8,1,8,1,1,1,5,32.6,40.7,6.7,6.7,321728.671,179091.9605
W00009608,,oa,129,22,15,7,98,21,62,24,24,14,6,3,2,1,9,5,4,9,4,0,0,5,17.1,48.1,4.7,7.0,321507.6715,179049.44
W00008930,,oa,144,19,4,15,42,2,19,8,10,1,15,12,3,0,6,6,0,83,2,57,0,24,13.2,13.2,10.4,4.2,318417.7695,177960.28399999999
W00009321,,oa,109,26,14,12,75,4,19,5,8,6,15,5,9,1,37,27,10,8,2,0,0,6,23.9,17.4,13.8,33.9,322205.46900000004,181522.5485
