area_code,area_name,census_geography,all_household,one_pers_all,one_pers_65,one_pers_other,fam_all,fam_65,fam_mar_all,fam_mar_no_ch,fam_mar_ch,fam_mar_non_ch,fam_cohab_all,fam_cohab_no_ch,fam_cohab_ch,fam_cohab_non_ch,fam_lone_all,fam_lone_ch,fam_lone_non_ch,other_hh_all,other_hh_ch,other_hh_stud,other_hh_65,other,one_pers_all_perc,fam_mar_all_perc,fam_cohab_all_perc,fam_lone_all_perc,centroid_x,centroid_y
W06000014,Vale of Glamorgan,la,53505,15851,7057,8794,34717,5005,18671,7053,8272,3346,5032,2392,2416,224,6009,4031,1978,2937,1134,6,154,1643,29.6,34.9,9.4,11.2,302625.71221693687,173083.2783448837
W06000015,Cardiff,la,142557,47141,15436,31705,79593,8550,40635,14046,19651,6938,14569,8714,5238,617,15839,10936,4903,15823,3651,3298,426,8448,33.1,28.5,10.2,11.1,316407.00000592414,174926.57615038028
W06000022,Newport,la,61172,18849,7862,10987,38038,4890,19437,6792,9034,3611,5765,2744,2684,337,7946,5615,2331,4285,1602,321,206,2156,30.8,31.8,9.4,13.0,333356.79405248025,186752.70034474696
W06000016,Rhondda Cynon Taf,la,99663,29875,13173,16702,64104,7890,33280,12311,13726,7243,9883,4088,5179,616,13051,8944,4107,5684,2108,740,315,2521,30.0,33.4,9.9,13.1,302236.23722295207,197166.84563830242
W06000018,Caerphilly,la,74479,20196,9143,11053,50496,6161,26449,9737,11025,5687,8212,3435,4282,495,9674,6533,3141,3787,1707,9,195,1876,27.1,35.5,11.0,13.0,317244.1408230999,197757.03416726863
W02000423,Cardiff 049,msoa,4132,1931,335,1596,1583,62,641,299,295,47,556,472,75,9,324,205,119,618,90,43,15,470,46.7,15.5,13.5,7.8,318618.12511961395,174962.34705778724
W02000401,Cardiff 035,msoa,2688,967,336,631,1492,138,819,286,417,116,316,203,102,11,219,138,81,229,52,4,10,163,36.0,30.5,11.8,8.1,315454.1615837222,176941.41802861867
W02000406,Cardiff 040,msoa,3566,1210,348,862,1909,176,952,326,455,171,426,273,136,17,355,239,116,447,111,6,12,318,33.9,26.7,11.9,10.0,315929.2272543325,175957.24295692833
W02000378,Cardiff 012,msoa,3096,882,459,423,2040,375,1229,397,649,183,235,130,90,15,201,118,83,174,48,3,11,112,28.5,39.7,7.6,6.5,316013.34715396364,180885.61441988277
W02000240,The Vale of Glamorgan 004,msoa,3628,1018,523,495,2387,345,1296,433,603,260,309,138,151,20,437,269,168,223,89,0,18,116,28.1,35.7,8.5,12.0,317029.40585623286,172438.11839127637
W02000400,Cardiff 034,msoa,3147,1334,273,1061,1427,66,675,289,331,55,529,420,94,15,157,109,48,386,53,9,11,313,42.4,21.4,16.8,5.0,316724.13716677355,177369.28883387134
W02000310,Caerphilly 021,msoa,2215,527,185,342,1584,197,847,322,383,142,247,124,111,12,293,208,85,104,49,0,4,51,23.8,38.2,11.2,13.2,320260.5282645477,187209.2980906947
W02000386,Cardiff 020,msoa,3349,1061,576,485,2126,367,1286,400,627,259,236,124,101,11,237,119,118,162,43,6,15,98,31.7,38.4,7.0,7.1,315542.1435410684,180054.16599766392
W02000387,Cardiff 021,msoa,2419,670,315,355,1589,245,949,317,449,183,222,116,90,16,173,97,76,160,39,5,14,102,27.7,39.2,9.2,7.2,316534.8233989328,179882.69938471977
W02000384,Cardiff 018,msoa,2322,607,335,272,1583,238,1041,348,525,168,179,104,66,9,125,52,73,132,40,3,8,81,26.1,44.8,7.7,5.4,317550.9609321383,179967.79436724854
W02000385,Cardiff 019,msoa,2453,686,404,282,1625,295,1017,312,525,180,145,81,59,5,168,103,65,142,47,6,14,75,28.0,41.5,5.9,6.8,318931.73089975474,179967.89790040077
W02000383,Cardiff 017,msoa,3027,981,288,693,1847,202,910,299,412,199,278,110,155,13,457,335,122,199,98,3,9,89,32.4,30.1,9.2,15.1,320028.80355946417,180077.89351950734
W02000367,Cardiff 001,msoa,2456,594,301,293,1768,357,1111,400,546,165,142,90,48,4,158,103,55,94,33,0,4,57,24.2,45.2,5.8,6.4,318112.1535024042,183540.9266083678
W02000370,Cardiff 004,msoa,2957,946,657,289,1887,504,1033,372,484,177,168,98,65,5,182,91,91,124,43,0,13,68,32.0,34.9,5.7,6.2,315466.19002279395,182819.66194350368
W02000382,Cardiff 016,msoa,2342,782,287,495,1383,165,563,164,254,145,202,55,130,17,453,324,129,177,94,0,10,73,33.4,24.0,8.6,19.3,322749.2920302189,180021.5445260411
W02000379,Cardiff 013,msoa,2562,756,219,537,1633,71,578,209,278,91,325,112,198,15,659,531,128,173,94,1,10,68,29.5,22.6,12.7,25.7,323625.40885052015,180923.73970999802
W02000239,The Vale of Glamorgan 003,msoa,2688,592,301,291,1962,357,1249,488,579,182,190,100,86,4,166,88,78,134,54,0,11,69,22.0,46.5,7.1,6.2,307395.09128592815,172945.20075659265
W02000277,Rhondda Cynon Taf 026,msoa,3098,998,393,605,1938,239,1000,397,393,210,324,176,132,16,375,222,153,162,60,6,11,85,32.2,32.3,10.5,12.1,311566.88545201515,185662.7045601383
W02000404,Cardiff 038,msoa,2786,1139,315,824,1359,75,549,195,254,100,315,163,137,15,420,288,132,288,73,9,9,197,40.9,19.7,11.3,15.1,320137.30289849057,176413.19151841872
W02000403,Cardiff 037,msoa,3077,1019,285,734,1794,90,752,259,357,136,371,187,169,15,581,451,130,264,83,4,9,168,33.1,24.4,12.1,18.9,321271.4848485954,176861.40012527682
W02000388,Cardiff 022,msoa,2384,629,352,277,1568,192,890,330,354,206,204,81,102,21,282,184,98,187,76,2,11,98,26.4,37.3,8.6,11.8,321965.14948186494,178662.45996821942
W02000375,Cardiff 009,msoa,2783,762,167,595,1815,85,861,296,406,159,343,165,162,16,526,389,137,206,103,1,5,97,27.4,30.9,12.3,18.9,320579.61476656364,180624.39380982492
W02000381,Cardiff 015,msoa,2799,1029,458,571,1582,225,721,222,320,179,234,97,117,20,402,263,139,188,79,8,3,98,36.8,25.8,8.4,14.4,321687.65765538416,180215.05874170273
W02000410,Cardiff 044,msoa,3039,976,248,728,1583,103,783,182,488,113,266,135,122,9,431,313,118,480,188,14,7,271,32.1,25.8,8.8,14.2,317772.248829523,175402.7775575231
W02000408,Cardiff 042,msoa,3011,1304,264,1040,1227,71,614,179,364,71,264,192,68,4,278,184,94,480,165,46,9,260,43.3,20.4,8.8,9.2,317299.1560895332,176286.47525633706
W02000398,Cardiff 032,msoa,3453,1323,135,1188,703,49,306,154,126,26,255,238,16,1,93,61,32,1427,27,1024,4,372,38.3,8.9,7.4,2.7,317959.0454378823,176979.98436992243
W02000394,Cardiff 028,msoa,2739,652,168,484,754,61,364,144,171,49,222,183,38,1,107,59,48,1333,50,817,6,460,23.8,13.3,8.1,3.9,317951.72353768157,178375.20505895797
W02000373,Cardiff 007,msoa,2668,762,340,422,1705,165,790,261,337,192,255,96,141,18,495,344,151,201,91,1,6,103,28.6,29.6,9.6,18.6,322588.40423120663,181375.121819115
W02000376,Cardiff 010,msoa,2989,1069,449,620,1768,221,965,319,458,188,282,145,115,22,300,199,101,152,64,4,4,80,35.8,32.3,9.4,10.0,313880.2201269126,182058.28384689707
W02000368,Cardiff 002,msoa,2488,678,197,481,1700,167,1004,323,511,170,315,192,109,14,214,159,55,110,49,3,1,57,27.3,40.4,12.7,8.6,317055.78963273147,182947.95795937997
W02000369,Cardiff 003,msoa,3115,663,119,544,2251,116,1359,421,765,173,440,285,145,10,336,257,79,201,98,1,2,100,21.3,43.6,14.1,10.8,321946.49976866436,183085.80415493637
W02000399,Cardiff 033,msoa,4602,2037,297,1740,1413,77,560,246,249,65,525,435,84,6,251,166,85,1152,71,433,11,637,44.3,12.2,11.4,5.5,319276.1774547001,177295.50443569018
W02000402,Cardiff 036,msoa,4064,1792,271,1521,1625,55,648,227,346,75,471,331,130,10,451,326,125,647,123,81,12,431,44.1,15.9,11.6,11.1,319762.9575245634,176950.699963194
W02000396,Cardiff 030,msoa,2963,887,173,714,1087,59,547,181,299,67,313,255,56,2,168,113,55,989,85,394,5,505,29.9,18.5,10.6,5.7,318867.44077411183,178257.26712803706
W02000395,Cardiff 029,msoa,2727,952,264,688,1459,137,827,286,427,114,295,214,75,6,200,118,82,316,68,40,11,197,34.9,30.3,10.8,7.3,320227.0097875482,178355.99962600775
W02000390,Cardiff 024,msoa,2365,654,412,242,1554,328,907,335,407,165,155,103,42,10,164,94,70,157,61,8,14,74,27.7,38.4,6.6,6.9,319795.8285386419,178955.58785246368
W02000374,Cardiff 008,msoa,2293,558,358,200,1607,295,1001,348,480,173,142,65,68,9,169,86,83,128,54,2,5,67,24.3,43.7,6.2,7.4,319229.36908083636,181349.99125136307
W02000412,Cardiff 046,msoa,2804,1005,257,748,1470,127,739,225,388,126,263,147,104,12,341,232,109,329,123,8,11,187,35.8,26.4,9.4,12.2,317410.07679263654,174997.84924464396
W02000422,Cardiff 048,msoa,3654,1825,66,1759,1357,24,467,286,157,24,760,687,70,3,106,77,29,472,18,39,4,411,50.0,12.8,20.8,2.9,319494.12760848907,170171.27437436898
W02000391,Cardiff 025,msoa,2426,649,211,438,1059,88,550,167,287,96,234,158,68,8,187,103,84,718,77,252,9,380,26.8,22.7,9.6,7.7,317053.523163438,178608.11445396586
W02000371,Cardiff 005,msoa,3989,1395,628,767,2323,256,1162,413,538,211,452,245,186,21,453,303,150,271,102,4,11,154,35.0,29.1,11.3,11.4,317748.78187170904,181776.48083822106
W02000392,Cardiff 026,msoa,3794,1269,559,710,2343,320,1433,498,666,269,332,196,123,13,258,149,109,182,64,5,17,96,33.5,37.8,8.8,6.8,314848.42851463234,178393.50785419712
W02000393,Cardiff 027,msoa,2963,1163,426,737,1622,158,688,235,306,147,315,166,129,20,461,320,141,178,71,1,13,93,39.3,23.2,10.6,15.6,313524.564148278,178341.46818095483
W02000397,Cardiff 031,msoa,2985,1122,522,600,1672,223,801,288,347,166,230,101,109,20,418,265,153,191,85,2,9,95,37.6,26.8,7.7,14.0,313843.8804615948,177536.20537766753
W02000405,Cardiff 039,msoa,2996,843,311,532,1938,115,631,181,304,146,328,95,209,24,864,681,183,215,114,1,12,88,28.1,21.1,10.9,28.8,313246.7454842016,176588.02629035947
W02000407,Cardiff 041,msoa,2637,836,307,529,1626,145,634,226,287,121,282,101,156,25,565,423,142,175,77,2,5,91,31.7,24.0,10.7,21.4,314486.2806574489,176231.06466606655
W02000242,The Vale of Glamorgan 006,msoa,3333,903,560,343,2255,475,1249,485,513,251,224,110,101,13,307,199,108,175,61,1,10,103,27.1,37.5,6.7,9.2,314669.93862747983,172267.6511891968
W02000389,Cardiff 023,msoa,3504,1088,442,646,2161,200,1033,353,483,197,371,190,160,21,557,373,184,255,101,1,20,133,31.1,29.5,10.6,15.9,315420.8362349494,179063.82508542857
W02000372,Cardiff 006,msoa,3060,678,334,344,2251,306,1384,478,710,196,281,160,108,13,280,201,79,131,55,1,1,74,22.2,45.2,9.2,9.2,312376.4501658448,181867.14267800216
W02000380,Cardiff 014,msoa,2764,547,209,338,2104,298,1361,480,641,240,219,116,91,12,226,165,61,113,48,0,2,63,19.8,49.2,7.9,8.2,310168.7783747446,180058.52360947695
W02000409,Cardiff 043,msoa,2541,788,348,440,1633,203,704,243,310,151,240,98,123,19,486,347,139,120,54,0,14,52,31.0,27.7,9.4,19.1,312298.2939946976,175499.46115497436
W02000411,Cardiff 045,msoa,2703,887,232,655,1632,128,716,252,324,140,288,116,155,17,500,374,126,184,89,0,2,93,32.8,26.5,10.7,18.5,312929.362842845,175344.27200916177
W02000366,Newport 020,msoa,3193,679,225,454,2330,225,1487,476,811,200,357,225,124,8,261,193,68,184,81,2,10,91,21.3,46.6,11.2,8.2,326833.09589914547,184132.50562584517
W02000377,Cardiff 011,msoa,2876,754,179,575,1956,127,1080,395,537,148,348,188,142,18,401,305,96,166,80,1,6,79,26.2,37.6,12.1,13.9,324086.03961420053,179997.14018928944
W01001945,Cardiff 048D,lsoa,838,453,11,442,289,6,90,60,28,2,175,168,7,0,18,13,5,96,4,7,0,85,54.1,10.7,20.9,2.1,317985.240791411,173170.06166257316
W01001762,Cardiff 046D,lsoa,736,303,60,243,346,19,167,37,103,27,66,32,28,6,94,69,25,87,28,2,2,55,41.2,22.7,9.0,12.8,317847.6588320238,174330.72231915547
W01001761,Cardiff 046C,lsoa,724,284,76,208,334,34,156,44,91,21,60,32,25,3,84,60,24,106,39,3,4,60,39.2,21.5,8.3,11.6,317770.376610388,174807.87490715488
W01001760,Cardiff 046B,lsoa,670,206,73,133,381,43,202,63,97,42,54,27,25,2,82,54,28,83,35,2,4,42,30.8,30.1,8.1,12.2,318271.7779509862,174597.32094699456
W01001768,Cardiff 044E,lsoa,539,156,30,126,284,19,145,22,102,21,46,24,21,1,74,52,22,99,57,0,1,41,28.9,26.9,8.5,13.7,317795.73532268766,175114.46946316413
W01001765,Cardiff 044B,lsoa,521,172,42,130,264,24,143,30,91,22,34,14,18,2,63,37,26,85,37,0,3,45,33.0,27.4,6.5,12.1,318034.9700517446,175236.83380225793
W01001944,Cardiff 048C,lsoa,580,236,6,230,231,2,68,43,20,5,138,126,12,0,23,16,7,113,2,9,0,102,40.7,11.7,23.8,4.0,319172.73353598046,175360.28469841514
W01001941,Cardiff 032G,lsoa,670,364,7,357,181,1,79,46,32,1,97,93,4,0,4,3,1,125,5,57,0,63,54.3,11.8,14.5,0.6,318370.0264991199,176122.04859170687
W01001922,Cardiff 032E,lsoa,424,123,10,113,62,5,20,8,7,5,19,16,3,0,18,14,4,239,5,182,0,52,29.0,4.7,4.5,4.2,318441.67343972024,177174.89746943806
W01001835,Cardiff 033F,lsoa,908,580,140,440,196,18,71,40,25,6,73,63,10,0,34,20,14,132,7,37,5,83,63.9,7.8,8.0,3.7,319163.1064928849,176989.70806852786
W01001722,Cardiff 028D,lsoa,514,134,30,104,115,4,44,14,20,10,46,40,6,0,21,12,9,265,11,175,0,79,26.1,8.6,8.9,4.1,317994.5730386287,177950.67752156605
W01001832,Cardiff 033C,lsoa,741,278,13,265,167,5,53,33,16,4,82,78,4,0,27,18,9,296,2,172,0,122,37.5,7.2,11.1,3.6,318822.75299932214,177364.13178028178
W01001829,Cardiff 033A,lsoa,663,201,27,174,212,11,89,34,41,14,72,57,13,2,40,23,17,250,17,102,0,131,30.3,13.4,10.9,6.0,318952.3067351652,177576.1399080316
W01001720,Cardiff 028C,lsoa,590,133,33,100,147,10,69,34,28,7,44,39,4,1,24,14,10,310,5,224,1,80,22.5,11.7,7.5,4.1,318311.6762975676,177957.33048299738
W01001718,Cardiff 028A,lsoa,577,152,33,119,155,8,75,26,40,9,48,36,12,0,24,18,6,270,13,155,0,102,26.3,13.0,8.3,4.2,318292.06895463704,178205.4464774337
W01001726,Cardiff 028E,lsoa,524,117,25,92,128,11,69,34,27,8,35,29,6,0,13,7,6,279,14,147,1,117,22.3,13.2,6.7,2.5,317987.79620204493,178643.3277225744
W01001732,Cardiff 019A,lsoa,667,187,109,78,446,87,270,79,144,47,41,22,17,2,48,29,19,34,8,2,3,21,28.0,40.5,6.1,7.2,318582.2438484572,180596.2325995843
W01001863,Cardiff 022A,lsoa,637,174,89,85,407,46,237,87,91,59,59,24,29,6,65,44,21,56,22,1,5,28,27.3,37.2,9.3,10.2,322043.57605008455,178872.9684212532
W01001864,Cardiff 022B,lsoa,623,160,107,53,418,66,261,98,105,58,36,18,13,5,55,29,26,45,18,0,4,23,25.7,41.9,5.8,8.8,321492.14911038417,179362.10779155957
W01001816,Cardiff 009B,lsoa,1065,320,32,288,667,18,295,99,160,36,164,90,68,6,190,155,35,78,33,0,1,44,30.1,27.7,15.4,17.8,320919.38247148704,181428.06049558803
W01001951,Cardiff 049E,lsoa,548,230,11,219,214,2,78,45,29,4,99,86,11,2,35,24,11,104,6,9,1,88,42.0,14.2,18.1,6.4,319130.1531423386,175914.43031953776
W01001952,Cardiff 049F,lsoa,621,270,27,243,229,5,74,41,28,5,113,107,6,0,37,27,10,122,8,18,1,95,43.5,11.9,18.2,6.0,318418.24622610374,175452.54005560747
W01001711,Cardiff 040C,lsoa,720,248,107,141,417,63,192,65,77,50,56,30,21,5,106,78,28,55,20,0,4,31,34.4,26.7,7.8,14.7,316203.69648416643,175555.5168494717
W01001716,Cardiff 035C,lsoa,543,159,61,98,338,38,184,50,107,27,59,35,23,1,57,37,20,46,9,1,4,32,29.3,33.9,10.9,10.5,314968.5154869864,177004.39911161043
W01001709,Cardiff 040A,lsoa,721,190,51,139,430,29,250,85,120,45,74,44,26,4,77,55,22,101,34,0,2,65,26.4,34.7,10.3,10.7,315587.4100512841,176385.62841007166
W01001714,Cardiff 035A,lsoa,612,174,75,99,400,42,268,87,136,45,48,17,29,2,42,23,19,38,15,1,4,18,28.4,43.8,7.8,6.9,315450.4520412459,176941.41832862524
W01001782,Cardiff 026D,lsoa,591,158,74,84,406,61,258,90,118,50,54,32,21,1,33,19,14,27,11,0,1,15,26.7,43.7,9.1,5.6,315011.87099834334,177563.36343797957
W01001781,Cardiff 026C,lsoa,829,372,165,207,413,62,240,89,119,32,70,46,21,3,41,25,16,44,18,2,3,21,44.9,29.0,8.4,4.9,315697.5290266145,177869.63622136708
W01001786,Cardiff 023B,lsoa,628,157,75,82,424,34,210,68,107,35,74,46,25,3,106,65,41,47,13,0,4,30,25.0,33.4,11.8,16.9,315211.3505782571,178771.97737299945
W01001785,Cardiff 023A,lsoa,482,146,77,69,304,30,134,49,56,29,39,11,25,3,101,77,24,32,20,0,2,10,30.3,27.8,8.1,21.0,315711.8426125762,179035.13922929703
W01001889,Cardiff 020B,lsoa,747,297,144,153,409,81,211,80,94,37,51,33,17,1,66,38,28,41,9,1,2,29,39.8,28.2,6.8,8.8,315846.33175113495,180024.07937946572
W01001852,Cardiff 004B,lsoa,723,169,112,57,520,107,325,96,172,57,46,24,18,4,42,17,25,34,14,0,1,19,23.4,45.0,6.4,5.8,315557.37112023454,183003.6531699536
W01001104,The Vale of Glamorgan 004E,lsoa,864,245,116,129,566,108,299,126,127,46,71,36,29,6,88,50,38,53,22,0,4,27,28.4,34.6,8.2,10.2,316707.5554207408,173032.5119750009
W01001710,Cardiff 040B,lsoa,701,245,56,189,361,36,180,52,101,27,85,58,23,4,60,34,26,95,20,3,3,69,35.0,25.7,12.1,8.6,316102.42249586864,176511.7835085576
W01001717,Cardiff 035D,lsoa,768,304,98,206,388,31,173,76,73,24,99,65,32,2,85,56,29,76,11,2,1,62,39.6,22.5,12.9,11.1,315852.5780742257,176971.18944461693
W01001712,Cardiff 040D,lsoa,679,273,69,204,322,18,149,58,67,24,99,68,28,3,56,36,20,84,14,1,1,68,40.2,21.9,14.6,8.2,316361.20647613064,176748.51056765593
W01001715,Cardiff 035B,lsoa,765,330,102,228,366,27,194,73,101,20,110,86,18,6,35,22,13,69,17,0,1,51,43.1,25.4,14.4,4.6,316012.94367676566,177112.17626137784
W01001858,Cardiff 034A,lsoa,869,412,94,318,359,27,151,68,68,15,133,103,28,2,48,30,18,98,15,1,2,80,47.4,17.4,15.3,5.5,316582.9060015113,177629.86517420766
W01001788,Cardiff 023D,lsoa,608,236,79,157,325,29,145,40,80,25,59,22,31,6,92,61,31,47,17,0,2,28,38.8,23.8,9.7,15.1,316065.8039755076,178574.56730447107
W01001787,Cardiff 023C,lsoa,556,127,46,81,370,40,182,59,82,41,47,23,21,3,101,59,42,59,27,0,5,27,22.8,32.7,8.5,18.2,316404.2883713633,178983.53799257995
W01001658,Newport 020D,lsoa,697,139,72,67,508,50,357,116,195,46,40,23,16,1,61,45,16,50,25,0,6,19,19.9,51.2,5.7,8.8,326533.4556828396,182260.35567539692
W01001808,Cardiff 007C,lsoa,638,175,74,101,423,26,150,32,83,35,63,14,39,10,184,136,48,40,20,0,0,20,27.4,23.5,9.9,28.8,321972.16743152123,181453.1882794492
W01001241,Rhondda Cynon Taf 026D,lsoa,756,240,82,158,469,56,232,84,110,38,102,63,36,3,79,47,32,47,14,5,2,26,31.8,30.7,13.5,10.4,312724.9213323827,183568.6413201884
W01001798,Cardiff 002D,lsoa,624,188,76,112,407,61,240,72,112,56,62,32,26,4,44,35,9,29,17,0,0,12,30.1,38.5,9.9,7.1,316732.80973315146,182576.8974918238
W01001851,Cardiff 012D,lsoa,697,271,136,135,398,97,233,83,111,39,37,21,15,1,31,18,13,28,7,0,7,14,38.9,33.4,5.3,4.4,315557.6746175932,181025.6780495372
W01001854,Cardiff 004D,lsoa,834,358,261,97,450,135,219,94,87,38,43,26,16,1,53,26,27,26,6,0,7,13,42.9,26.3,5.2,6.4,316109.80670907727,181807.84630464492
W01001887,Cardiff 020A,lsoa,613,150,73,77,434,65,305,85,166,54,37,16,20,1,27,7,20,29,10,1,2,16,24.5,49.8,6.0,4.4,314977.8282943473,180017.57332257813
W01001888,Cardiff 010A,lsoa,694,186,65,121,475,51,256,84,125,47,86,48,32,6,82,58,24,33,19,0,0,14,26.8,36.9,12.4,11.8,314135.600253507,180195.4149934938
W01001890,Cardiff 021D,lsoa,608,171,72,99,403,57,229,92,92,45,58,34,20,4,59,38,21,34,9,0,4,21,28.1,37.7,9.5,9.7,316483.66176333436,179638.56904295104
W01001891,Cardiff 020C,lsoa,762,284,153,131,433,73,229,67,107,55,66,37,26,3,65,40,25,45,13,1,6,25,37.3,30.1,8.7,8.5,315410.9817886886,179715.59161292328
W01001892,Cardiff 020D,lsoa,599,164,107,57,413,84,257,82,115,60,37,15,18,4,35,16,19,22,7,1,4,10,27.4,42.9,6.2,5.8,316107.24095778906,179415.75095764425
W01001893,Cardiff 010B,lsoa,793,242,89,153,513,46,288,97,131,60,78,37,34,7,101,64,37,38,21,0,0,17,30.5,36.3,9.8,12.7,313783.2225323797,182961.56831210348
W01001948,Cardiff 006E,lsoa,637,110,26,84,497,25,292,88,180,24,103,74,28,1,77,66,11,30,9,0,0,21,17.3,45.8,16.2,12.1,312756.6307454484,180156.8968415484
W01001953,Cardiff 005G,lsoa,643,219,97,122,380,34,190,58,88,44,75,33,38,4,81,55,26,44,13,0,1,30,34.1,29.5,11.7,12.6,316858.6410710665,181727.40124843208
W01001773,Cardiff 012A,lsoa,991,263,98,165,642,78,372,97,227,48,114,65,43,6,78,56,22,86,21,2,2,61,26.5,37.5,11.5,7.9,316652.56745037227,180444.1868416113
W01001776,Cardiff 021C,lsoa,515,116,66,50,355,46,243,57,132,54,38,22,15,1,28,12,16,44,7,4,5,28,22.5,47.2,7.4,5.4,317117.4798952975,179486.9645164268
W01001949,Cardiff 005F,lsoa,635,264,63,201,330,19,158,66,86,6,108,79,27,2,45,40,5,41,8,3,0,30,41.6,24.9,17.0,7.1,316895.9772853537,181213.63481104947
W01001770,Cardiff 018B,lsoa,476,193,102,91,255,51,151,52,69,30,35,26,8,1,18,6,12,28,4,3,3,18,40.6,31.7,7.4,3.8,317842.7818681769,179648.87513925027
W01001772,Cardiff 021A,lsoa,603,157,102,55,410,100,232,85,110,37,44,16,25,3,34,17,17,36,11,0,3,22,26.0,38.5,7.3,5.6,316152.2808048271,180194.86721146267
W01001789,Cardiff 023E,lsoa,730,270,81,189,428,37,211,88,91,32,109,71,36,2,71,53,18,32,8,1,4,19,37.0,28.9,14.9,9.7,314522.84070591454,179376.87057134602
W01001792,Cardiff 005B,lsoa,705,254,84,170,401,30,189,69,85,35,84,38,40,6,98,66,32,50,21,0,1,28,36.0,26.8,11.9,13.9,317586.08927225583,181060.5024423225
W01001794,Cardiff 001C,lsoa,626,186,51,135,415,28,242,91,115,36,72,46,25,1,73,58,15,25,7,0,0,18,29.7,38.7,11.5,11.7,317712.5339723969,183125.13116749187
W01001795,Cardiff 002B,lsoa,644,179,41,138,439,31,276,79,154,43,87,58,26,3,45,36,9,26,10,0,0,16,27.8,42.9,13.5,7.0,316892.93875464424,183112.1987646707
W01001796,Cardiff 002C,lsoa,653,186,64,122,439,52,240,94,106,40,75,46,25,4,72,44,28,28,11,1,1,15,28.5,36.8,11.5,11.0,317209.97601355927,182840.9703306879
W01001797,Cardiff 005C,lsoa,607,166,109,57,397,57,229,84,94,51,62,31,29,2,49,26,23,44,17,0,2,25,27.4,37.7,10.2,8.1,317582.2117757669,182370.85211540625
W01001809,Cardiff 017A,lsoa,538,159,52,107,344,46,196,63,89,44,47,21,22,4,55,34,21,35,17,1,1,16,29.6,36.4,8.7,10.2,319681.907778889,180326.85262021105
W01001810,Cardiff 017B,lsoa,635,165,43,122,421,32,187,62,94,31,69,19,47,3,133,92,41,49,25,0,2,22,26.0,29.4,10.9,20.9,320191.3922935975,180489.89836612207
W01001813,Cardiff 017D,lsoa,698,299,84,215,357,30,176,53,83,40,46,15,29,2,105,84,21,42,23,2,3,14,42.8,25.2,6.6,15.0,320072.321371389,180013.54439909806
W01001814,Cardiff 017E,lsoa,672,260,68,192,386,57,192,75,78,39,66,35,28,3,71,55,16,26,10,0,0,16,38.7,28.6,9.8,10.6,320046.6103454035,179549.89615646677
W01001815,Cardiff 008D,lsoa,511,94,40,54,380,33,231,83,105,43,43,22,18,3,73,43,30,37,15,0,0,22,18.4,45.2,8.4,14.3,320011.4578494053,181584.97682839242
W01001819,Cardiff 014D,lsoa,912,184,76,108,690,104,446,173,189,84,64,31,29,4,76,46,30,38,19,0,1,18,20.2,48.9,7.0,8.3,309961.1694630933,182346.64748400394
W01001820,Cardiff 006A,lsoa,508,147,51,96,344,43,205,71,108,26,35,19,14,2,61,40,21,17,8,0,0,9,28.9,40.4,6.9,12.0,311693.2517174133,183218.34034321114
W01001896,Cardiff 020E,lsoa,628,166,99,67,437,64,284,86,145,53,45,23,20,2,44,18,26,25,4,2,1,18,26.4,45.2,7.2,7.0,315249.6479761583,180480.3603847506
W01001840,Cardiff 007D,lsoa,755,219,82,137,476,44,283,118,103,62,73,42,28,3,76,47,29,60,23,1,4,32,29.0,37.5,9.7,10.1,323119.8482272534,181509.22298488198
W01001802,Cardiff 007A,lsoa,684,213,124,89,428,69,216,77,77,62,63,25,35,3,80,49,31,43,20,0,1,22,31.1,31.6,9.2,11.7,322574.5956320743,181168.9613219585
W01001879,Cardiff 013A,lsoa,817,280,105,175,473,31,192,71,97,24,105,39,60,6,145,121,24,64,34,0,6,24,34.3,23.5,12.9,17.7,323637.80557883694,180858.03620307395
W01001880,Cardiff 013B,lsoa,573,130,20,110,405,13,129,36,80,13,86,32,50,4,177,147,30,38,24,0,1,13,22.7,22.5,15.0,30.9,324169.1784868598,180957.53225814574
W01001113,The Vale of Glamorgan 003A,lsoa,913,203,98,105,664,116,437,179,198,60,60,24,34,2,51,32,19,46,24,0,3,19,22.2,47.9,6.6,5.6,306236.8773483947,177117.80209097796
W01001135,The Vale of Glamorgan 003C,lsoa,600,123,66,57,441,84,276,106,129,41,38,25,13,0,43,19,24,36,12,0,5,19,20.5,46.0,6.3,7.2,309437.28714040015,172288.8320071897
W01001240,Rhondda Cynon Taf 026C,lsoa,845,268,72,196,544,58,307,137,110,60,90,52,34,4,89,49,40,33,17,0,2,14,31.7,36.3,10.7,10.5,312664.80712559214,184979.70168993747
W01001872,Cardiff 038B,lsoa,662,242,85,157,335,24,145,41,72,32,72,42,25,5,94,61,33,85,24,2,1,58,36.6,21.9,10.9,14.2,320101.256454791,176637.50851963987
W01001874,Cardiff 038D,lsoa,723,364,82,282,313,7,105,37,54,14,76,31,41,4,125,94,31,46,16,3,2,25,50.4,14.5,10.5,17.3,320137.30289849115,175822.17738833692
W01001694,Cardiff 036A,lsoa,878,375,61,314,380,12,155,55,85,15,111,65,43,3,102,75,27,123,35,10,3,75,42.7,17.7,12.6,11.6,319770.33786633017,176939.30945680017
W01001870,Cardiff 037A,lsoa,580,168,54,114,346,28,155,50,65,40,87,53,29,5,76,56,20,66,18,0,0,48,29.0,26.7,15.0,13.1,320570.6143402268,176863.15638893892
