area_code,area_name,census_geography,all_accommodation,flat_all,flat_commercial,flat_converted,flat_purpose,mobile_home,shared_all,unshared_all,unshared_house,unshared_house_detached,unshared_house_semi,unshared_house_terrace,flat_all_perc,mobile_home_perc,shared_all_perc,unshared_house_perc,whole_detached_perc,whole_semi_perc,whole_terrace_perc,centroid_x,centroid_y
W00009492,,oa,100,9,0,0,9,0,0,100,91,6,40,45,9.0,0.0,0.0,91.0,6.0,40.0,45.0,321170.5875,182368.90899999999
W00009367,,oa,135,60,0,0,60,0,0,135,75,1,20,54,44.4,0.0,0.0,55.6,0.7,14.8,40.0,319830.547,179466.29700000002
W00009397,,oa,141,6,0,1,5,0,0,141,135,11,20,104,4.3,0.0,0.0,95.7,7.8,14.2,73.8,319850.87600000005,178200.00699999998
W00009394,,oa,136,11,0,9,2,0,0,136,125,8,99,18,8.1,0.0,0.0,91.9,5.9,72.8,13.2,319854.72699999996,178449.7885
W00009393,,oa,126,65,0,5,60,0,0,126,61,4,7,50,51.6,0.0,0.0,48.4,3.2,5.6,39.7,319595.472,178418.62300000002
W00009310,,oa,141,18,0,6,12,0,0,141,123,2,86,35,12.8,0.0,0.0,87.2,1.4,61.0,24.8,322015.35199999996,180061.699
W00009391,,oa,186,43,5,3,35,0,0,186,143,5,50,88,23.1,0.0,0.0,76.9,2.7,26.9,47.3,319995.204,178266.714
W00009319,,oa,115,36,0,1,35,0,0,115,79,2,26,51,31.3,0.0,0.0,68.7,1.7,22.6,44.3,322522.1185,181685.723
W00009414,,oa,118,3,0,1,2,0,0,118,115,8,107,0,2.5,0.0,0.0,97.5,6.8,90.7,0.0,320359.3515,179156.65399999998
W00009415,,oa,139,22,0,1,21,0,0,139,117,30,83,4,15.8,0.0,0.0,84.2,21.6,59.7,2.9,319954.1915,179057.28600000002
W00009490,,oa,169,1,0,0,1,0,0,169,168,114,39,15,0.6,0.0,0.0,99.4,67.5,23.1,8.9,320295.295,182863.59999999998
W00009411,,oa,174,49,0,7,42,0,0,174,125,69,54,2,28.2,0.0,0.0,71.8,39.7,31.0,1.1,319512.0575,179034
W00008779,,oa,151,51,0,13,38,0,0,151,100,5,25,70,33.8,0.0,0.0,66.2,3.3,16.6,46.4,319820.2025,177052.8785
W00009676,,oa,99,1,0,1,0,25,3,96,70,28,25,17,1.0,25.3,3.0,70.7,28.3,25.3,17.2,323594.597,178802.36800000002
W00009678,,oa,113,6,0,3,3,0,0,113,107,30,36,41,5.3,0.0,0.0,94.7,26.5,31.9,36.3,323591.847,181593.21250000002
W00009475,,oa,157,142,2,113,27,0,0,157,15,0,7,8,90.4,0.0,0.0,9.6,0.0,4.5,5.1,319420.70200000005,177690.29200000002
W00009478,,oa,129,1,1,0,0,0,0,129,128,93,33,2,0.8,0.0,0.0,99.2,72.1,25.6,1.6,323009.50049999997,182739.3
W00009479,,oa,116,4,1,1,2,0,0,116,112,44,23,45,3.4,0.0,0.0,96.6,37.9,19.8,38.8,322231.353,182138.4455
W00009711,,oa,134,0,0,0,0,2,0,134,132,62,34,36,0.0,1.5,0.0,98.5,46.3,25.4,26.9,324315.4625,180323.658
W00009190,,oa,127,0,0,0,0,0,0,127,127,85,41,1,0.0,0.0,0.0,100.0,66.9,32.3,0.8,313920.9485,179183.387
W00009236,,oa,123,7,0,0,7,0,0,123,116,6,83,27,5.7,0.0,0.0,94.3,4.9,67.5,22.0,315885.52150000003,178882.391
W00009215,,oa,130,19,0,3,16,0,0,130,111,4,61,46,14.6,0.0,0.0,85.4,3.1,46.9,35.4,315467.346,179262.8005
W00009217,,oa,125,21,0,2,19,0,0,125,104,1,86,17,16.8,0.0,0.0,83.2,0.8,68.8,13.6,316221.5255,178912.6225
W00009237,,oa,154,20,1,7,12,0,0,154,134,2,128,4,13.0,0.0,0.0,87.0,1.3,83.1,2.6,316485.49399999995,178970.90500000003
W00009733,,oa,121,0,0,0,0,0,0,121,121,14,106,1,0.0,0.0,0.0,100.0,11.6,87.6,0.8,316023.961,179429.4915
W00009417,,oa,132,1,0,0,1,0,0,132,131,15,114,2,0.8,0.0,0.0,99.2,11.4,86.4,1.5,320230.9005,179034.64299999998
W00008972,,oa,117,44,0,3,41,0,0,117,73,32,28,13,37.6,0.0,0.0,62.4,27.4,23.9,11.1,319046.4355,179866.96600000001
W00009366,,oa,130,20,0,1,19,0,0,130,110,0,57,53,15.4,0.0,0.0,84.6,0.0,43.8,40.8,320006.734,179525.19199999998
W00009555,,oa,118,20,0,0,20,0,0,118,98,8,90,0,16.9,0.0,0.0,83.1,6.8,76.3,0.0,316044.47849999997,182297.588
W00009315,,oa,139,61,1,0,60,0,0,139,78,9,67,2,43.9,0.0,0.0,56.1,6.5,48.2,1.4,321196.158,179751.6625
W00009312,,oa,136,8,3,3,2,0,0,136,128,18,95,15,5.9,0.0,0.0,94.1,13.2,69.9,11.0,321645.34900000005,179919.6335
W00009287,,oa,128,26,1,0,25,0,0,128,102,96,5,1,20.3,0.0,0.0,79.7,75.0,3.9,0.8,318697.2135,182085.19799999997
W00009294,,oa,111,3,1,0,2,0,0,111,108,5,49,54,2.7,0.0,0.0,97.3,4.5,44.1,48.6,322103.93799999997,180516.2335
W00009675,,oa,136,61,0,0,61,0,0,136,75,1,51,23,44.9,0.0,0.0,55.1,0.7,37.5,16.9,322857.42350000003,180171.3785
W00010169,,oa,130,39,0,0,39,0,0,130,91,2,31,58,30.0,0.0,0.0,70.0,1.5,23.8,44.6,320867.426,181611.812
W00009487,,oa,126,0,0,0,0,0,0,126,126,75,41,10,0.0,0.0,0.0,100.0,59.5,32.5,7.9,320766.9515,182039.46850000002
W00009086,,oa,135,17,0,10,7,0,0,135,118,3,4,111,12.6,0.0,0.0,87.4,2.2,3.0,82.2,317299.47349999996,178847.957
W00009353,,oa,130,2,1,0,1,0,0,130,128,8,25,95,1.5,0.0,0.0,98.5,6.2,19.2,73.1,319858.26300000004,180310.3805
W00009604,,oa,105,3,0,2,1,0,0,105,102,3,58,41,2.9,0.0,0.0,97.1,2.9,55.2,39.0,321935.198,179120.2145
W00009150,,oa,140,2,0,2,0,0,0,140,138,7,129,2,1.4,0.0,0.0,98.6,5.0,92.1,1.4,317012.6135,179766.878
W00009757,,oa,119,28,0,1,27,0,0,119,91,3,71,17,23.5,0.0,0.0,76.5,2.5,59.7,14.3,314791.15449999995,180209.064
W00009313,,oa,124,111,0,0,111,0,0,124,13,2,7,4,89.5,0.0,0.0,10.5,1.6,5.6,3.2,321468.9895,179732.98700000002
W00009227,,oa,134,31,11,10,10,0,0,134,103,4,38,61,23.1,0.0,0.0,76.9,3.0,28.4,45.5,314946.8025,179346.655
W00009225,,oa,147,28,2,11,15,0,0,147,119,5,30,84,19.0,0.0,0.0,81.0,3.4,20.4,57.1,314407.75,179639.6555
W00009220,,oa,129,2,0,0,2,0,0,129,127,1,87,39,1.6,0.0,0.0,98.4,0.8,67.4,30.2,315581.566,178890.7955
W00009410,,oa,124,3,0,0,3,0,0,124,121,111,6,4,2.4,0.0,0.0,97.6,89.5,4.8,3.2,319096.05,179179.3985
W00009734,,oa,124,7,0,1,6,0,0,124,117,5,61,51,5.6,0.0,0.0,94.4,4.0,49.2,41.1,315507.858,179417.038
W00008975,,oa,115,21,0,2,19,0,0,115,94,10,80,4,18.3,0.0,0.0,81.7,8.7,69.6,3.5,318341.9895,179620.9595
W00009620,,oa,123,1,0,0,1,0,0,123,122,12,101,9,0.8,0.0,0.0,99.2,9.8,82.1,7.3,322102.78150000004,179805.54200000002
W00009084,,oa,141,66,5,23,38,0,0,141,75,4,5,66,46.8,0.0,0.0,53.2,2.8,3.5,46.8,317078.571,178948.29200000002
W00009085,,oa,155,59,5,37,17,0,0,155,96,1,13,82,38.1,0.0,0.0,61.9,0.6,8.4,52.9,317397.663,178948.418
W00009602,,oa,115,3,0,1,2,0,0,115,112,27,84,1,2.6,0.0,0.0,97.4,23.5,73.0,0.9,321528.72,179312.925
W00009603,,oa,119,6,0,1,5,0,0,119,113,7,82,24,5.0,0.0,0.0,95.0,5.9,68.9,20.2,322123.18799999997,179269.71850000002
W00009601,,oa,127,25,0,0,25,0,0,127,102,6,92,4,19.7,0.0,0.0,80.3,4.7,72.4,3.1,321874.9815,179385.83
W00009512,,oa,175,51,3,4,44,0,0,175,124,17,84,23,29.1,0.0,0.0,70.9,9.7,48.0,13.1,313333.9355,180287.519
W00009748,,oa,113,69,0,5,64,0,0,113,44,11,30,3,61.1,0.0,0.0,38.9,9.7,26.5,2.7,314886.065,180581.827
W00009152,,oa,133,14,1,12,1,0,0,133,119,9,98,12,10.5,0.0,0.0,89.5,6.8,73.7,9.0,317066.6755,179389.47999999998
W00009746,,oa,135,1,0,0,1,0,0,135,134,19,110,5,0.7,0.0,0.0,99.3,14.1,81.5,3.7,315096.591,180775.44150000002
W00009525,,oa,126,1,1,0,0,0,0,126,125,59,65,1,0.8,0.0,0.0,99.2,46.8,51.6,0.8,314949.35699999996,181992.934
W00009261,,oa,152,5,0,0,5,0,0,152,147,12,126,9,3.3,0.0,0.0,96.7,7.9,82.9,5.9,317929.598,180811.8605
W00009254,,oa,172,116,8,5,103,0,0,172,56,11,24,21,67.4,0.0,0.0,32.6,6.4,14.0,12.2,317645.2175,181713.38400000002
W00009416,,oa,129,8,0,3,5,0,0,129,121,21,99,1,6.2,0.0,0.0,93.8,16.3,76.7,0.8,318938.45149999997,178910.388
W00008949,,oa,129,21,0,0,21,0,0,129,108,69,38,1,16.3,0.0,0.0,83.7,53.5,29.5,0.8,319187.792,181416.3365
W00009232,,oa,141,2,0,1,1,0,0,141,139,33,99,7,1.4,0.0,0.0,98.6,23.4,70.2,5.0,316163.3375,179099.412
W00009542,,oa,99,1,0,1,0,0,0,99,98,33,63,2,1.0,0.0,0.0,99.0,33.3,63.6,2.0,315658.5245,181151.58899999998
W00009532,,oa,159,57,0,1,56,0,0,159,102,20,45,37,35.8,0.0,0.0,64.2,12.6,28.3,23.3,315818.976,181703.6555
W00009530,,oa,122,34,0,0,34,0,0,122,88,13,68,7,27.9,0.0,0.0,72.1,10.7,55.7,5.7,314841.79850000003,181707.37050000002
W00009163,,oa,123,10,4,6,0,0,0,123,113,5,107,1,8.1,0.0,0.0,91.9,4.1,87.0,0.8,317585.7895,180511.27649999998
W00009507,,oa,129,3,0,1,2,0,0,129,126,99,26,1,2.3,0.0,0.0,97.7,76.7,20.2,0.8,312544.78500000003,180926.303
W00009509,,oa,126,1,0,0,1,0,0,126,125,122,2,1,0.8,0.0,0.0,99.2,96.8,1.6,0.8,311920.32550000004,181013.9095
W00009767,,oa,125,11,0,0,11,0,0,125,114,5,98,11,8.8,0.0,0.0,91.2,4.0,78.4,8.8,314690.941,179790.1615
W00010128,,oa,69,12,0,1,11,0,0,69,57,44,12,1,17.4,0.0,0.0,82.6,63.8,17.4,1.4,319260.9915,179066.6665
W00009171,,oa,211,46,3,6,37,0,0,211,165,16,109,40,21.8,0.0,0.0,78.2,7.6,51.7,19.0,316501.704,180417.01650000003
W00009516,,oa,166,0,0,0,0,0,0,166,166,135,17,14,0.0,0.0,0.0,100.0,81.3,10.2,8.4,312023.4105,181460.03850000002
W00009644,,oa,128,8,0,7,1,0,0,128,120,4,4,112,6.3,0.0,0.0,93.8,3.1,3.1,87.5,319614.5795,176384.414
W00009599,,oa,139,74,16,47,11,0,2,137,63,1,5,57,53.2,0.0,1.4,45.3,0.7,3.6,41.0,317561.9675,176487.4805
W00010201,,oa,116,87,0,0,87,0,0,116,29,2,3,24,75.0,0.0,0.0,25.0,1.7,2.6,20.7,318747.40650000004,174831.487
W00005834,,oa,122,87,1,2,84,0,0,122,35,24,6,5,71.3,0.0,0.0,28.7,19.7,4.9,4.1,316930.217,173226.2265
W00009560,,oa,164,99,0,70,29,0,4,160,61,2,5,54,60.4,0.0,2.4,37.2,1.2,3.0,32.9,317368.4805,176351.94150000002
W00009577,,oa,137,68,0,65,3,0,0,137,69,2,1,66,49.6,0.0,0.0,50.4,1.5,0.7,48.2,316824.60750000004,177366.2095
W00010204,,oa,133,129,0,1,128,0,0,133,4,0,1,3,97.0,0.0,0.0,3.0,0.0,0.8,2.3,318674.313,174838.92200000002
W00009292,,oa,118,53,0,2,51,0,0,118,65,30,30,5,44.9,0.0,0.0,55.1,25.4,25.4,4.2,318053.4255,182042.44199999998
W00009291,,oa,133,91,0,0,91,0,0,133,42,2,20,20,68.4,0.0,0.0,31.6,1.5,15.0,15.0,317469.57149999996,182017.7145
W00009256,,oa,142,40,0,11,29,0,0,142,102,14,62,26,28.2,0.0,0.0,71.8,9.9,43.7,18.3,318213.9915,181472.7125
W00009075,,oa,123,6,1,3,2,0,0,123,117,1,5,111,4.9,0.0,0.0,95.1,0.8,4.1,90.2,317422.759,178650.1655
W00010190,,oa,106,12,1,0,11,0,0,106,94,31,16,47,11.3,0.0,0.0,88.7,29.2,15.1,44.3,316993.3625,180626.75449999998
W00009125,,oa,144,11,0,10,1,0,0,144,133,7,4,122,7.6,0.0,0.0,92.4,4.9,2.8,84.7,317352.2955,175643.93050000002
W00009246,,oa,147,22,0,0,22,0,0,147,125,59,26,40,15.0,0.0,0.0,85.0,40.1,17.7,27.2,317330.0675,182998.8175
W00009146,,oa,141,10,2,0,8,0,0,141,131,44,83,4,7.1,0.0,0.0,92.9,31.2,58.9,2.8,317757.3015,179848.4075
W00009149,,oa,143,0,0,0,0,0,0,143,143,7,134,2,0.0,0.0,0.0,100.0,4.9,93.7,1.4,317077.177,179856.188
W00008980,,oa,128,0,0,0,0,0,0,128,128,60,68,0,0.0,0.0,0.0,100.0,46.9,53.1,0.0,319177.9925,181952.4075
W00009241,,oa,169,88,0,0,88,0,0,169,81,2,70,9,52.1,0.0,0.0,47.9,1.2,41.4,5.3,317491.978,181022.50699999998
W00009242,,oa,139,11,0,0,11,0,0,139,128,51,14,63,7.9,0.0,0.0,92.1,36.7,10.1,45.3,317013.251,183488.522
W00009437,,oa,208,153,1,111,41,0,11,197,44,6,14,24,73.6,0.0,5.3,21.2,2.9,6.7,11.5,318787.445,177251.71000000002
W00009431,,oa,109,11,0,8,3,0,0,109,98,2,3,93,10.1,0.0,0.0,89.9,1.8,2.8,85.3,319127.426,177548.99550000002
W00009111,,oa,125,16,0,8,8,0,0,125,109,4,51,54,12.8,0.0,0.0,87.2,3.2,40.8,43.2,318146.36100000003,174804.4225
W00010145,,oa,111,107,0,0,107,1,0,111,3,0,0,3,96.4,0.9,0.0,2.7,0.0,0.0,2.7,318086.105,173046.0235
W00008781,,oa,239,144,16,69,59,0,14,225,81,8,7,66,60.3,0.0,5.9,33.9,3.3,2.9,27.6,319565.704,176942.5165
W00009697,,oa,132,25,0,0,25,0,0,132,107,8,67,32,18.9,0.0,0.0,81.1,6.1,50.8,24.2,323833.8075,181008.1055
W00009700,,oa,142,28,0,0,28,0,0,142,114,13,54,47,19.7,0.0,0.0,80.3,9.2,38.0,33.1,323859.5175,180822.33000000002
W00010174,,oa,91,2,0,1,1,0,0,91,89,83,4,2,2.2,0.0,0.0,97.8,91.2,4.4,2.2,321665.2,182140.5945
W00009296,,oa,122,33,0,0,33,0,0,122,89,0,35,54,27.0,0.0,0.0,73.0,0.0,28.7,44.3,322164.6615,181049.67349999998
W00009297,,oa,130,6,0,0,6,0,0,130,124,7,68,49,4.6,0.0,0.0,95.4,5.4,52.3,37.7,321888.5,180954.887
W00009293,,oa,142,5,0,1,4,0,0,142,137,4,53,80,3.5,0.0,0.0,96.5,2.8,37.3,56.3,321671.912,181024.6805
W00009326,,oa,120,16,0,0,16,0,0,120,104,3,66,35,13.3,0.0,0.0,86.7,2.5,55.0,29.2,322221.613,181275.8805
W00009329,,oa,138,38,0,1,37,0,0,138,100,4,31,65,27.5,0.0,0.0,72.5,2.9,22.5,47.1,322408.9445,181038.3135
W00008602,,oa,125,0,0,0,0,0,0,125,125,94,28,3,0.0,0.0,0.0,100.0,75.2,22.4,2.4,325869.9575,183019.33049999998
W00010136,,oa,114,0,0,0,0,0,0,114,114,38,73,3,0.0,0.0,0.0,100.0,33.3,64.0,2.6,320789.32649999997,182184.006
W00009482,,oa,141,13,0,0,13,0,0,141,128,33,60,35,9.2,0.0,0.0,90.8,23.4,42.6,24.8,323043.49549999996,181848.52850000001
W00009480,,oa,97,14,0,0,14,0,0,97,83,31,30,22,14.4,0.0,0.0,85.6,32.0,30.9,22.7,322759.824,181766.20500000002
W00009488,,oa,140,1,0,0,1,0,0,140,139,104,35,0,0.7,0.0,0.0,99.3,74.3,25.0,0.0,320750.19700000004,182454.8115
W00009497,,oa,161,12,0,0,12,0,0,161,149,93,50,6,7.5,0.0,0.0,92.5,57.8,31.1,3.7,320570.615,182091.183
W00009493,,oa,129,2,0,0,2,0,0,129,127,52,31,44,1.6,0.0,0.0,98.4,40.3,24.0,34.1,321604.89650000003,182334.516
W00009502,,oa,140,1,0,0,1,0,0,140,139,87,46,6,0.7,0.0,0.0,99.3,62.1,32.9,4.3,321415.4495,182493.7165
W00009680,,oa,122,11,0,1,10,2,0,122,109,9,36,64,9.0,1.6,0.0,89.3,7.4,29.5,52.5,324000.5045,181401.913
W00009684,,oa,146,2,0,0,2,1,0,146,143,48,38,57,1.4,0.7,0.0,97.9,32.9,26.0,39.0,323919.8155,181678.6315
W00009689,,oa,119,12,0,0,12,0,0,119,107,10,51,46,10.1,0.0,0.0,89.9,8.4,42.9,38.7,324177.391,181514.5375
W00009327,,oa,134,20,1,0,19,0,0,134,114,5,51,58,14.9,0.0,0.0,85.1,3.7,38.1,43.3,321965.71849999996,181259.9645
W00009322,,oa,134,12,1,0,11,0,0,134,122,9,41,72,9.0,0.0,0.0,91.0,6.7,30.6,53.7,322089.2655,181451.2095
W00009323,,oa,123,4,0,0,4,0,0,123,119,11,30,78,3.3,0.0,0.0,96.7,8.9,24.4,63.4,321696.9535,181393.00699999998
W00009339,,oa,119,15,1,0,14,0,0,119,104,6,13,85,12.6,0.0,0.0,87.4,5.0,10.9,71.4,320560,181077
W00009143,,oa,118,2,1,0,1,0,0,118,116,13,103,0,1.7,0.0,0.0,98.3,11.0,87.3,0.0,317235.5,179862.5
W00009744,,oa,167,142,0,1,141,0,0,167,25,7,5,13,85.0,0.0,0.0,15.0,4.2,3.0,7.8,314307.5325,180875.7625
W00009501,,oa,144,3,0,1,2,0,0,144,141,93,18,30,2.1,0.0,0.0,97.9,64.6,12.5,20.8,321241.35250000004,183544.7765
W00010189,,oa,83,0,0,0,0,0,0,83,83,39,31,13,0.0,0.0,0.0,100.0,47.0,37.3,15.7,321483.347,181979.1825
W00010218,,oa,80,2,1,0,1,0,0,80,78,3,20,55,2.5,0.0,0.0,97.5,3.8,25.0,68.8,316801.3145,180448.8025
W00009317,,oa,125,26,1,0,25,0,0,125,99,8,30,61,20.8,0.0,0.0,79.2,6.4,24.0,48.8,322235.659,181770.375
W00009683,,oa,143,1,0,1,0,0,0,143,142,50,42,50,0.7,0.0,0.0,99.3,35.0,29.4,35.0,323778.2785,181833.6355
W00010156,,oa,112,98,1,2,95,0,0,112,14,4,1,9,87.5,0.0,0.0,12.5,3.6,0.9,8.0,321003.18200000003,182056.289
W00009142,,oa,121,58,1,6,51,0,0,121,63,5,21,37,47.9,0.0,0.0,52.1,4.1,17.4,30.6,316589.13950000005,180092.4005
W00009743,,oa,129,18,0,1,17,0,0,129,111,5,41,65,14.0,0.0,0.0,86.0,3.9,31.8,50.4,314951.593,181098.06199999998
W00009157,,oa,210,69,0,4,65,0,0,210,141,6,107,28,32.9,0.0,0.0,67.1,2.9,51.0,13.3,317083.5925,180740.23849999998
W00009302,,oa,139,19,0,0,19,0,0,139,120,5,70,45,13.7,0.0,0.0,86.3,3.6,50.4,32.4,321270.5455,180555.63549999997
W00009303,,oa,126,58,0,0,58,0,0,126,68,2,53,13,46.0,0.0,0.0,54.0,1.6,42.1,10.3,321789.7875,180450.646
W00009308,,oa,110,9,0,0,9,0,0,110,101,3,73,25,8.2,0.0,0.0,91.8,2.7,66.4,22.7,322119.554,180359.19
W00009255,,oa,135,19,0,0,19,0,0,135,116,4,72,40,14.1,0.0,0.0,85.9,3.0,53.3,29.6,316887.321,181903.1235
W00009250,,oa,139,49,0,0,49,0,0,139,90,20,54,16,35.3,0.0,0.0,64.7,14.4,38.8,11.5,317281.949,181811.12699999998
W00009251,,oa,126,4,0,0,4,0,0,126,122,74,46,2,3.2,0.0,0.0,96.8,58.7,36.5,1.6,318479.0695,181692.2005
W00009496,,oa,138,1,0,0,1,1,0,138,136,73,38,25,0.7,0.7,0.0,98.6,52.9,27.5,18.1,321421.294,182142.0415
W00009495,,oa,128,0,0,0,0,0,0,128,128,15,70,43,0.0,0.0,0.0,100.0,11.7,54.7,33.6,320989.38049999997,182347.4925
W00009494,,oa,178,1,0,0,1,0,0,178,177,73,87,17,0.6,0.0,0.0,99.4,41.0,48.9,9.6,320349.6865,182239.291
W00009491,,oa,195,12,0,0,12,0,0,195,183,48,61,74,6.2,0.0,0.0,93.8,24.6,31.3,37.9,320968,182547.9835
W00009547,,oa,113,1,0,1,0,0,0,113,112,19,90,3,0.9,0.0,0.0,99.1,16.8,79.6,2.7,316259.3835,181029.633
W00009180,,oa,121,0,0,0,0,0,0,121,121,116,3,2,0.0,0.0,0.0,100.0,95.9,2.5,1.7,318742.4985,182451.4535
W00009368,,oa,120,2,0,0,2,0,0,120,118,11,104,3,1.7,0.0,0.0,98.3,9.2,86.7,2.5,319873.051,181856.955
W00009283,,oa,121,1,0,0,1,0,0,121,120,8,109,3,0.8,0.0,0.0,99.2,6.6,90.1,2.5,316669.4705,182347.6995
W00009551,,oa,123,19,1,0,18,0,0,123,104,26,70,8,15.4,0.0,0.0,84.6,21.1,56.9,6.5,315829.83499999996,180712.3645
W00009702,,oa,143,22,1,0,21,0,0,143,121,12,44,65,15.4,0.0,0.0,84.6,8.4,30.8,45.5,323362.5,180545.509
W00009524,,oa,131,34,0,0,34,0,0,131,97,10,86,1,26.0,0.0,0.0,74.0,7.6,65.6,0.8,316494.4005,181790.793
W00009710,,oa,133,18,0,1,17,0,0,133,115,6,62,47,13.5,0.0,0.0,86.5,4.5,46.6,35.3,323165.745,180512.481
W00008953,,oa,122,0,0,0,0,0,0,122,122,101,21,0,0.0,0.0,0.0,100.0,82.8,17.2,0.0,318966.49450000003,181043.2775
W00009538,,oa,127,93,0,0,93,0,0,127,34,11,22,1,73.2,0.0,0.0,26.8,8.7,17.3,0.8,315198.0115,181027.164
W00009354,,oa,150,49,0,2,47,0,0,150,101,4,19,78,32.7,0.0,0.0,67.3,2.7,12.7,52.0,320269.4395,180134.734
W00009359,,oa,132,86,0,3,83,1,0,132,45,1,8,36,65.2,0.8,0.0,34.1,0.8,6.1,27.3,319950.593,180239.715
W00009175,,oa,131,1,1,0,0,1,0,131,129,118,7,4,0.8,0.8,0.0,98.5,90.1,5.3,3.1,317556.15249999997,184253.077
W00009274,,oa,127,1,0,0,1,0,0,127,126,114,11,1,0.8,0.0,0.0,99.2,89.8,8.7,0.8,317133.65249999997,182711.9345
W00009270,,oa,109,2,0,0,2,1,0,109,106,87,16,3,1.8,0.9,0.0,97.2,79.8,14.7,2.8,316778.206,182991.948
W00009518,,oa,119,1,0,0,1,0,0,119,118,8,32,78,0.8,0.0,0.0,99.2,6.7,26.9,65.5,316338.6425,180850.8615
W00008819,,oa,113,23,0,0,23,0,0,113,90,6,75,9,20.4,0.0,0.0,79.6,5.3,66.4,8.0,313448.515,175078.3515
W00008838,,oa,123,49,0,0,49,0,0,123,74,5,39,30,39.8,0.0,0.0,60.2,4.1,31.7,24.4,313618.641,175688.674
W00008833,,oa,185,14,5,1,8,0,0,185,171,27,90,54,7.6,0.0,0.0,92.4,14.6,48.6,29.2,313872.6415,176145.612
W00009056,,oa,130,1,0,1,0,0,0,130,129,1,123,5,0.8,0.0,0.0,99.2,0.8,94.6,3.8,313704.5455,177097.237
W00009051,,oa,140,2,0,0,2,0,0,140,138,1,131,6,1.4,0.0,0.0,98.6,0.7,93.6,4.3,313779.10750000004,177313.265
W00009035,,oa,133,0,0,0,0,0,0,133,133,10,97,26,0.0,0.0,0.0,100.0,7.5,72.9,19.5,313561.6435,177409.1225
W00008861,,oa,139,1,0,1,0,0,0,139,138,5,119,14,0.7,0.0,0.0,99.3,3.6,85.6,10.1,316125.66949999996,176118.1125
W00009045,,oa,140,31,0,4,27,0,0,140,109,7,35,67,22.1,0.0,0.0,77.9,5.0,25.0,47.9,313746.92000000004,177597.965
W00009032,,oa,149,142,0,1,141,0,0,149,7,0,7,0,95.3,0.0,0.0,4.7,0.0,4.7,0.0,313269.5,177946.02250000002
W00009031,,oa,137,17,5,0,12,0,0,137,120,0,97,23,12.4,0.0,0.0,87.6,0.0,70.8,16.8,313817.299,178049
W00009030,,oa,141,60,0,1,59,1,0,141,80,1,23,56,42.6,0.7,0.0,56.7,0.7,16.3,39.7,314137.01450000005,178315.241
W00009446,,oa,165,138,0,101,37,0,11,154,16,3,3,10,83.6,0.0,6.7,9.7,1.8,1.8,6.1,318833.68850000005,177087.61800000002
W00009721,,oa,128,61,0,2,59,0,0,128,67,2,49,16,47.7,0.0,0.0,52.3,1.6,38.3,12.5,314100.007,181944.215
W00009009,,oa,142,1,0,0,1,0,0,142,141,6,95,40,0.7,0.0,0.0,99.3,4.2,66.9,28.2,313684.9745,176302.15350000001
W00008847,,oa,128,12,0,0,12,0,0,128,116,3,94,19,9.4,0.0,0.0,90.6,2.3,73.4,14.8,313781.248,175392.7715
W00008831,,oa,159,42,0,1,41,0,0,159,117,63,28,26,26.4,0.0,0.0,73.6,39.6,17.6,16.4,314327.914,176310.7135
W00008830,,oa,145,43,0,6,37,0,7,138,95,3,74,18,29.7,0.0,4.8,65.5,2.1,51.0,12.4,314478.52,176629.424
W00009052,,oa,139,81,0,2,79,0,0,139,58,3,40,15,58.3,0.0,0.0,41.7,2.2,28.8,10.8,314432,177274.78999999998
W00008881,,oa,144,33,0,19,14,0,0,144,111,4,12,95,22.9,0.0,0.0,77.1,2.8,8.3,66.0,316621.81,176217.44650000002
W00008890,,oa,124,4,0,3,1,0,0,124,120,11,41,68,3.2,0.0,0.0,96.8,8.9,33.1,54.8,315264.194,177100.826
W00009196,,oa,126,19,0,0,19,0,2,124,105,8,39,58,15.1,0.0,1.6,83.3,6.3,31.0,46.0,314631.53099999996,177737.8805
W00009042,,oa,136,36,0,1,35,0,0,136,100,32,53,15,26.5,0.0,0.0,73.5,23.5,39.0,11.0,314261.322,177840.1335
W00009187,,oa,125,44,0,1,43,0,0,125,81,22,27,32,35.2,0.0,0.0,64.8,17.6,21.6,25.6,315460.425,177665.5125
W00009219,,oa,129,5,1,2,2,0,0,129,124,6,33,85,3.9,0.0,0.0,96.1,4.7,25.6,65.9,315257.0905,178770.9665
W00009216,,oa,165,108,1,11,96,0,0,165,57,6,35,16,65.5,0.0,0.0,34.5,3.6,21.2,9.7,314846.7465,179034.2425
W00009228,,oa,143,4,0,3,1,0,0,143,139,1,10,128,2.8,0.0,0.0,97.2,0.7,7.0,89.5,314486.2705,179290.8945
W00009138,,oa,133,10,3,5,2,0,0,133,123,13,110,0,7.5,0.0,0.0,92.5,9.8,82.7,0.0,317442.204,180362.0125
W00008865,,oa,125,35,2,4,29,0,0,125,90,4,6,80,28.0,0.0,0.0,72.0,3.2,4.8,64.0,315864.754,176776.0415
W00009536,,oa,117,0,0,0,0,0,0,117,117,44,72,1,0.0,0.0,0.0,100.0,37.6,61.5,0.9,315827.94550000003,181475.577
W00009588,,oa,197,180,3,14,163,0,0,197,17,2,0,15,91.4,0.0,0.0,8.6,1.0,0.0,7.6,317279.50800000003,176539.747
