area_code,area_name,census_geography,country_of_birth_all,europe_inc_uk,united_kingdom_channel_iom,england,northern_ireland,scotland,wales,united_kingdom_unspecified,channel_islands_isle_of_man,ireland,other_europe_total,eu_countries_total,germany,lithuania,poland,romania,eu_countries_other,rest_of_europe_total,turkey,europe_other,africa_total,north_africa,central_and_western_africa,nigeria,other_central_and_western_africa_other,south_and_eastern_africa,kenya,south_africa,zimbabwe,south_and_eastern_africa_other,middle_east_and_asia_total,middle_east,iran,middle_east_other,eastern_asia,china,hong_kong,eastern_asia_other,southern_asia,bangladesh,india,pakistan,southern_asia_other,south_east_asia,central_asia,americas_and_the_caribbean_total,north_americas_and_the_caribbean,the_caribbean,united_states_of_america,north_america_other,central_america,south_america,antarctica_and_oceania_total,australia,antarctica_and_oceania_other,country_of_birth_other,uk_total,europe_total,rest_of_world_total,uk_total_perc,europe_total_perc,rest_of_world_total_perc,centroid_x,centroid_y
W00009263,,oa,468,448,436,58,2,5,371,0,0,0,12,12,1,0,1,0,10,0,0,0,8,0,0,0,0,8,0,7,1,0,10,3,1,2,1,0,1,0,4,0,4,0,0,2,0,2,2,0,1,1,0,0,0,0,0,0,436,12,20,93.2,2.6,4.3,317250.283,183557.02250000002
W00009500,,oa,293,270,264,38,3,1,222,0,0,1,5,5,0,0,0,0,5,0,0,0,4,0,1,1,0,3,0,3,0,0,17,3,0,3,2,1,1,0,10,0,8,2,0,2,0,2,1,0,1,0,1,0,0,0,0,0,264,6,23,90.1,2.0,7.8,319942.10699999996,182070.146
W00009582,,oa,326,299,281,99,1,3,178,0,0,2,16,15,6,0,1,0,8,1,0,1,5,0,1,1,0,4,0,2,1,1,11,1,0,1,4,2,2,0,4,0,1,3,0,2,0,7,4,0,1,3,0,3,4,3,1,0,281,19,27,86.2,5.8,8.3,316894.7595,177232.5215
W00009584,,oa,300,287,270,65,5,2,198,0,0,1,16,14,3,0,3,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,1,0,2,1,4,4,0,2,2,0,0,4,3,1,0,270,19,13,90.0,6.3,4.3,316415.05,177158.505
W00009583,,oa,313,290,277,83,3,6,185,0,1,2,10,10,3,0,0,0,7,0,0,0,2,0,0,0,0,2,0,0,0,2,12,2,0,2,3,0,1,2,4,1,1,2,0,3,0,7,4,0,3,1,0,3,2,2,0,0,277,13,23,88.5,4.2,7.3,316567.5265,177137.0455
W00009589,,oa,281,266,248,85,0,6,157,0,0,6,12,12,3,0,2,0,7,0,0,0,5,1,0,0,0,4,0,1,0,3,6,1,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,1,3,3,0,0,248,18,15,88.3,6.4,5.3,316699.966,177021.6775
W00009456,,oa,400,336,328,121,3,3,201,0,0,2,6,6,1,0,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,55,3,1,2,6,6,0,0,44,2,22,20,0,2,0,8,8,4,1,3,0,0,0,0,0,0,328,8,64,82.0,2.0,16.0,318654.4305,178264.0365
W00009457,,oa,371,326,297,119,4,2,172,0,0,2,27,26,4,1,3,0,18,1,1,0,7,1,0,0,0,6,1,2,0,3,32,3,0,3,16,10,2,4,12,2,7,3,0,1,0,6,6,0,5,1,0,0,0,0,0,0,297,30,45,80.1,8.1,12.1,318814.99950000003,178315.089
W00009452,,oa,375,334,288,107,0,4,177,0,0,0,46,37,6,1,18,2,10,9,2,7,5,0,2,2,0,3,1,0,0,2,27,5,0,5,0,0,0,0,22,0,8,14,0,0,0,9,7,0,4,3,0,2,0,0,0,0,288,55,41,76.8,14.7,10.9,318577.6645,178500.68300000002
W00009453,,oa,424,368,332,108,5,2,217,0,0,4,32,31,2,0,20,0,9,1,0,1,9,3,0,0,0,6,1,0,0,5,47,9,0,9,0,0,0,0,35,17,6,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,332,37,56,78.3,8.7,13.2,318679.136,178622.986
W00008782,,oa,343,285,239,43,0,1,194,1,1,4,41,39,3,0,17,0,19,2,2,0,10,4,1,1,0,5,1,0,0,4,40,8,4,4,2,2,0,0,30,2,11,3,14,0,0,7,5,2,2,1,0,2,1,1,0,0,239,48,58,69.7,14.0,16.9,319789.7835,176961.87099999998
W00009682,,oa,382,360,354,26,1,3,324,0,0,1,5,5,3,0,0,0,2,0,0,0,10,1,0,0,0,9,0,0,1,8,12,9,2,7,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,354,6,22,92.7,1.6,5.8,323213.6435,181075
W00009174,,oa,357,340,329,53,0,1,274,1,0,3,8,6,1,0,4,0,1,2,0,2,4,0,1,0,1,3,0,0,1,2,12,3,0,3,0,0,0,0,8,0,5,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,329,13,17,92.2,3.6,4.8,317053.38800000004,180160.32150000002
W00009173,,oa,288,266,260,43,1,1,215,0,0,2,4,4,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,13,3,3,0,1,0,0,1,7,0,5,0,2,2,0,3,3,2,1,0,0,0,2,1,1,0,260,6,22,90.3,2.1,7.6,317354.99,180180.7095
W00009179,,oa,315,291,282,62,0,8,212,0,0,2,7,7,2,0,1,0,4,0,0,0,2,0,2,0,2,0,0,0,0,0,20,2,2,0,0,0,0,0,17,0,13,2,2,1,0,2,2,0,2,0,0,0,0,0,0,0,282,9,24,89.5,2.9,7.6,318198.4255,182883.8185
W00009097,,oa,305,269,233,29,0,3,201,0,0,0,36,36,1,0,23,0,12,0,0,0,20,1,3,0,3,16,0,1,1,14,16,2,0,2,0,0,0,0,13,5,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233,36,36,76.4,11.8,11.8,317460.7885,175218.83299999998
W00009096,,oa,373,280,253,53,0,3,197,0,0,1,26,25,2,0,9,0,14,1,0,1,22,8,0,0,0,14,0,0,0,14,66,3,0,3,2,1,0,1,61,7,16,31,7,0,0,2,1,1,0,0,0,1,3,0,3,0,253,28,93,67.8,7.5,24.9,317932.4895,175206.45899999997
W00009095,,oa,350,272,248,42,2,2,202,0,0,1,23,23,0,0,6,0,17,0,0,0,31,9,0,0,0,22,0,0,1,21,42,0,0,0,0,0,0,0,40,6,24,8,2,2,0,4,4,4,0,0,0,0,1,1,0,0,248,24,78,70.9,6.9,22.3,317632.92350000003,175299.842
W00009092,,oa,279,237,211,75,3,7,126,0,0,1,25,19,1,0,7,0,11,6,3,3,12,2,7,4,3,3,0,0,0,3,27,2,0,2,3,2,0,1,19,0,18,0,1,3,0,2,1,1,0,0,0,1,1,1,0,0,211,32,42,75.6,11.5,15.1,318017.869,173723.8965
W00010229,,oa,173,152,150,39,0,1,110,0,0,0,2,2,0,0,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,1,16,3,0,3,3,2,1,0,8,4,0,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,150,2,21,86.7,1.2,12.1,319188.882,178856.7685
W00010226,,oa,212,174,169,35,2,1,131,0,0,2,3,3,1,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,4,0,31,2,0,2,7,4,0,3,16,6,9,1,0,6,0,1,1,0,1,0,0,0,2,1,1,0,169,5,38,79.7,2.4,17.9,317024.5,178592.46000000002
W00010222,,oa,330,319,311,49,2,1,259,0,0,2,6,6,1,0,3,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,4,3,1,2,1,0,1,0,0,0,0,0,0,0,0,4,3,2,0,1,0,1,1,1,0,0,311,8,11,94.2,2.4,3.3,316776.75,181602.273
W00010220,,oa,260,242,227,35,0,1,191,0,0,1,14,14,4,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,2,4,4,0,0,11,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,227,15,18,87.3,5.8,6.9,317094.297,178416.89
W00009276,,oa,338,327,319,84,1,3,231,0,0,2,6,6,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,0,1,1,0,1,0,5,0,4,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,319,8,11,94.4,2.4,3.3,318060.7065,182439.6615
W00009272,,oa,305,301,296,59,1,4,232,0,0,1,4,4,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,5,4,97.0,1.6,1.3,317847.88300000003,182844.252
W00009271,,oa,248,244,233,53,0,0,180,0,1,0,10,10,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,1,0,0,0,0,0,0,233,11,4,94.0,4.4,1.6,317624.0315,182831.727
W00009278,,oa,265,253,252,36,0,1,215,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,4,1,1,0,0,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,252,1,12,95.1,0.4,4.5,316650.64249999996,182516.93050000002
W00009596,,oa,285,247,234,62,2,4,166,0,0,1,12,12,2,1,2,0,7,0,0,0,5,0,0,0,0,5,0,3,1,1,22,2,1,1,1,0,1,0,14,0,1,13,0,5,0,9,7,1,2,4,0,2,2,2,0,0,234,13,38,82.1,4.6,13.3,317173.643,176671.193
W00009595,,oa,419,393,368,92,3,6,267,0,0,4,21,20,2,0,0,3,15,1,0,1,8,1,1,0,1,6,1,1,2,2,9,2,0,2,1,0,0,1,6,0,1,5,0,0,0,4,4,0,3,1,0,0,5,2,3,0,368,26,26,87.8,6.2,6.2,317241.79099999997,176690.02049999998
W00009593,,oa,249,234,213,56,2,3,152,0,0,4,17,16,3,0,0,0,13,1,0,1,4,0,0,0,0,4,0,2,0,2,10,2,0,2,0,0,0,0,8,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,213,22,15,85.5,8.8,6.0,316912.1,176863.1295
W00009592,,oa,317,302,270,89,2,6,173,0,0,8,24,19,1,0,2,2,14,5,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,2,0,0,0,5,5,0,3,2,0,0,7,7,0,0,270,37,15,85.2,11.7,4.7,317368.15150000004,176975.072
W00009590,,oa,286,267,257,78,2,3,174,0,1,5,4,4,1,0,0,0,3,0,0,0,4,0,0,0,0,4,0,3,1,0,6,1,0,1,1,0,1,0,4,1,1,2,0,0,0,5,5,0,3,2,0,0,4,2,2,0,257,10,19,89.9,3.5,6.6,317021,176970.6225
W00008793,,oa,410,324,300,37,2,4,257,0,0,5,19,14,3,0,5,0,6,5,0,5,61,10,15,2,13,36,0,1,3,32,21,12,2,10,1,0,0,1,6,4,1,1,0,2,0,4,3,3,0,0,1,0,0,0,0,0,300,29,86,73.2,7.1,21.0,319211.114,176305.49349999998
W00010210,,oa,132,117,101,32,0,2,67,0,1,0,15,11,4,0,2,0,5,4,1,3,2,0,0,0,0,2,0,0,1,1,11,0,0,0,1,0,1,0,8,0,4,0,4,2,0,1,1,0,0,1,0,0,1,0,1,0,101,20,15,76.5,15.2,11.4,320840.70550000004,170171.3125
W00009067,,oa,309,303,297,14,2,0,281,0,0,0,6,6,3,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,2,3,0,0,0,1,0,1,0,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,297,6,6,96.1,1.9,1.9,313887.9035,178316.142
W00009066,,oa,302,296,289,25,0,1,263,0,0,3,4,3,1,0,0,0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,2,0,0,289,8,6,95.7,2.6,2.0,313234.31299999997,178405.56449999998
W00009063,,oa,239,232,228,22,2,2,202,0,0,0,4,3,1,0,0,0,2,1,0,1,5,0,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,5,7,95.4,2.1,2.9,313429.1455,178635.05550000002
W00009064,,oa,320,309,308,25,0,0,283,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,9,0,0,0,1,0,0,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,1,11,96.3,0.3,3.4,313876.3955,178402.72350000002
W00009060,,oa,304,292,283,44,0,4,235,0,0,1,8,8,0,0,4,0,4,0,0,0,2,1,0,0,0,1,0,1,0,0,4,1,1,0,2,2,0,0,1,0,0,1,0,0,0,6,6,0,1,5,0,0,0,0,0,0,283,9,12,93.1,3.0,3.9,313490.177,178921.14750000002
W00009065,,oa,333,330,325,25,0,2,298,0,0,0,5,5,0,0,5,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,5,3,97.6,1.5,0.9,313955.1315,178147.2225
W00009061,,oa,271,249,239,41,0,2,196,0,0,4,6,6,0,0,3,0,3,0,0,0,6,1,0,0,0,5,1,1,0,3,12,0,0,0,3,0,3,0,4,0,4,0,0,5,0,4,4,1,1,2,0,0,0,0,0,0,239,10,22,88.2,3.7,8.1,314051.5565,178633.8935
W00009068,,oa,252,237,234,32,0,0,202,0,0,1,2,2,0,0,1,0,1,0,0,0,6,1,4,0,4,1,0,0,0,1,6,2,0,2,0,0,0,0,1,1,0,0,0,3,0,3,3,0,2,1,0,0,0,0,0,0,234,3,15,92.9,1.2,6.0,314192.515,178184.33299999998
W00008827,,oa,363,356,352,38,1,2,311,0,1,1,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,1,0,1,5,1,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,352,4,7,97.0,1.1,1.9,312293.298,175155.2585
W00008826,,oa,385,371,359,41,1,3,314,0,0,3,9,9,0,0,5,2,2,0,0,0,2,0,1,1,0,1,0,1,0,0,7,2,0,2,0,0,0,0,4,2,2,0,0,1,0,3,3,3,0,0,0,0,2,2,0,0,359,12,14,93.2,3.1,3.6,312646.07149999996,175021.06650000002
W00009069,,oa,331,317,308,12,0,1,295,0,0,2,7,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,9,4,4,0,1,2,0,2,2,1,1,0,0,0,0,0,0,0,308,9,14,93.1,2.7,4.2,313118.7405,178201.0325
W00008822,,oa,298,295,294,23,2,4,265,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,294,2,3,98.7,0.7,1.0,314389.8835,176524.186
W00008825,,oa,300,291,284,22,0,2,260,0,0,4,3,3,1,0,0,0,2,0,0,0,4,2,1,0,1,1,0,1,0,0,4,0,0,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,284,7,9,94.7,2.3,3.0,313409.65599999996,175793.2355
W00008823,,oa,356,347,342,23,0,3,316,0,0,2,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,5,9,96.1,1.4,2.5,313776.49,175953.5635
W00008821,,oa,522,505,493,37,3,4,449,0,0,0,12,12,2,0,4,0,6,0,0,0,3,1,1,0,1,1,0,0,0,1,13,1,0,1,0,0,0,0,12,0,8,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,493,12,17,94.4,2.3,3.3,312288.457,174928.97950000002
W00008828,,oa,295,289,281,28,1,1,251,0,0,1,7,7,2,0,3,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,281,8,6,95.3,2.7,2.0,313046.153,174822.3985
W00008829,,oa,344,341,335,19,1,0,315,0,0,1,5,5,1,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,335,6,3,97.4,1.7,0.9,314986.586,176332.104
W00009385,,oa,344,337,329,71,1,5,252,0,0,1,7,7,3,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,0,0,2,0,2,0,3,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,329,8,7,95.6,2.3,2.0,311880.402,183522.8985
W00005992,,oa,407,397,390,69,0,3,314,4,0,3,4,4,1,0,0,0,3,0,0,0,5,0,0,0,0,5,0,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,1,2,0,390,7,10,95.8,1.7,2.5,310961.67350000003,171845.64299999998
W00005765,,oa,309,297,289,49,0,1,239,0,0,1,7,6,1,0,0,0,5,1,0,1,1,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,1,4,0,3,3,0,3,0,0,0,2,2,0,0,289,9,12,93.5,2.9,3.9,314624.11600000004,173765.6015
W00009854,,oa,288,278,273,32,0,0,240,1,0,1,4,4,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,7,2,2,0,4,2,2,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,273,5,10,94.8,1.7,3.5,312331.7975,174390.93550000002
W00005995,,oa,266,264,261,53,0,3,205,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,261,3,2,98.1,1.1,0.8,312051.858,173196.1255
W00005994,,oa,293,288,277,70,3,0,204,0,0,0,11,10,1,0,4,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,277,12,5,94.5,4.1,1.7,311840.292,172839.0515
W00005990,,oa,318,305,294,44,3,4,243,0,0,1,10,10,0,0,7,0,3,0,0,0,3,0,2,2,0,1,0,1,0,0,9,0,0,0,4,2,2,0,4,0,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,294,11,13,92.5,3.5,4.1,312276.6975,173635.64549999998
W00005882,,oa,417,406,394,76,1,6,311,0,1,3,8,3,1,0,1,0,1,5,0,5,1,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,4,0,0,4,0,0,0,5,4,0,3,1,1,0,0,0,0,0,394,17,11,94.5,4.1,2.6,310169.1555,176797.0515
W00009046,,oa,257,244,235,35,1,3,196,0,0,2,7,7,3,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,2,4,6,0,0,0,4,0,0,4,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,235,9,13,91.4,3.5,5.1,313890.7605,177727.359
W00009047,,oa,266,251,233,16,0,2,215,0,0,1,17,17,2,0,5,2,8,0,0,0,5,1,0,0,0,4,0,2,0,2,10,8,1,7,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,18,15,87.6,6.8,5.6,313262.118,177495.484
W00009044,,oa,184,176,172,25,0,1,146,0,0,1,3,3,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,172,4,8,93.5,2.2,4.3,313442.9695,177573.086
W00008995,,oa,350,329,323,17,0,2,304,0,0,2,4,4,0,0,4,0,0,0,0,0,7,0,1,1,0,6,0,0,0,6,13,0,0,0,0,0,0,0,8,8,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,323,6,21,92.3,1.7,6.0,313470.4755,176713.7035
W00008992,,oa,342,332,316,21,0,0,295,0,0,0,16,16,4,5,0,3,4,0,0,0,4,1,1,0,1,2,0,0,0,2,5,1,1,0,1,0,1,0,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,316,16,10,92.4,4.7,2.9,313432.0775,177003.41749999998
W00008820,,oa,514,503,492,22,0,0,470,0,1,0,10,8,4,0,2,0,2,2,0,2,1,0,0,0,0,1,0,0,1,0,9,4,0,4,0,0,0,0,4,0,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,492,13,11,95.7,2.5,2.1,313179.507,175032.7625
W00008836,,oa,250,234,228,20,1,0,207,0,0,1,5,5,1,0,0,0,4,0,0,0,5,1,1,0,1,3,0,0,0,3,6,0,0,0,0,0,0,0,6,3,0,3,0,0,0,5,5,5,0,0,0,0,0,0,0,0,228,6,16,91.2,2.4,6.4,314101.182,175995.175
W00009072,,oa,262,246,246,23,0,2,221,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,2,3,2,0,0,1,7,3,0,3,0,0,0,0,3,0,0,3,0,1,0,2,2,2,0,0,0,0,1,0,1,0,246,0,16,93.9,0.0,6.1,312835.4135,178020.21649999998
W00009070,,oa,315,300,283,24,1,1,257,0,0,2,15,12,1,0,0,0,11,3,0,3,4,2,2,0,2,0,0,0,0,0,11,3,0,3,0,0,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,283,20,15,89.8,6.3,4.8,313335.8785,178134.2005
W00009071,,oa,261,245,238,25,1,1,211,0,0,2,5,5,2,0,0,0,3,0,0,0,2,0,1,0,1,1,0,1,0,0,8,2,0,2,0,0,0,0,6,0,6,0,0,0,0,3,3,0,0,3,0,0,3,2,1,0,238,7,16,91.2,2.7,6.1,313534.52599999995,178085.0415
W00008837,,oa,366,352,339,13,2,4,320,0,0,0,13,13,0,0,5,0,8,0,0,0,4,0,0,0,0,4,0,0,0,4,10,3,0,3,0,0,0,0,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,13,14,92.6,3.6,3.8,313838.68,175775.215
W00008834,,oa,266,264,258,9,0,3,246,0,0,0,6,6,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,258,6,2,97.0,2.3,0.8,313891.24199999997,175936.9945
W00008844,,oa,309,300,292,18,1,0,273,0,0,1,7,7,3,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,5,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,292,8,9,94.5,2.6,2.9,312806.19,175489.0855
W00009011,,oa,308,299,293,15,0,3,275,0,0,0,6,6,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,3,3,0,0,0,0,0,4,4,3,0,1,0,0,0,0,0,0,293,6,9,95.1,1.9,2.9,313033.60250000004,176265.945
W00010192,,oa,305,282,276,48,5,6,217,0,0,1,5,2,0,2,0,0,0,3,3,0,5,1,1,0,1,3,2,1,0,0,14,0,0,0,7,4,3,0,4,0,4,0,0,3,0,2,2,0,2,0,0,0,2,2,0,0,276,9,23,90.5,3.0,7.5,313682.30350000004,179748.2875
W00008987,,oa,314,307,306,9,0,2,295,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,1,0,1,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,306,1,7,97.5,0.3,2.2,312666.0635,175577.414
W00008986,,oa,355,336,327,21,0,0,306,0,0,0,9,8,0,3,4,0,1,1,0,1,6,5,0,0,0,1,0,1,0,0,8,1,0,1,1,0,1,0,6,5,1,0,0,0,0,5,3,3,0,0,0,2,0,0,0,0,327,10,19,92.1,2.8,5.4,312798.2255,176503.8355
W00008985,,oa,400,380,375,25,0,2,348,0,0,2,3,3,0,0,3,0,0,0,0,0,11,4,4,1,3,3,0,1,2,0,9,0,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,5,20,93.8,1.3,5.0,312958.51399999997,176743.298
W00008989,,oa,354,348,345,15,0,1,329,0,0,0,3,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,3,1,0,0,0,0,0,0,345,3,6,97.5,0.8,1.7,311895.342,175389.739
W00008984,,oa,364,358,355,45,0,2,308,0,0,1,2,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,1,0,0,355,3,6,97.5,0.8,1.6,311414.59900000005,175638.66499999998
W00008983,,oa,287,283,280,16,2,1,261,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,280,3,4,97.6,1.0,1.4,311748.323,175914.253
W00008982,,oa,284,282,281,8,1,1,271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,281,1,2,98.9,0.4,0.7,313281.7855,175952.5785
W00008981,,oa,355,337,328,22,0,4,302,0,1,1,7,7,0,0,3,0,4,0,0,0,5,0,1,1,0,4,0,1,1,2,12,4,0,4,6,0,6,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,328,9,18,92.4,2.5,5.1,313433.64,176186.2035
W00008988,,oa,238,234,224,28,0,0,196,0,0,6,4,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,224,10,4,94.1,4.2,1.7,312233.1625,175421.56
W00008852,,oa,239,236,228,14,0,1,213,0,0,4,4,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,9,3,95.4,3.8,1.3,313125.957,175483.9015
W00008850,,oa,367,353,342,26,0,2,314,0,0,0,11,11,0,0,4,0,7,0,0,0,12,2,5,1,4,5,0,2,0,3,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,11,14,93.2,3.0,3.8,312851.7035,175069.3865
W00008851,,oa,328,314,310,19,1,2,288,0,0,1,3,3,0,0,0,0,3,0,0,0,10,0,0,0,0,10,2,1,0,7,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,310,4,14,94.5,1.2,4.3,313178.3905,175289.869
W00009740,,oa,456,425,417,52,0,1,364,0,0,1,7,7,3,0,0,0,4,0,0,0,10,2,1,1,0,7,0,1,3,3,15,0,0,0,1,0,1,0,10,0,5,1,4,4,0,5,3,0,3,0,1,1,1,1,0,0,417,8,31,91.4,1.8,6.8,313732.13049999997,180986.962
W00010182,,oa,346,337,331,74,3,6,247,1,0,0,6,6,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,4,0,4,0,0,1,0,3,3,0,3,0,0,0,0,0,0,0,331,6,9,95.7,1.7,2.6,313515.864,180101.947
W00010185,,oa,295,271,266,55,0,2,209,0,0,0,5,4,0,0,0,0,4,1,0,1,2,2,0,0,0,0,0,0,0,0,18,0,0,0,4,1,3,0,12,0,9,3,0,2,0,3,3,0,3,0,0,0,1,0,1,0,266,6,24,90.2,2.0,8.1,313946.3905,180156.7875
