area_code,area_name,census_geography,all_residents,area_ha,density,centroid_x,centroid_y
W00009516,,oa,477,25.39,18.8,312023.4105,181460.03850000002
W00009644,,oa,206,1.54,133.8,319614.5795,176384.414
W00009599,,oa,283,7.04,40.2,317561.9675,176487.4805
W00010201,,oa,226,2.15,105.1,318747.40650000004,174831.487
W00005834,,oa,236,11.47,20.6,316930.217,173226.2265
W00009560,,oa,451,2.87,157.1,317368.4805,176351.94150000002
W00009577,,oa,256,2.79,91.8,316824.60750000004,177366.2095
W00010204,,oa,215,1.18,182.2,318674.313,174838.92200000002
W00009292,,oa,336,9.47,35.5,318053.4255,182042.44199999998
W00009291,,oa,232,3.67,63.2,317469.57149999996,182017.7145
W00009256,,oa,317,7.64,41.5,318213.9915,181472.7125
W00009075,,oa,364,2.5,145.6,317422.759,178650.1655
W00010190,,oa,352,3.67,95.9,316993.3625,180626.75449999998
W00009125,,oa,375,1.96,191.3,317352.2955,175643.93050000002
W00009246,,oa,366,6.18,59.2,317330.0675,182998.8175
W00009146,,oa,340,53.17,6.4,317757.3015,179848.4075
W00009149,,oa,356,5.5,64.7,317077.177,179856.188
W00008980,,oa,289,9.23,31.3,319177.9925,181952.4075
W00009241,,oa,403,15.22,26.5,317491.978,181022.50699999998
W00009242,,oa,308,5.44,56.6,317013.251,183488.522
W00009437,,oa,499,2.98,167.4,318787.445,177251.71000000002
W00009431,,oa,237,1.46,162.3,319127.426,177548.99550000002
W00009111,,oa,355,3.27,108.6,318146.36100000003,174804.4225
W00010145,,oa,165,20.62,8,318086.105,173046.0235
W00008781,,oa,442,4.09,108.1,319565.704,176942.5165
W00009697,,oa,300,4.32,69.4,323833.8075,181008.1055
W00009700,,oa,286,3.89,73.5,323859.5175,180822.33000000002
W00010174,,oa,250,4.81,52,321665.2,182140.5945
W00009296,,oa,260,4.91,53,322164.6615,181049.67349999998
W00009297,,oa,348,12.46,27.9,321888.5,180954.887
W00009293,,oa,381,6.81,55.9,321671.912,181024.6805
W00009326,,oa,288,6.17,46.7,322221.613,181275.8805
W00009329,,oa,336,4.09,82.2,322408.9445,181038.3135
W00008602,,oa,325,99.64,3.3,325869.9575,183019.33049999998
W00010136,,oa,336,4.01,83.8,320789.32649999997,182184.006
W00009482,,oa,319,9.65,33.1,323043.49549999996,181848.52850000001
W00009480,,oa,249,3.37,73.9,322759.824,181766.20500000002
W00009488,,oa,357,6.36,56.1,320750.19700000004,182454.8115
W00009497,,oa,433,5.83,74.3,320570.615,182091.183
W00009493,,oa,308,5.35,57.6,321604.89650000003,182334.516
W00009502,,oa,389,6.1,63.8,321415.4495,182493.7165
W00009680,,oa,356,5.1,69.8,324000.5045,181401.913
W00009684,,oa,279,7.11,39.2,323919.8155,181678.6315
W00009689,,oa,233,3.29,70.8,324177.391,181514.5375
W00009327,,oa,298,4.84,61.6,321965.71849999996,181259.9645
W00009322,,oa,369,5.65,65.3,322089.2655,181451.2095
W00009323,,oa,349,7.83,44.6,321696.9535,181393.00699999998
W00009339,,oa,335,4.77,70.2,320560,181077
W00009143,,oa,281,5.01,56.1,317235.5,179862.5
W00009744,,oa,245,10.53,23.3,314307.5325,180875.7625
W00009501,,oa,372,284.85,1.3,321241.35250000004,183544.7765
W00010189,,oa,236,3.36,70.2,321483.347,181979.1825
W00010218,,oa,230,2.35,97.9,316801.3145,180448.8025
W00009317,,oa,319,6.86,46.5,322235.659,181770.375
W00009683,,oa,330,5.97,55.3,323778.2785,181833.6355
W00010156,,oa,189,2.31,81.8,321003.18200000003,182056.289
W00009142,,oa,216,4.2,51.4,316589.13950000005,180092.4005
W00009743,,oa,323,5.4,59.8,314951.593,181098.06199999998
W00009157,,oa,443,20.25,21.9,317083.5925,180740.23849999998
W00009302,,oa,357,18.28,19.5,321270.5455,180555.63549999997
W00009303,,oa,299,16.43,18.2,321789.7875,180450.646
W00009308,,oa,223,4.1,54.4,322119.554,180359.19
W00009255,,oa,310,8.93,34.7,316887.321,181903.1235
W00009250,,oa,315,10.64,29.6,317281.949,181811.12699999998
W00009251,,oa,287,39.29,7.3,318479.0695,181692.2005
W00009496,,oa,350,6.42,54.5,321421.294,182142.0415
W00009495,,oa,319,3.69,86.4,320989.38049999997,182347.4925
W00009494,,oa,506,7.21,70.2,320349.6865,182239.291
W00009491,,oa,468,12.96,36.1,320968,182547.9835
W00009547,,oa,272,5.88,46.3,316259.3835,181029.633
W00009180,,oa,300,25.76,11.6,318742.4985,182451.4535
W00009368,,oa,310,6.67,46.5,319873.051,181856.955
W00009283,,oa,325,4.62,70.3,316669.4705,182347.6995
W00009551,,oa,249,6.32,39.4,315829.83499999996,180712.3645
W00009702,,oa,370,6.37,58.1,323362.5,180545.509
W00009524,,oa,287,6.97,41.2,316494.4005,181790.793
W00009710,,oa,319,4.72,67.6,323165.745,180512.481
W00008953,,oa,334,7.62,43.8,318966.49450000003,181043.2775
W00009538,,oa,214,10.71,20,315198.0115,181027.164
W00009354,,oa,349,8.04,43.4,320269.4395,180134.734
W00009359,,oa,260,4.9,53.1,319950.593,180239.715
W00009175,,oa,362,374.03,1,317556.15249999997,184253.077
W00009274,,oa,304,7.57,40.2,317133.65249999997,182711.9345
W00009270,,oa,303,10.78,28.1,316778.206,182991.948
W00009518,,oa,276,5.48,50.4,316338.6425,180850.8615
W00008819,,oa,272,19.2,14.2,313448.515,175078.3515
W00008838,,oa,275,4.26,64.6,313618.641,175688.674
W00008833,,oa,468,7.46,62.7,313872.6415,176145.612
W00009056,,oa,302,11.61,26,313704.5455,177097.237
W00009051,,oa,314,4.46,70.4,313779.10750000004,177313.265
W00009035,,oa,342,10.62,32.2,313561.6435,177409.1225
W00008861,,oa,384,8.18,46.9,316125.66949999996,176118.1125
W00009045,,oa,316,4.48,70.5,313746.92000000004,177597.965
W00009032,,oa,285,3.14,90.8,313269.5,177946.02250000002
W00009031,,oa,338,5.56,60.8,313817.299,178049
W00009030,,oa,304,3.88,78.4,314137.01450000005,178315.241
W00009446,,oa,390,2.86,136.4,318833.68850000005,177087.61800000002
W00009721,,oa,261,63.55,4.1,314100.007,181944.215
W00009009,,oa,327,4.13,79.2,313684.9745,176302.15350000001
W00008847,,oa,359,5.36,67,313781.248,175392.7715
W00008831,,oa,415,13.34,31.1,314327.914,176310.7135
W00008830,,oa,324,5.65,57.3,314478.52,176629.424
W00009052,,oa,225,4.62,48.7,314432,177274.78999999998
W00008881,,oa,312,3.01,103.7,316621.81,176217.44650000002
W00008890,,oa,295,3.85,76.6,315264.194,177100.826
W00009196,,oa,310,3.97,78.1,314631.53099999996,177737.8805
W00009042,,oa,273,21.46,12.7,314261.322,177840.1335
W00009187,,oa,251,5.64,44.5,315460.425,177665.5125
W00009219,,oa,297,3.43,86.6,315257.0905,178770.9665
W00009216,,oa,296,6.77,43.7,314846.7465,179034.2425
W00009228,,oa,261,10.24,25.5,314486.2705,179290.8945
W00009138,,oa,339,5.26,64.4,317442.204,180362.0125
W00008865,,oa,266,1.94,137.1,315864.754,176776.0415
W00009536,,oa,273,5.5,49.6,315827.94550000003,181475.577
W00009588,,oa,319,4.33,73.7,317279.50800000003,176539.747
W00010134,,oa,265,2.92,90.8,321071.977,178088.6005
W00010230,,oa,173,4.77,36.3,318443.753,175074.728
W00008913,,oa,450,1.93,233.2,318411.985,177295.14250000002
W00010153,,oa,155,3.69,42,318498.85699999996,176254.73599999998
W00009330,,oa,429,98.22,4.4,320893.16599999997,180476.91499999998
W00010130,,oa,207,13.09,15.8,318607.0605,176679.4135
W00010186,,oa,212,0.8,265,318966.55350000004,175300.3025
W00010194,,oa,230,3.82,60.2,319310.007,175320.0625
W00010197,,oa,206,2.95,69.8,319486.625,175185.9135
W00010160,,oa,165,0.95,173.7,318848.98600000003,174776.8245
W00010161,,oa,204,1.48,137.8,318245.8945,173535.3125
W00010143,,oa,167,0.93,179.6,318310.03500000003,173424.14500000002
W00009463,,oa,355,1.8,197.2,318884.7155,178060.82150000002
W00009448,,oa,330,3.31,99.7,318866.2085,176925.711
W00010200,,oa,254,1.26,201.6,318663.97349999996,174965.71250000002
W00010188,,oa,151,5.62,26.9,319190.65650000004,180046.599
W00010184,,oa,272,4.58,59.4,318984.9475,175491.454
W00009664,,oa,305,3.28,93,320132.5235,176911.369
W00008817,,oa,349,1.93,180.8,318872.419,175107.2645
W00008788,,oa,405,7.12,56.9,319473.9215,176821.278
W00010198,,oa,302,5.01,60.3,319019.33499999996,175076.0955
W00009331,,oa,375,4.99,75.2,320556.9365,181772.1095
W00010133,,oa,330,0.89,370.8,319622.31799999997,174723.5235
W00009611,,oa,331,7.69,43,321451.947,178866.353
W00010131,,oa,399,5.7,70,318752.796,176289.6365
W00008907,,oa,600,2.34,256.4,318258.2905,177611.60700000002
W00008903,,oa,478,2.29,208.7,318493.2965,177708.858
W00008900,,oa,527,3.81,138.3,318257.3255,177886.43
W00009434,,oa,369,3.31,111.5,318835.23600000003,177476.1085
W00009430,,oa,252,1.7,148.2,319142.33499999996,177641.5635
W00009438,,oa,239,2.04,117.2,319354.055,177487.766
W00009439,,oa,288,1.67,172.5,319128.6925,177430.88799999998
W00010181,,oa,238,1.95,122.1,319821.6315,177220.874
W00008915,,oa,462,1.8,256.7,318501.396,177283.1685
W00008910,,oa,582,2.28,255.3,318455.899,177567.27049999998
W00009387,,oa,285,8.22,34.7,320317.2465,178544.979
W00009386,,oa,243,39.71,6.1,320544.579,178639.8015
W00009301,,oa,213,6.53,32.6,322013.73250000004,180798.95400000003
W00009389,,oa,383,8.36,45.8,318903.939,178637.642
W00009407,,oa,344,5.4,63.7,320080.55850000004,177724.5415
W00009405,,oa,252,1.95,129.2,319393.44550000003,177941.19
W00009408,,oa,341,35.57,9.6,320665.221,178077.4225
W00009409,,oa,306,8.27,37,319593.9665,179403.875
W00009662,,oa,248,3.69,67.2,320059.026,176713.53999999998
W00009668,,oa,290,2.4,120.8,320303.61199999996,176952.82549999998
W00010196,,oa,178,0.52,342.3,318567.266,174930.985
W00009316,,oa,255,5.23,48.8,321467.1435,179481.027
W00009395,,oa,310,2.45,126.5,319613.981,178268.1105
W00010216,,oa,211,2.89,73,318945.1805,174828.861
W00010217,,oa,225,4.53,49.7,320947.028,181523.7475
W00009413,,oa,286,7.86,36.4,318805.46400000004,179169.4985
W00009454,,oa,445,2.82,157.8,318564.598,178247.516
W00009418,,oa,270,7.17,37.7,318736.4575,179054.2645
W00009499,,oa,273,5.68,48.1,320316.6625,182021.3075
W00008962,,oa,274,6.66,41.1,319096.204,180471.3525
W00008965,,oa,350,13.84,25.3,318629.45050000004,180294.299
W00008969,,oa,244,3.23,75.5,319053.52150000003,180050.111
W00008961,,oa,308,7.52,41,318864.3285,180544.6485
W00008807,,oa,456,14.48,31.5,318713.59849999996,174321.23200000002
W00008800,,oa,364,2.51,145,320036.184,177041.47950000002
W00008808,,oa,294,28.31,10.4,319140.8985,175923.1725
W00008947,,oa,285,11.53,24.7,319776.64749999996,180855.5245
W00008948,,oa,338,18.04,18.7,319411.795,181476.2715
W00009476,,oa,435,3.61,120.5,318856.15150000004,177677.5635
W00009472,,oa,217,1.02,212.7,319273.7925,177790.287
W00009470,,oa,269,1.78,151.1,319116.7035,177781.96
W00009471,,oa,508,3.81,133.3,318693.67949999997,177531.3145
W00009646,,oa,343,4.19,81.9,319595.684,176264.00449999998
W00009643,,oa,241,1.63,147.9,319727.1675,176427.0395
W00009648,,oa,280,6.75,41.5,320655.4815,177355.642
W00008976,,oa,332,7.28,45.6,318824.5,179531.60450000002
W00008977,,oa,349,29.72,11.7,318475.04449999996,179482.6015
W00008973,,oa,346,12.63,27.4,319181.4855,179596.131
W00008970,,oa,293,6.94,42.2,318802.55700000003,179876.62300000002
W00009109,,oa,181,3.01,60.1,318431.908,174789.9105
W00008813,,oa,283,2.54,111.4,319041.2025,175654.3915
W00009361,,oa,388,4.31,90,320299.1185,179726.0005
W00009443,,oa,358,1.84,194.6,318990.135,177443.653
W00009469,,oa,249,2.13,116.9,318869.923,177868.27850000001
W00009462,,oa,364,3.46,105.2,319197.2115,177990.13
W00009466,,oa,353,3.15,112.1,319038.13049999997,177887.3775
W00009461,,oa,302,1.68,179.8,319072.605,178139.50699999998
W00009655,,oa,288,3.59,80.2,320875.6995,177209.9495
W00009657,,oa,192,6.63,29,320577.531,177505.59600000002
W00009656,,oa,518,152.89,3.4,321301.05449999997,176503.1
W00009652,,oa,348,4.21,82.7,320934.713,177381.31650000002
W00009650,,oa,248,5.58,44.4,321396.213,177398.24099999998
W00009651,,oa,347,5.77,60.1,320844.2845,177519.21000000002
W00009659,,oa,293,4.15,70.6,320535.50049999997,177081.212
W00009658,,oa,281,4.85,57.9,320848.2585,177046.454
W00010172,,oa,367,17.76,20.7,321526.8125,177431.41100000002
W00009371,,oa,338,4.13,81.8,320277.046,181742.271
W00008921,,oa,271,2.38,113.9,318415.8365,178296.0055
W00010142,,oa,329,5.45,60.4,320195.746,178167.299
W00010127,,oa,188,96.75,1.9,319368.226,173977.5005
W00009626,,oa,302,5.51,54.8,321751.20999999996,179651.347
W00009625,,oa,260,5.67,45.9,322171.2215,179463.5855
W00009623,,oa,280,5.41,51.8,321992.10549999995,179580.0795
W00010147,,oa,246,22.99,10.7,319405.15150000004,174981.5615
W00008956,,oa,297,10.14,29.3,319282.06200000003,180863.772
W00008950,,oa,341,20.76,16.4,318774.2355,181252.5115
W00009982,,oa,1796,19.05,94.3,319013.34699999995,176390.36599999998
W00009346,,oa,376,3.98,94.5,320082.25,180500.603
W00009344,,oa,381,10.61,35.9,320014.62549999997,180659.69
W00008922,,oa,534,2.36,226.3,318281.5455,178307.21850000002
W00009343,,oa,311,5.84,53.3,320176.6185,181014.85
W00009445,,oa,214,2.92,73.3,319489.8895,177177.983
W00009447,,oa,224,2.28,98.2,319366.02249999996,177192.325
W00009444,,oa,330,1.73,190.8,319117.252,177338.109
W00009442,,oa,202,2.54,79.5,319506.1925,177366.336
W00009441,,oa,344,3.92,87.8,319078.6345,177220.878
W00009449,,oa,356,9.64,36.9,318997.4385,176904.55599999998
W00009637,,oa,321,2.4,133.8,320329.5965,176467.21899999998
W00009635,,oa,291,2.64,110.2,320053.4095,176600.0565
W00009630,,oa,355,5.95,59.7,320037.5,176361.3695
W00009639,,oa,355,3.85,92.2,320374.94550000003,176517.008
W00010159,,oa,226,10.83,20.9,320259.578,177959.8305
W00009357,,oa,329,7.55,43.6,320531.918,180189.37550000002
W00009355,,oa,289,3.37,85.8,319645.405,180093.5795
W00009352,,oa,339,4.59,73.9,320149.261,180396.67700000003
W00009350,,oa,240,2.74,87.6,319465.7825,180394.80099999998
W00009358,,oa,225,8.03,28,320192.975,180027.3245
W00009451,,oa,459,4.7,97.7,318507.78949999996,178695.33500000002
W00009459,,oa,341,12.18,28,319079.7485,178346.0235
W00008786,,oa,345,3.11,110.9,319795.08999999997,176709.54100000003
W00008784,,oa,406,3.41,119.1,319924.571,176935.2865
W00008780,,oa,247,1.93,128,320017.569,177153
W00009607,,oa,319,7.13,44.7,321728.671,179091.9605
W00009608,,oa,320,6.35,50.4,321507.6715,179049.44
W00008930,,oa,489,3.66,133.6,318417.7695,177960.28399999999
W00009321,,oa,291,3.25,89.5,322205.46900000004,181522.5485
W00008795,,oa,434,4.04,107.4,320010.034,177376.92599999998
W00009426,,oa,299,1.84,162.5,318719.97199999995,178073.397
W00009425,,oa,289,4.43,65.2,319314.26249999995,177096.913
W00009423,,oa,341,2.86,119.2,319382.233,177815.16600000003
W00008792,,oa,235,2.54,92.5,319480.234,176481.4
W00008799,,oa,376,3.43,109.6,320159.89749999996,177372.45299999998
W00008798,,oa,396,2.88,137.5,320269.65599999996,177350.4675
W00008804,,oa,353,11.45,30.8,318545.35,174315.5565
W00010149,,oa,231,7.82,29.5,317960.61950000003,173322.288
W00010138,,oa,188,1.56,120.5,318183.8515,173392.698
W00010170,,oa,219,2.65,82.6,317813.7035,173965.9925
W00010154,,oa,250,1.97,126.9,318686.49199999997,174672.148
W00010139,,oa,341,5.36,63.6,319622.854,174448.446
W00010137,,oa,470,0.71,662,318676.0115,176040.896
W00010212,,oa,105,1.48,70.9,317527.934,177777.869
W00009645,,oa,404,12.08,33.4,320153.646,176168.311
W00010178,,oa,1362,8.63,157.8,317138.25600000005,178163.10450000002
W00009181,,oa,308,274.43,1.1,319481.62549999997,183640.25
W00007425,,oa,425,1340.42,0.3,322052.74600000004,186157.725
W00010219,,oa,296,1.69,175.1,318437.728,177450.9545
W00009161,,oa,416,5.8,71.7,316361.702,180503.12
W00010208,,oa,241,15.91,15.1,318353.32200000004,176059.8875
W00009073,,oa,402,17.19,23.4,316641.757,178816.923
W00009090,,oa,370,3.79,97.6,318141.51450000005,174643.75
W00010199,,oa,264,21.3,12.4,316945.8125,181505.686
W00009126,,oa,419,19.56,21.4,316933.387,175703.597
W00010168,,oa,188,1.64,114.6,317786.41099999996,173911.8315
W00009336,,oa,268,5.66,47.3,319816.59349999996,181082.1355
W00009695,,oa,261,5.52,47.3,324225.7305,181190.80550000002
W00009147,,oa,293,4.8,61,316691.0635,179829.147
W00009144,,oa,265,5.42,48.9,316450.61100000003,179919.948
W00009145,,oa,299,3.68,81.2,316693.106,180016.38150000002
W00009436,,oa,318,1.91,166.5,319248.604,177604.9845
W00008926,,oa,381,2.37,160.8,317729.658,178171.3075
W00009159,,oa,349,5.66,61.7,316646.5135,180572.2895
W00009151,,oa,355,5.67,62.6,316702.30299999996,179591.9505
W00009305,,oa,243,4.85,50.1,322450.57550000004,180511.7875
W00010206,,oa,243,1.37,177.4,319304.767,176456.4745
W00009253,,oa,312,22.54,13.8,317632.651,181380
W00009565,,oa,412,2.87,143.6,317217.14650000003,176257.39049999998
W00009562,,oa,280,3.25,86.2,317133.435,176385.84649999999
W00009561,,oa,278,6.34,43.8,316758.5825,176268.4535
W00009667,,oa,232,1.8,128.9,320395.52749999997,176889.14549999998
W00009661,,oa,301,3.24,92.9,320272.3345,177169.293
W00010117,,oa,221,108.92,2,317907.454,177159.7735
W00009123,,oa,504,2.95,170.8,317462.36199999996,175758.7145
W00009396,,oa,366,4.14,88.4,319570.9385,178291.9025
W00010214,,oa,322,2.39,134.7,316775.7365,181228.03
W00010211,,oa,157,9.67,16.2,317607.6495,173252.3555
W00009574,,oa,382,3.51,108.8,317353.11,176028.103
W00009572,,oa,399,3.78,105.6,317830.19550000003,176015.05550000002
W00009573,,oa,334,2.29,145.9,317446.047,176081
W00009570,,oa,460,3.32,138.6,317602.0985,176054.753
W00009578,,oa,288,4.75,60.6,316689.83999999997,177465.6665
W00009136,,oa,351,1.94,180.9,317518.71849999996,175488.585
W00009135,,oa,383,2.48,154.4,317761.55350000004,175488.276
W00009132,,oa,352,2.34,150.4,317794.0555,175342.138
W00009133,,oa,311,9.72,32,317044.68799999997,175367.3495
W00008882,,oa,282,5.14,54.9,316460.32550000004,176111.6825
W00008880,,oa,393,2.94,133.7,316520.409,176247.961
W00009477,,oa,419,19.31,21.7,323255.925,181615.6195
W00009233,,oa,349,9.57,36.5,316575.0075,179084.0775
W00009543,,oa,325,5.39,60.3,316590.19499999995,181193.52850000001
W00009732,,oa,211,3.94,53.6,316436.4885,179673.082
W00009647,,oa,335,98.2,3.4,320147.25,175626.0005
W00009649,,oa,307,9.69,31.7,320938.042,177636.9595
W00008979,,oa,258,5.92,43.6,319440.0145,181969.0655
W00009105,,oa,476,2.72,175,317665.876,175084.346
W00009363,,oa,206,0.99,208.1,319969.3765,179742.14250000002
W00008899,,oa,438,2.15,203.7,317943.82999999996,177800.701
W00008818,,oa,509,8.29,61.4,318713.828,175089.338
W00009365,,oa,253,9.05,28,320222.8635,179556.27750000003
W00009369,,oa,384,6.87,55.9,320144.868,181780.8825
W00009285,,oa,337,6.75,49.9,316964.121,182274.0185
W00009284,,oa,362,7.63,47.4,317268.3225,182253.8075
W00009288,,oa,312,3.94,79.2,316683.201,182225.4975
W00009558,,oa,301,3.51,85.8,316723.3415,176640.4325
W00010224,,oa,233,1.28,182,317591.03500000003,175741.638
W00009706,,oa,335,3.78,88.6,324139.6675,180590.1265
W00009653,,oa,360,5.81,62,321162.1365,177422.6955
W00010176,,oa,389,4.83,80.5,316868.773,181118.6445
W00010173,,oa,207,87.84,2.4,317284.35349999997,174033.1485
W00009110,,oa,413,4.65,88.8,317837.5365,174869.299
W00009290,,oa,283,6.07,46.6,316687.0245,182032.40899999999
W00009521,,oa,258,8,32.2,316369.614,182160.18300000002
W00009624,,oa,404,17.42,23.2,322459.576,179437.9505
W00009629,,oa,369,2.88,128.1,320230.017,176771.6165
W00008955,,oa,331,9.05,36.6,319052.373,181045.1645
W00008958,,oa,271,11.46,23.6,319362.7735,180670.72
W00009340,,oa,350,3.02,115.9,320710.4275,181084.886
W00009082,,oa,381,7.03,54.2,317230.4515,179105.7495
W00010157,,oa,327,15.7,20.8,321673.966,182049.0765
W00008927,,oa,411,2.8,146.8,317853.77099999995,178028.776
W00008925,,oa,407,3.48,117,317923.1355,178189.0755
W00008877,,oa,344,3.29,104.6,316610.664,176459.511
W00008875,,oa,368,2.82,130.5,316361.83499999996,176436.631
W00008878,,oa,301,2.91,103.4,316275.069,176362.263
W00009083,,oa,610,10.55,57.8,317672.8985,179016.201
W00009081,,oa,303,3.27,92.7,317300.5,178542.70299999998
W00009263,,oa,468,5.78,81,317250.283,183557.02250000002
W00009500,,oa,293,4.94,59.3,319942.10699999996,182070.146
W00009582,,oa,326,3.61,90.3,316894.7595,177232.5215
W00009584,,oa,300,2.62,114.5,316415.05,177158.505
W00009583,,oa,313,3.35,93.4,316567.5265,177137.0455
W00009589,,oa,281,3,93.7,316699.966,177021.6775
W00009456,,oa,400,2.24,178.6,318654.4305,178264.0365
W00009457,,oa,371,2.79,133,318814.99950000003,178315.089
W00009452,,oa,375,2.71,138.4,318577.6645,178500.68300000002
W00009453,,oa,424,8.54,49.6,318679.136,178622.986
W00008782,,oa,343,2.79,122.9,319789.7835,176961.87099999998
W00009682,,oa,382,6.21,61.5,323213.6435,181075
W00009174,,oa,357,5.43,65.7,317053.38800000004,180160.32150000002
W00009173,,oa,288,5.17,55.7,317354.99,180180.7095
W00009179,,oa,315,16.7,18.9,318198.4255,182883.8185
W00009097,,oa,305,5.85,52.1,317460.7885,175218.83299999998
W00009096,,oa,373,3.14,118.8,317932.4895,175206.45899999997
W00009095,,oa,350,3.31,105.7,317632.92350000003,175299.842
W00009092,,oa,279,2.42,115.3,318017.869,173723.8965
W00010229,,oa,173,3.72,46.5,319188.882,178856.7685
W00010226,,oa,212,2.93,72.4,317024.5,178592.46000000002
W00010222,,oa,330,5.17,63.8,316776.75,181602.273
W00010220,,oa,260,3.44,75.6,317094.297,178416.89
W00009276,,oa,338,14.41,23.5,318060.7065,182439.6615
W00009272,,oa,305,5.36,56.9,317847.88300000003,182844.252
W00009271,,oa,248,5.08,48.8,317624.0315,182831.727
W00009278,,oa,265,5.42,48.9,316650.64249999996,182516.93050000002
W00009596,,oa,285,2.47,115.4,317173.643,176671.193
W00009595,,oa,419,5.94,70.5,317241.79099999997,176690.02049999998
W00009593,,oa,249,2.35,106,316912.1,176863.1295
W00009592,,oa,317,19.72,16.1,317368.15150000004,176975.072
W00009590,,oa,286,3.45,82.9,317021,176970.6225
W00008793,,oa,410,6.55,62.6,319211.114,176305.49349999998
W00010210,,oa,132,197.29,0.7,320840.70550000004,170171.3125
W00009067,,oa,309,6.52,47.4,313887.9035,178316.142
W00009066,,oa,302,12.99,23.2,313234.31299999997,178405.56449999998
W00009063,,oa,239,7.64,31.3,313429.1455,178635.05550000002
W00009064,,oa,320,4.87,65.7,313876.3955,178402.72350000002
W00009060,,oa,304,20.57,14.8,313490.177,178921.14750000002
W00009065,,oa,333,6.44,51.7,313955.1315,178147.2225
W00009061,,oa,271,6.71,40.4,314051.5565,178633.8935
W00009068,,oa,252,6.11,41.2,314192.515,178184.33299999998
W00008827,,oa,363,6.98,52,312293.298,175155.2585
W00008826,,oa,385,7.78,49.5,312646.07149999996,175021.06650000002
W00009069,,oa,331,4.28,77.3,313118.7405,178201.0325
W00008822,,oa,298,3.58,83.2,314389.8835,176524.186
W00008825,,oa,300,8.27,36.3,313409.65599999996,175793.2355
W00008823,,oa,356,6.21,57.3,313776.49,175953.5635
W00008821,,oa,522,16.74,31.2,312288.457,174928.97950000002
W00008828,,oa,295,8.64,34.1,313046.153,174822.3985
W00008829,,oa,344,39.17,8.8,314986.586,176332.104
W00009385,,oa,344,12.11,28.4,311880.402,183522.8985
W00005992,,oa,407,1533.5,0.3,310961.67350000003,171845.64299999998
W00005765,,oa,309,823.04,0.4,314624.11600000004,173765.6015
W00009854,,oa,288,40.02,7.2,312331.7975,174390.93550000002
W00005995,,oa,266,5.74,46.3,312051.858,173196.1255
W00005994,,oa,293,40.01,7.3,311840.292,172839.0515
W00005990,,oa,318,120.24,2.6,312276.6975,173635.64549999998
W00005882,,oa,417,739.48,0.6,310169.1555,176797.0515
W00009046,,oa,257,5.89,43.6,313890.7605,177727.359
W00009047,,oa,266,2.98,89.3,313262.118,177495.484
W00009044,,oa,184,2.56,71.9,313442.9695,177573.086
W00008995,,oa,350,4.21,83.1,313470.4755,176713.7035
W00008992,,oa,342,11.28,30.3,313432.0775,177003.41749999998
W00008820,,oa,514,15.39,33.4,313179.507,175032.7625
W00008836,,oa,250,2.66,94,314101.182,175995.175
W00009072,,oa,262,6.25,41.9,312835.4135,178020.21649999998
W00009070,,oa,315,4.56,69.1,313335.8785,178134.2005
W00009071,,oa,261,3.62,72.1,313534.52599999995,178085.0415
W00008837,,oa,366,5.89,62.1,313838.68,175775.215
W00008834,,oa,266,3.21,82.9,313891.24199999997,175936.9945
W00008844,,oa,309,6.09,50.7,312806.19,175489.0855
W00009011,,oa,308,6.3,48.9,313033.60250000004,176265.945
W00010192,,oa,305,23.42,13,313682.30350000004,179748.2875
W00008987,,oa,314,5.52,56.9,312666.0635,175577.414
W00008986,,oa,355,7.63,46.5,312798.2255,176503.8355
W00008985,,oa,400,5.48,73,312958.51399999997,176743.298
W00008989,,oa,354,5.78,61.2,311895.342,175389.739
W00008984,,oa,364,12.76,28.5,311414.59900000005,175638.66499999998
W00008983,,oa,287,5.46,52.6,311748.323,175914.253
W00008982,,oa,284,4.53,62.7,313281.7855,175952.5785
W00008981,,oa,355,4.34,81.8,313433.64,176186.2035
W00008988,,oa,238,26.58,9,312233.1625,175421.56
W00008852,,oa,239,7.19,33.2,313125.957,175483.9015
W00008850,,oa,367,10.09,36.4,312851.7035,175069.3865
W00008851,,oa,328,4.77,68.8,313178.3905,175289.869
W00009740,,oa,456,92.98,4.9,313732.13049999997,180986.962
W00010182,,oa,346,16.81,20.6,313515.864,180101.947
W00010185,,oa,295,24.88,11.9,313946.3905,180156.7875
W00008997,,oa,314,6.75,46.5,313218.4035,176745.9945
W00008996,,oa,275,4.17,65.9,314072.6685,176728.74
W00008991,,oa,340,12.51,27.2,311753.281,175038.2495
W00008990,,oa,297,10.2,29.1,311647.3585,175387.06699999998
W00008999,,oa,358,10.94,32.7,312709.22849999997,176686.46
W00009751,,oa,463,36.34,12.7,314102.877,180424.1145
W00009129,,oa,374,3.38,110.7,317673.815,175636.2565
W00008835,,oa,379,4.86,78,314185.8095,175895.9145
W00008832,,oa,278,9.96,27.9,314619.899,176286.5005
W00006526,,oa,341,10.03,34,312739.32149999996,183448.293
W00009723,,oa,285,6.93,41.1,314442,179820.2595
W00009672,,oa,313,4.08,76.7,323770.7645,180509.5075
W00009041,,oa,261,5.51,47.4,313609.391,177846.16249999998
W00009048,,oa,321,5.92,54.2,313928.2355,177361.445
W00009049,,oa,331,7.18,46.1,313068.22900000005,177386.2195
W00008946,,oa,447,14.18,31.5,312196.56499999994,176312.278
