area_code,area_name,census_geography,all_households,owned,own_outright,own_mortgage,shared_own,rent_social,rent_council,rent_other,private_rent,private_landlord,private_other,rent_free,owned_perc,rent_social_perc,private_rent_perc,centroid_x,centroid_y
W00010143,,oa,107,34,14,20,0,2,1,1,70,66,4,1,31.8,1.9,65.4,318310.03500000003,173424.14500000002
W00009463,,oa,121,52,27,25,0,3,0,3,65,62,3,1,43.0,2.5,53.7,318884.7155,178060.82150000002
W00009448,,oa,180,13,6,7,0,79,1,78,88,87,1,0,7.2,43.9,48.9,318866.2085,176925.711
W00010200,,oa,137,48,11,37,0,3,0,3,86,81,5,0,35.0,2.2,62.8,318663.97349999996,174965.71250000002
W00010188,,oa,58,52,32,20,0,0,0,0,3,2,1,3,89.7,0.0,5.2,319190.65650000004,180046.599
W00010184,,oa,121,48,9,39,0,15,0,15,58,55,3,0,39.7,12.4,47.9,318984.9475,175491.454
W00009664,,oa,138,78,34,44,1,22,0,22,34,32,2,3,56.5,15.9,24.6,320132.5235,176911.369
W00008817,,oa,136,14,8,6,0,99,81,18,19,19,0,4,10.3,72.8,14.0,318872.419,175107.2645
W00008788,,oa,172,53,15,38,0,61,6,55,58,53,5,0,30.8,35.5,33.7,319473.9215,176821.278
W00010198,,oa,112,38,9,29,0,26,22,4,47,44,3,1,33.9,23.2,42.0,319019.33499999996,175076.0955
W00009331,,oa,166,100,32,68,0,48,5,43,17,14,3,1,60.2,28.9,10.2,320556.9365,181772.1095
W00010133,,oa,227,52,11,41,0,2,0,2,171,164,7,2,22.9,0.9,75.3,319622.31799999997,174723.5235
W00009611,,oa,129,118,58,60,1,3,2,1,7,6,1,0,91.5,2.3,5.4,321451.947,178866.353
W00010131,,oa,233,48,26,22,1,5,2,3,173,160,13,6,20.6,2.1,74.2,318752.796,176289.6365
W00008907,,oa,139,8,5,3,2,9,3,6,119,114,5,1,5.8,6.5,85.6,318258.2905,177611.60700000002
W00008903,,oa,136,35,27,8,0,2,1,1,99,94,5,0,25.7,1.5,72.8,318493.2965,177708.858
W00008900,,oa,156,34,24,10,0,6,2,4,115,108,7,1,21.8,3.8,73.7,318257.3255,177886.43
W00009434,,oa,172,13,5,8,0,14,3,11,143,137,6,2,7.6,8.1,83.1,318835.23600000003,177476.1085
W00009430,,oa,119,71,33,38,0,2,0,2,44,44,0,2,59.7,1.7,37.0,319142.33499999996,177641.5635
W00009438,,oa,122,51,24,27,1,9,2,7,60,57,3,1,41.8,7.4,49.2,319354.055,177487.766
W00009439,,oa,126,59,23,36,1,9,1,8,55,49,6,2,46.8,7.1,43.7,319128.6925,177430.88799999998
W00010181,,oa,118,36,6,30,6,6,4,2,68,65,3,2,30.5,5.1,57.6,319821.6315,177220.874
W00008915,,oa,157,6,6,0,2,13,6,7,136,118,18,0,3.8,8.3,86.6,318501.396,177283.1685
W00008910,,oa,140,15,8,7,1,2,0,2,122,118,4,0,10.7,1.4,87.1,318455.899,177567.27049999998
W00009387,,oa,147,94,33,61,1,31,0,31,19,18,1,2,63.9,21.1,12.9,320317.2465,178544.979
W00009386,,oa,127,48,23,25,0,71,0,71,7,5,2,1,37.8,55.9,5.5,320544.579,178639.8015
W00009301,,oa,116,30,12,18,0,75,69,6,7,6,1,4,25.9,64.7,6.0,322013.73250000004,180798.95400000003
W00009389,,oa,123,105,50,55,1,10,2,8,7,7,0,0,85.4,8.1,5.7,318903.939,178637.642
W00009407,,oa,125,110,46,64,0,1,0,1,9,9,0,5,88.0,0.8,7.2,320080.55850000004,177724.5415
W00009405,,oa,145,26,10,16,0,20,1,19,98,97,1,1,17.9,13.8,67.6,319393.44550000003,177941.19
W00009408,,oa,142,41,12,29,0,9,0,9,89,83,6,3,28.9,6.3,62.7,320665.221,178077.4225
W00009409,,oa,120,115,72,43,0,0,0,0,5,3,2,0,95.8,0.0,4.2,319593.9665,179403.875
W00009662,,oa,128,43,18,25,0,43,1,42,37,37,0,5,33.6,33.6,28.9,320059.026,176713.53999999998
W00009668,,oa,119,80,31,49,0,18,1,17,21,15,6,0,67.2,15.1,17.6,320303.61199999996,176952.82549999998
W00010196,,oa,129,64,8,56,4,8,3,5,51,47,4,2,49.6,6.2,39.5,318567.266,174930.985
W00009316,,oa,127,92,41,51,0,3,2,1,31,30,1,1,72.4,2.4,24.4,321467.1435,179481.027
W00009395,,oa,123,106,40,66,0,1,0,1,16,15,1,0,86.2,0.8,13.0,319613.981,178268.1105
W00010216,,oa,107,40,7,33,1,14,13,1,47,47,0,5,37.4,13.1,43.9,318945.1805,174828.861
W00010217,,oa,106,60,8,52,6,30,6,24,9,9,0,1,56.6,28.3,8.5,320947.028,181523.7475
W00009413,,oa,114,112,63,49,0,0,0,0,2,2,0,0,98.2,0.0,1.8,318805.46400000004,179169.4985
W00009454,,oa,94,38,19,19,3,4,2,2,46,44,2,3,40.4,4.3,48.9,318564.598,178247.516
W00009418,,oa,129,98,62,36,1,5,1,4,23,22,1,2,76.0,3.9,17.8,318736.4575,179054.2645
W00009499,,oa,123,99,23,76,1,3,2,1,20,19,1,0,80.5,2.4,16.3,320316.6625,182021.3075
W00008962,,oa,114,99,55,44,0,1,0,1,14,13,1,0,86.8,0.9,12.3,319096.204,180471.3525
W00008965,,oa,129,110,58,52,1,0,0,0,16,14,2,2,85.3,0.0,12.4,318629.45050000004,180294.299
W00008969,,oa,113,81,39,42,0,1,0,1,30,28,2,1,71.7,0.9,26.5,319053.52150000003,180050.111
W00008961,,oa,122,115,64,51,1,0,0,0,6,6,0,0,94.3,0.0,4.9,318864.3285,180544.6485
W00008807,,oa,218,97,31,66,3,37,33,4,77,74,3,4,44.5,17.0,35.3,318713.59849999996,174321.23200000002
W00008800,,oa,153,69,21,48,0,35,3,32,47,44,3,2,45.1,22.9,30.7,320036.184,177041.47950000002
W00008808,,oa,163,34,3,31,0,42,8,34,84,79,5,3,20.9,25.8,51.5,319140.8985,175923.1725
W00008947,,oa,128,102,64,38,0,1,0,1,23,22,1,2,79.7,0.8,18.0,319776.64749999996,180855.5245
W00008948,,oa,128,116,58,58,0,1,0,1,9,8,1,2,90.6,0.8,7.0,319411.795,181476.2715
W00009476,,oa,133,33,18,15,1,5,1,4,91,73,18,3,24.8,3.8,68.4,318856.15150000004,177677.5635
W00009472,,oa,123,22,12,10,0,7,2,5,93,91,2,1,17.9,5.7,75.6,319273.7925,177790.287
W00009470,,oa,111,67,31,36,0,2,1,1,42,38,4,0,60.4,1.8,37.8,319116.7035,177781.96
W00009471,,oa,225,15,8,7,1,10,4,6,197,194,3,2,6.7,4.4,87.6,318693.67949999997,177531.3145
W00009646,,oa,179,11,4,7,0,151,10,141,8,6,2,9,6.1,84.4,4.5,319595.684,176264.00449999998
W00009643,,oa,135,59,15,44,0,43,3,40,33,30,3,0,43.7,31.9,24.4,319727.1675,176427.0395
W00009648,,oa,124,36,12,24,0,77,72,5,6,5,1,5,29.0,62.1,4.8,320655.4815,177355.642
W00008976,,oa,125,94,52,42,0,1,1,0,30,27,3,0,75.2,0.8,24.0,318824.5,179531.60450000002
W00008977,,oa,123,113,50,63,0,1,1,0,9,8,1,0,91.9,0.8,7.3,318475.04449999996,179482.6015
W00008973,,oa,135,112,68,44,0,1,1,0,20,20,0,2,83.0,0.7,14.8,319181.4855,179596.131
W00008970,,oa,115,105,66,39,0,0,0,0,9,9,0,1,91.3,0.0,7.8,318802.55700000003,179876.62300000002
W00009109,,oa,103,42,24,18,0,50,47,3,9,9,0,2,40.8,48.5,8.7,318431.908,174789.9105
W00008813,,oa,137,56,19,37,0,4,0,4,75,70,5,2,40.9,2.9,54.7,319041.2025,175654.3915
W00009361,,oa,158,88,40,48,1,52,47,5,17,14,3,0,55.7,32.9,10.8,320299.1185,179726.0005
W00009443,,oa,126,43,17,26,1,13,0,13,69,67,2,0,34.1,10.3,54.8,318990.135,177443.653
W00009469,,oa,106,46,25,21,1,4,3,1,53,49,4,2,43.4,3.8,50.0,318869.923,177868.27850000001
W00009462,,oa,128,38,15,23,1,6,3,3,77,74,3,6,29.7,4.7,60.2,319197.2115,177990.13
W00009466,,oa,114,40,22,18,0,1,1,0,72,65,7,1,35.1,0.9,63.2,319038.13049999997,177887.3775
W00009461,,oa,124,39,18,21,0,4,1,3,79,77,2,2,31.5,3.2,63.7,319072.605,178139.50699999998
W00009655,,oa,136,68,34,34,0,48,30,18,17,15,2,3,50.0,35.3,12.5,320875.6995,177209.9495
W00009657,,oa,111,62,16,46,0,38,2,36,8,8,0,3,55.9,34.2,7.2,320577.531,177505.59600000002
W00009656,,oa,222,65,11,54,1,115,23,92,40,37,3,1,29.3,51.8,18.0,321301.05449999997,176503.1
W00009652,,oa,136,69,24,45,0,49,43,6,13,12,1,5,50.7,36.0,9.6,320934.713,177381.31650000002
W00009650,,oa,115,90,17,73,1,3,2,1,18,15,3,3,78.3,2.6,15.7,321396.213,177398.24099999998
W00009651,,oa,149,77,26,51,0,44,35,9,24,22,2,4,51.7,29.5,16.1,320844.2845,177519.21000000002
W00009659,,oa,121,82,36,46,0,16,9,7,23,23,0,0,67.8,13.2,19.0,320535.50049999997,177081.212
W00009658,,oa,114,77,36,41,0,17,15,2,16,16,0,4,67.5,14.9,14.0,320848.2585,177046.454
W00010172,,oa,131,84,22,62,0,20,17,3,23,18,5,4,64.1,15.3,17.6,321526.8125,177431.41100000002
W00009371,,oa,138,97,31,66,0,20,2,18,21,18,3,0,70.3,14.5,15.2,320277.046,181742.271
W00008921,,oa,122,64,26,38,1,1,0,1,56,52,4,0,52.5,0.8,45.9,318415.8365,178296.0055
W00010142,,oa,155,95,34,61,0,32,1,31,28,24,4,0,61.3,20.6,18.1,320195.746,178167.299
W00010127,,oa,134,41,16,25,1,4,2,2,85,84,1,3,30.6,3.0,63.4,319368.226,173977.5005
W00009626,,oa,142,107,70,37,0,8,1,7,27,27,0,0,75.4,5.6,19.0,321751.20999999996,179651.347
W00009625,,oa,116,37,18,19,0,64,41,23,12,12,0,3,31.9,55.2,10.3,322171.2215,179463.5855
W00009623,,oa,124,110,60,50,0,5,2,3,9,8,1,0,88.7,4.0,7.3,321992.10549999995,179580.0795
W00010147,,oa,142,68,24,44,0,2,0,2,68,57,11,4,47.9,1.4,47.9,319405.15150000004,174981.5615
W00008956,,oa,129,119,74,45,0,0,0,0,10,9,1,0,92.2,0.0,7.8,319282.06200000003,180863.772
W00008950,,oa,130,115,61,54,0,2,0,2,12,10,2,1,88.5,1.5,9.2,318774.2355,181252.5115
W00009982,,oa,104,3,0,3,1,46,14,32,54,48,6,0,2.9,44.2,51.9,319013.34699999995,176390.36599999998
W00009346,,oa,128,74,25,49,1,34,29,5,16,15,1,3,57.8,26.6,12.5,320082.25,180500.603
W00009344,,oa,156,67,19,48,0,68,60,8,18,17,1,3,42.9,43.6,11.5,320014.62549999997,180659.69
W00008922,,oa,162,31,12,19,1,5,0,5,123,114,9,2,19.1,3.1,75.9,318281.5455,178307.21850000002
W00009343,,oa,124,88,33,55,0,11,2,9,25,23,2,0,71.0,8.9,20.2,320176.6185,181014.85
W00009445,,oa,141,31,10,21,0,60,2,58,47,47,0,3,22.0,42.6,33.3,319489.8895,177177.983
W00009447,,oa,144,33,15,18,0,63,0,63,44,39,5,4,22.9,43.8,30.6,319366.02249999996,177192.325
W00009444,,oa,137,62,28,34,0,14,3,11,58,51,7,3,45.3,10.2,42.3,319117.252,177338.109
W00009442,,oa,119,29,17,12,0,24,1,23,66,64,2,0,24.4,20.2,55.5,319506.1925,177366.336
W00009441,,oa,154,44,21,23,0,33,24,9,70,64,6,7,28.6,21.4,45.5,319078.6345,177220.878
W00009449,,oa,204,50,31,19,1,7,0,7,144,131,13,2,24.5,3.4,70.6,318997.4385,176904.55599999998
W00009637,,oa,132,64,23,41,0,34,0,34,32,29,3,2,48.5,25.8,24.2,320329.5965,176467.21899999998
W00009635,,oa,124,74,37,37,0,24,3,21,23,20,3,3,59.7,19.4,18.5,320053.4095,176600.0565
W00009630,,oa,181,62,21,41,0,57,8,49,56,49,7,6,34.3,31.5,30.9,320037.5,176361.3695
W00009639,,oa,136,99,43,56,0,20,0,20,17,15,2,0,72.8,14.7,12.5,320374.94550000003,176517.008
W00010159,,oa,112,90,32,58,0,2,1,1,19,14,5,1,80.4,1.8,17.0,320259.578,177959.8305
W00009357,,oa,116,55,18,37,0,49,44,5,10,9,1,2,47.4,42.2,8.6,320531.918,180189.37550000002
W00009355,,oa,108,95,42,53,0,5,5,0,8,8,0,0,88.0,4.6,7.4,319645.405,180093.5795
W00009352,,oa,131,64,23,41,0,49,47,2,16,16,0,2,48.9,37.4,12.2,320149.261,180396.67700000003
W00009350,,oa,109,71,33,38,0,34,0,34,4,3,1,0,65.1,31.2,3.7,319465.7825,180394.80099999998
W00009358,,oa,136,31,14,17,1,92,89,3,9,9,0,3,22.8,67.6,6.6,320192.975,180027.3245
W00009451,,oa,154,59,21,38,0,9,0,9,86,84,2,0,38.3,5.8,55.8,318507.78949999996,178695.33500000002
W00009459,,oa,145,29,14,15,0,4,0,4,112,108,4,0,20.0,2.8,77.2,319079.7485,178346.0235
W00008786,,oa,141,59,22,37,1,44,15,29,36,32,4,1,41.8,31.2,25.5,319795.08999999997,176709.54100000003
W00008784,,oa,160,68,23,45,0,41,1,40,48,47,1,3,42.5,25.6,30.0,319924.571,176935.2865
W00008780,,oa,127,63,20,43,1,35,4,31,25,25,0,3,49.6,27.6,19.7,320017.569,177153
W00009607,,oa,135,109,53,56,0,1,0,1,23,22,1,2,80.7,0.7,17.0,321728.671,179091.9605
W00009608,,oa,129,124,62,62,0,1,1,0,3,3,0,1,96.1,0.8,2.3,321507.6715,179049.44
W00008930,,oa,144,26,10,16,2,3,1,2,111,108,3,2,18.1,2.1,77.1,318417.7695,177960.28399999999
W00009321,,oa,109,53,19,34,0,43,38,5,12,11,1,1,48.6,39.4,11.0,322205.46900000004,181522.5485
W00008795,,oa,169,83,33,50,0,20,2,18,64,58,6,2,49.1,11.8,37.9,320010.034,177376.92599999998
W00009426,,oa,124,64,31,33,0,6,2,4,53,47,6,1,51.6,4.8,42.7,318719.97199999995,178073.397
W00009425,,oa,125,48,20,28,0,9,5,4,67,64,3,1,38.4,7.2,53.6,319314.26249999995,177096.913
W00009423,,oa,174,40,22,18,0,35,8,27,97,94,3,2,23.0,20.1,55.7,319382.233,177815.16600000003
W00008792,,oa,120,39,23,16,1,41,4,37,33,31,2,6,32.5,34.2,27.5,319480.234,176481.4
W00008799,,oa,167,63,29,34,0,22,1,21,80,77,3,2,37.7,13.2,47.9,320159.89749999996,177372.45299999998
W00008798,,oa,166,106,40,66,2,12,7,5,41,36,5,5,63.9,7.2,24.7,320269.65599999996,177350.4675
W00008804,,oa,155,88,38,50,1,13,6,7,48,43,5,5,56.8,8.4,31.0,318545.35,174315.5565
W00010149,,oa,148,45,6,39,0,0,0,0,103,101,2,0,30.4,0.0,69.6,317960.61950000003,173322.288
W00010138,,oa,126,31,6,25,0,4,2,2,90,86,4,1,24.6,3.2,71.4,318183.8515,173392.698
W00010170,,oa,95,42,14,28,2,39,25,14,7,7,0,5,44.2,41.1,7.4,317813.7035,173965.9925
W00010154,,oa,135,55,21,34,2,4,2,2,72,68,4,2,40.7,3.0,53.3,318686.49199999997,174672.148
W00010139,,oa,203,52,27,25,0,7,1,6,144,137,7,0,25.6,3.4,70.9,319622.854,174448.446
W00010137,,oa,280,55,24,31,1,2,1,1,214,203,11,8,19.6,0.7,76.4,318676.0115,176040.896
W00010212,,oa,68,7,6,1,0,41,2,39,20,20,0,0,10.3,60.3,29.4,317527.934,177777.869
W00009645,,oa,209,28,9,19,1,105,16,89,73,71,2,2,13.4,50.2,34.9,320153.646,176168.311
W00010178,,oa,97,16,8,8,1,24,15,9,56,25,31,0,16.5,24.7,57.7,317138.25600000005,178163.10450000002
W00009181,,oa,116,104,61,43,0,0,0,0,10,8,2,2,89.7,0.0,8.6,319481.62549999997,183640.25
W00007425,,oa,171,154,76,78,0,0,0,0,11,10,1,6,90.1,0.0,6.4,322052.74600000004,186157.725
W00010219,,oa,80,9,6,3,0,9,4,5,61,55,6,1,11.3,11.3,76.3,318437.728,177450.9545
W00009161,,oa,165,131,57,74,0,0,0,0,33,30,3,1,79.4,0.0,20.0,316361.702,180503.12
W00010208,,oa,160,9,4,5,0,10,0,10,129,126,3,12,5.6,6.3,80.6,318353.32200000004,176059.8875
W00009073,,oa,145,74,26,48,0,53,50,3,11,10,1,7,51.0,36.6,7.6,316641.757,178816.923
W00009090,,oa,128,107,42,65,1,3,0,3,15,13,2,2,83.6,2.3,11.7,318141.51450000005,174643.75
W00010199,,oa,128,63,14,49,10,26,2,24,28,25,3,1,49.2,20.3,21.9,316945.8125,181505.686
W00009126,,oa,150,122,38,84,1,1,0,1,26,23,3,0,81.3,0.7,17.3,316933.387,175703.597
W00010168,,oa,114,53,5,48,3,25,5,20,33,29,4,0,46.5,21.9,28.9,317786.41099999996,173911.8315
W00009336,,oa,131,90,41,49,0,2,1,1,39,36,3,0,68.7,1.5,29.8,319816.59349999996,181082.1355
W00009695,,oa,110,68,22,46,0,23,12,11,18,17,1,1,61.8,20.9,16.4,324225.7305,181190.80550000002
W00009147,,oa,125,90,52,38,0,3,1,2,29,24,5,3,72.0,2.4,23.2,316691.0635,179829.147
W00009144,,oa,111,95,49,46,1,3,3,0,12,12,0,0,85.6,2.7,10.8,316450.61100000003,179919.948
W00009145,,oa,129,105,52,53,0,1,1,0,21,20,1,2,81.4,0.8,16.3,316693.106,180016.38150000002
W00009436,,oa,136,67,27,40,3,6,0,6,58,52,6,2,49.3,4.4,42.6,319248.604,177604.9845
W00008926,,oa,122,64,40,24,1,2,0,2,55,51,4,0,52.5,1.6,45.1,317729.658,178171.3075
W00009159,,oa,185,132,75,57,0,3,2,1,46,42,4,4,71.4,1.6,24.9,316646.5135,180572.2895
W00009151,,oa,137,115,54,61,1,5,1,4,15,12,3,1,83.9,3.6,10.9,316702.30299999996,179591.9505
W00009305,,oa,119,77,33,44,1,23,21,2,16,12,4,2,64.7,19.3,13.4,322450.57550000004,180511.7875
W00010206,,oa,93,17,6,11,1,28,6,22,44,42,2,3,18.3,30.1,47.3,319304.767,176456.4745
W00009253,,oa,116,74,33,41,0,28,24,4,10,8,2,4,63.8,24.1,8.6,317632.651,181380
W00009565,,oa,148,85,33,52,1,21,6,15,40,36,4,1,57.4,14.2,27.0,317217.14650000003,176257.39049999998
W00009562,,oa,136,18,9,9,3,68,56,12,44,42,2,3,13.2,50.0,32.4,317133.435,176385.84649999999
W00009561,,oa,137,45,14,31,0,69,63,6,18,17,1,5,32.8,50.4,13.1,316758.5825,176268.4535
W00009667,,oa,101,78,27,51,0,8,2,6,15,13,2,0,77.2,7.9,14.9,320395.52749999997,176889.14549999998
W00009661,,oa,130,91,33,58,0,11,6,5,27,23,4,1,70.0,8.5,20.8,320272.3345,177169.293
W00010117,,oa,138,17,7,10,0,5,0,5,103,96,7,13,12.3,3.6,74.6,317907.454,177159.7735
W00009123,,oa,173,66,26,40,2,78,22,56,27,25,2,0,38.2,45.1,15.6,317462.36199999996,175758.7145
W00009396,,oa,166,98,43,55,0,2,1,1,64,64,0,2,59.0,1.2,38.6,319570.9385,178291.9025
W00010214,,oa,132,69,10,59,2,11,0,11,48,48,0,2,52.3,8.3,36.4,316775.7365,181228.03
W00010211,,oa,86,51,4,47,6,1,0,1,27,27,0,1,59.3,1.2,31.4,317607.6495,173252.3555
W00009574,,oa,141,36,19,17,0,64,6,58,37,33,4,4,25.5,45.4,26.2,317353.11,176028.103
W00009572,,oa,198,47,16,31,2,43,3,40,100,94,6,6,23.7,21.7,50.5,317830.19550000003,176015.05550000002
W00009573,,oa,122,63,33,30,1,20,3,17,33,29,4,5,51.6,16.4,27.0,317446.047,176081
W00009570,,oa,153,51,30,21,0,21,8,13,75,73,2,6,33.3,13.7,49.0,317602.0985,176054.753
W00009578,,oa,133,82,41,41,0,1,0,1,50,48,2,0,61.7,0.8,37.6,316689.83999999997,177465.6665
W00009136,,oa,139,84,29,55,1,11,2,9,41,39,2,2,60.4,7.9,29.5,317518.71849999996,175488.585
W00009135,,oa,119,77,51,26,1,9,3,6,28,23,5,4,64.7,7.6,23.5,317761.55350000004,175488.276
W00009132,,oa,112,53,19,34,1,18,1,17,39,38,1,1,47.3,16.1,34.8,317794.0555,175342.138
W00009133,,oa,136,112,54,58,2,5,5,0,15,13,2,2,82.4,3.7,11.0,317044.68799999997,175367.3495
W00008882,,oa,131,69,35,34,0,39,4,35,19,17,2,4,52.7,29.8,14.5,316460.32550000004,176111.6825
W00008880,,oa,175,84,29,55,0,56,3,53,33,33,0,2,48.0,32.0,18.9,316520.409,176247.961
W00009477,,oa,168,133,57,76,1,10,8,2,21,20,1,3,79.2,6.0,12.5,323255.925,181615.6195
W00009233,,oa,136,113,53,60,0,15,8,7,7,6,1,1,83.1,11.0,5.1,316575.0075,179084.0775
W00009543,,oa,129,117,61,56,0,0,0,0,11,10,1,1,90.7,0.0,8.5,316590.19499999995,181193.52850000001
W00009732,,oa,104,79,48,31,1,0,0,0,23,22,1,1,76.0,0.0,22.1,316436.4885,179673.082
W00009647,,oa,118,4,1,3,0,101,8,93,8,5,3,5,3.4,85.6,6.8,320147.25,175626.0005
W00009649,,oa,129,63,18,45,0,47,43,4,14,13,1,5,48.8,36.4,10.9,320938.042,177636.9595
W00008979,,oa,117,112,69,43,0,0,0,0,5,5,0,0,95.7,0.0,4.3,319440.0145,181969.0655
W00009105,,oa,153,63,29,34,0,13,0,13,74,70,4,3,41.2,8.5,48.4,317665.876,175084.346
W00009363,,oa,153,95,37,58,0,4,2,2,54,52,2,0,62.1,2.6,35.3,319969.3765,179742.14250000002
W00008899,,oa,132,34,21,13,0,3,0,3,91,88,3,4,25.8,2.3,68.9,317943.82999999996,177800.701
W00008818,,oa,213,47,14,33,3,85,74,11,74,73,1,4,22.1,39.9,34.7,318713.828,175089.338
W00009365,,oa,121,63,34,29,0,39,37,2,18,18,0,1,52.1,32.2,14.9,320222.8635,179556.27750000003
W00009369,,oa,141,110,47,63,2,17,8,9,9,7,2,3,78.0,12.1,6.4,320144.868,181780.8825
W00009285,,oa,127,80,37,43,0,27,23,4,16,12,4,4,63.0,21.3,12.6,316964.121,182274.0185
W00009284,,oa,137,93,33,60,0,30,26,4,14,13,1,0,67.9,21.9,10.2,317268.3225,182253.8075
W00009288,,oa,131,79,28,51,0,42,38,4,6,3,3,4,60.3,32.1,4.6,316683.201,182225.4975
W00009558,,oa,173,70,29,41,0,31,16,15,67,65,2,5,40.5,17.9,38.7,316723.3415,176640.4325
W00010224,,oa,79,43,19,24,0,9,3,6,27,23,4,0,54.4,11.4,34.2,317591.03500000003,175741.638
W00009706,,oa,124,45,4,41,0,53,1,52,25,23,2,1,36.3,42.7,20.2,324139.6675,180590.1265
W00009653,,oa,142,64,22,42,0,54,45,9,14,13,1,10,45.1,38.0,9.9,321162.1365,177422.6955
W00010176,,oa,176,115,21,94,3,9,2,7,47,43,4,2,65.3,5.1,26.7,316868.773,181118.6445
W00010173,,oa,124,42,15,27,0,5,4,1,77,71,6,0,33.9,4.0,62.1,317284.35349999997,174033.1485
W00009110,,oa,141,95,45,50,0,13,4,9,31,27,4,2,67.4,9.2,22.0,317837.5365,174869.299
W00009290,,oa,129,77,32,45,0,35,32,3,13,13,0,4,59.7,27.1,10.1,316687.0245,182032.40899999999
W00009521,,oa,130,118,91,27,0,1,0,1,9,8,1,2,90.8,0.8,6.9,316369.614,182160.18300000002
W00009624,,oa,169,65,25,40,1,71,36,35,28,27,1,4,38.5,42.0,16.6,322459.576,179437.9505
W00009629,,oa,148,94,43,51,2,24,2,22,27,25,2,1,63.5,16.2,18.2,320230.017,176771.6165
W00008955,,oa,132,126,75,51,0,0,0,0,6,5,1,0,95.5,0.0,4.5,319052.373,181045.1645
W00008958,,oa,133,123,89,34,0,1,0,1,7,6,1,2,92.5,0.8,5.3,319362.7735,180670.72
W00009340,,oa,132,40,6,34,1,66,65,1,25,23,2,0,30.3,50.0,18.9,320710.4275,181084.886
W00009082,,oa,140,61,34,27,1,13,3,10,64,58,6,1,43.6,9.3,45.7,317230.4515,179105.7495
W00010157,,oa,111,89,18,71,1,1,0,1,20,18,2,0,80.2,0.9,18.0,321673.966,182049.0765
W00008927,,oa,127,56,33,23,1,2,1,1,67,57,10,1,44.1,1.6,52.8,317853.77099999995,178028.776
W00008925,,oa,143,52,28,24,0,5,1,4,86,78,8,0,36.4,3.5,60.1,317923.1355,178189.0755
W00008877,,oa,139,88,38,50,1,8,2,6,40,36,4,2,63.3,5.8,28.8,316610.664,176459.511
W00008875,,oa,152,116,46,70,1,4,1,3,29,24,5,2,76.3,2.6,19.1,316361.83499999996,176436.631
W00008878,,oa,120,82,34,48,0,4,2,2,34,30,4,0,68.3,3.3,28.3,316275.069,176362.263
W00009083,,oa,131,89,35,54,0,4,3,1,38,30,8,0,67.9,3.1,29.0,317672.8985,179016.201
W00009081,,oa,133,74,32,42,3,3,2,1,50,43,7,3,55.6,2.3,37.6,317300.5,178542.70299999998
W00009263,,oa,185,134,22,112,11,1,0,1,39,37,2,0,72.4,0.5,21.1,317250.283,183557.02250000002
W00009500,,oa,111,98,20,78,0,3,0,3,9,9,0,1,88.3,2.7,8.1,319942.10699999996,182070.146
W00009582,,oa,155,62,25,37,0,8,0,8,85,84,1,0,40.0,5.2,54.8,316894.7595,177232.5215
W00009584,,oa,133,92,36,56,0,7,0,7,33,32,1,1,69.2,5.3,24.8,316415.05,177158.505
W00009583,,oa,165,86,38,48,2,5,0,5,71,68,3,1,52.1,3.0,43.0,316567.5265,177137.0455
W00009589,,oa,136,68,30,38,0,10,3,7,57,56,1,1,50.0,7.4,41.9,316699.966,177021.6775
W00009456,,oa,119,58,30,28,1,6,1,5,53,51,2,1,48.7,5.0,44.5,318654.4305,178264.0365
W00009457,,oa,146,70,30,40,0,0,0,0,76,72,4,0,47.9,0.0,52.1,318814.99950000003,178315.089
W00009452,,oa,130,60,23,37,0,9,0,9,61,58,3,0,46.2,6.9,46.9,318577.6645,178500.68300000002
W00009453,,oa,151,70,26,44,2,6,4,2,71,68,3,2,46.4,4.0,47.0,318679.136,178622.986
W00008782,,oa,158,60,15,45,1,46,5,41,47,45,2,4,38.0,29.1,29.7,319789.7835,176961.87099999998
W00009682,,oa,155,44,11,33,1,94,80,14,14,12,2,2,28.4,60.6,9.0,323213.6435,181075
W00009174,,oa,134,125,60,65,0,0,0,0,9,8,1,0,93.3,0.0,6.7,317053.38800000004,180160.32150000002
W00009173,,oa,115,103,55,48,0,0,0,0,10,10,0,2,89.6,0.0,8.7,317354.99,180180.7095
W00009179,,oa,122,121,70,51,0,0,0,0,1,1,0,0,99.2,0.0,0.8,318198.4255,182883.8185
W00009097,,oa,142,77,26,51,1,32,30,2,30,29,1,2,54.2,22.5,21.1,317460.7885,175218.83299999998
W00009096,,oa,173,69,29,40,1,43,2,41,57,56,1,3,39.9,24.9,32.9,317932.4895,175206.45899999997
W00009095,,oa,135,60,26,34,0,29,8,21,45,39,6,1,44.4,21.5,33.3,317632.92350000003,175299.842
W00009092,,oa,149,66,13,53,0,4,1,3,78,74,4,1,44.3,2.7,52.3,318017.869,173723.8965
W00010229,,oa,79,69,39,30,0,2,0,2,5,2,3,3,87.3,2.5,6.3,319188.882,178856.7685
W00010226,,oa,76,49,19,30,0,16,14,2,9,5,4,2,64.5,21.1,11.8,317024.5,178592.46000000002
W00010222,,oa,120,101,45,56,0,8,6,2,11,9,2,0,84.2,6.7,9.2,316776.75,181602.273
W00010220,,oa,118,59,22,37,1,33,27,6,21,17,4,4,50.0,28.0,17.8,317094.297,178416.89
