area_code,area_name,census_geography,all_families,no_children,one_child_under_4,one_child_5_to_11,one_child_12_to_18,two_children_under_4,two_children_5_to_11,two_children_12_to_18,three_children_under_4,three_children_5_to_11,three_children_12_to_18,one_child_all,two_children_all,three_children_all,one_child_all_perc,two_children_all_perc,three_children_all_perc,centroid_x,centroid_y
W00009268,,oa,74,33,9,6,10,3,8,1,1,3,0,25,12,4,33.8,16.2,5.4,317696.4445,183088.046
W00009269,,oa,67,41,8,5,3,4,1,2,3,0,0,16,7,3,23.9,10.4,4.5,317177.293,183018.087
W00009503,,oa,161,82,4,4,18,7,19,9,6,10,2,26,35,18,16.1,21.7,11.2,312794.70900000003,180568.415
W00009766,,oa,94,64,2,1,4,6,9,3,2,2,1,7,18,5,7.4,19.1,5.3,315957.908,179908.995
W00009763,,oa,102,61,3,1,11,9,10,3,2,2,0,15,22,4,14.7,21.6,3.9,314257.8345,179922.7555
W00009760,,oa,93,58,5,2,5,6,4,5,8,0,0,12,15,8,12.9,16.1,8.6,314495.838,180086.84350000002
W00009172,,oa,98,56,8,7,9,3,9,4,1,1,0,24,16,2,24.5,16.3,2.0,316164.68000000005,180146.90350000001
W00009178,,oa,76,56,2,1,2,4,4,3,0,3,1,5,11,4,6.6,14.5,5.3,318566.7825,182842.8225
W00009517,,oa,85,54,3,4,8,2,5,4,2,0,3,15,11,5,17.6,12.9,5.9,316140.69550000003,181558.0235
W00010228,,oa,114,38,7,3,13,14,14,9,9,6,1,23,37,16,20.2,32.5,14.0,310753.997,180208.74
W00010227,,oa,85,32,5,9,14,6,8,8,0,3,0,28,22,3,32.9,25.9,3.5,312502.319,181738.0565
W00009279,,oa,86,46,6,3,12,2,5,4,4,4,0,21,11,8,24.4,12.8,9.3,317119.473,182492.2905
W00009514,,oa,98,61,5,4,8,2,14,1,2,1,0,17,17,3,17.3,17.3,3.1,312713.3645,181700.4445
W00009515,,oa,87,50,6,4,14,3,3,3,2,2,0,24,9,4,27.6,10.3,4.6,312777.392,181670.682
W00009615,,oa,88,60,0,4,7,5,7,1,1,2,1,11,13,4,12.5,14.8,4.5,322359.8395,180217.0915
W00009699,,oa,57,27,2,4,7,6,3,2,5,1,0,13,11,6,22.8,19.3,10.5,323016.897,180951.8095
W00009713,,oa,107,45,4,11,7,10,5,7,10,7,1,22,22,18,20.6,20.6,16.8,323425.7575,180082.67
W00009306,,oa,67,29,7,3,12,3,6,3,4,0,0,22,12,4,32.8,17.9,6.0,322285.891,180507.972
W00009300,,oa,75,39,3,2,12,4,4,4,4,2,1,17,12,7,22.7,16.0,9.3,322194.135,180882.8885
W00009483,,oa,61,33,6,3,5,1,8,1,3,1,0,14,10,4,23.0,16.4,6.6,322838.848,181177.8985
W00009673,,oa,86,38,13,1,9,8,4,4,6,3,0,23,16,9,26.7,18.6,10.5,323078.33349999995,180294.71899999998
W00009670,,oa,116,53,11,6,12,8,6,4,9,5,2,29,18,16,25.0,15.5,13.8,323039.4045,180477.3785
W00010179,,oa,44,20,7,5,5,3,2,0,1,1,0,17,5,2,38.6,11.4,4.5,323512.703,180450.8615
W00009709,,oa,191,79,24,13,12,22,17,6,13,4,1,49,45,18,25.7,23.6,9.4,324223.70200000005,180497.00449999998
W00009295,,oa,110,67,8,5,14,2,4,2,6,2,0,27,8,8,24.5,7.3,7.3,322470.81200000003,181173.67700000003
W00009299,,oa,67,41,8,2,4,3,3,2,2,2,0,14,8,4,20.9,11.9,6.0,322464.89749999996,180790
W00009298,,oa,91,61,4,3,10,4,2,4,1,2,0,17,10,3,18.7,11.0,3.3,322643.856,180898.416
W00009621,,oa,87,30,3,6,11,9,3,6,14,5,0,20,18,19,23.0,20.7,21.8,322354.659,179775.63
W00010155,,oa,75,38,8,2,4,13,6,2,2,0,0,14,21,2,18.7,28.0,2.7,324001.772,180211.9855
W00009686,,oa,82,52,6,4,5,7,2,3,2,0,1,15,12,3,18.3,14.6,3.7,323222.488,181438.463
W00009685,,oa,130,77,8,9,13,9,4,4,4,2,0,30,17,6,23.1,13.1,4.6,324245.356,182027.1345
W00009600,,oa,76,42,3,11,4,6,2,2,1,4,1,18,10,6,23.7,13.2,7.9,322688.38399999996,180648.829
W00008839,,oa,36,15,2,2,5,4,4,1,3,0,0,9,9,3,25.0,25.0,8.3,313164.7665,175759.3515
W00009043,,oa,129,60,9,11,7,11,9,6,13,2,1,27,26,16,20.9,20.2,12.4,313226.00800000003,177637.48849999998
W00009040,,oa,83,44,6,1,8,5,5,1,7,6,0,15,11,13,18.1,13.3,15.7,313019.817,177957.9725
W00008945,,oa,93,43,8,6,13,7,8,5,3,0,0,27,20,3,29.0,21.5,3.2,312321.3915,176428.981
W00008943,,oa,128,83,6,3,13,7,8,5,1,2,0,22,20,3,17.2,15.6,2.3,311644.7705,176189.229
W00009026,,oa,87,52,6,4,5,7,2,1,4,6,0,15,10,10,17.2,11.5,11.5,311955.2395,175873.6065
W00009024,,oa,95,45,9,9,12,5,4,3,6,2,0,30,12,8,31.6,12.6,8.4,312237.1205,175729.184
W00009025,,oa,76,25,12,10,2,15,5,2,4,1,0,24,22,5,31.6,28.9,6.6,312687.583,175866.18050000002
W00009022,,oa,77,48,7,2,8,6,3,2,1,0,0,17,11,1,22.1,14.3,1.3,311688.73,175707.166
W00009023,,oa,64,32,7,3,7,1,3,3,7,1,0,17,7,8,26.6,10.9,12.5,312413.251,175858.1725
W00009021,,oa,105,40,17,4,6,9,4,5,9,10,1,27,18,20,25.7,17.1,19.0,312922.5075,175826.849
W00009028,,oa,52,19,5,6,3,6,7,2,3,1,0,14,15,4,26.9,28.8,7.7,312426.30799999996,175658.62449999998
W00006517,,oa,97,56,8,4,7,6,5,2,7,2,0,19,13,9,19.6,13.4,9.3,313177.5235,183513.3645
W00009033,,oa,101,54,6,1,13,5,5,3,7,6,1,20,13,14,19.8,12.9,13.9,312975.6225,177676.4865
W00009006,,oa,91,24,15,10,13,12,8,1,5,3,0,38,21,8,41.8,23.1,8.8,312670.353,176291.6575
W00009000,,oa,92,40,11,4,8,5,5,2,11,6,0,23,12,17,25.0,13.0,18.5,313720.244,176723.9125
W00009505,,oa,72,51,5,2,7,2,1,3,0,1,0,14,6,1,19.4,8.3,1.4,312806.782,180996.674
W00009508,,oa,110,64,4,8,8,9,5,5,1,5,1,20,19,7,18.2,17.3,6.4,312227.14,181067.6885
W00008846,,oa,49,15,13,2,7,4,0,3,4,1,0,22,7,5,44.9,14.3,10.2,313231.9045,175537.213
W00008845,,oa,84,54,5,4,4,2,4,1,5,4,1,13,7,10,15.5,8.3,11.9,313612.65,175504.6085
W00008848,,oa,98,38,14,8,16,5,3,4,7,3,0,38,12,10,38.8,12.2,10.2,313664.1985,175294.65850000002
W00008849,,oa,73,32,8,1,8,7,4,2,4,7,0,17,13,11,23.3,17.8,15.1,312634.8275,175286.12
W00009014,,oa,95,38,11,3,8,11,6,3,9,6,0,22,20,15,23.2,21.1,15.8,313132.5,176185.5685
W00009019,,oa,81,34,8,7,9,10,2,3,4,3,1,24,15,8,29.6,18.5,9.9,312411.12899999996,176031.765
W00009012,,oa,48,24,2,8,2,3,2,1,1,4,1,12,6,6,25.0,12.5,12.5,313790.43799999997,176392.779
W00010221,,oa,85,58,6,1,2,4,6,4,1,3,0,9,14,4,10.6,16.5,4.7,311776.88,177055
W00009510,,oa,104,83,3,2,5,3,1,6,0,1,0,10,10,1,9.6,9.6,1.0,312400.086,180711.3625
W00010146,,oa,79,31,9,7,1,8,8,1,6,6,2,17,17,14,21.5,21.5,17.7,320976.408,177933.314
W00010180,,oa,83,41,11,6,1,11,3,4,6,0,0,18,18,6,21.7,21.7,7.2,321306.0425,178000.0015
W00010175,,oa,69,37,13,3,4,7,1,0,2,1,1,20,8,4,29.0,11.6,5.8,321124.9805,181457.12800000003
W00008599,,oa,118,50,8,7,16,12,10,9,3,3,0,31,31,6,26.3,26.3,5.1,325381.52650000004,182011.4945
W00010225,,oa,79,29,14,6,7,11,6,1,3,2,0,27,18,5,34.2,22.8,6.3,321249.36750000005,181989.58250000002
W00009704,,oa,89,33,8,6,7,6,14,3,3,8,1,21,23,12,23.6,25.8,13.5,323229.453,180708.3775
W00009311,,oa,79,42,4,5,8,8,3,4,3,2,0,17,15,5,21.5,19.0,6.3,321776.4595,180155.6165
W00009390,,oa,95,60,3,1,6,2,8,4,2,9,0,10,14,11,10.5,14.7,11.6,319619.676,178551.74550000002
W00009433,,oa,109,51,26,5,8,9,3,2,4,0,1,39,14,5,35.8,12.8,4.6,319661.998,177328.1725
W00009619,,oa,103,55,4,1,13,8,6,3,4,9,0,18,17,13,17.5,16.5,12.6,322405.2485,179967.6825
W00009332,,oa,91,44,6,9,7,7,6,6,3,3,0,22,19,6,24.2,20.9,6.6,320354.9865,181339.938
W00009665,,oa,88,19,10,5,11,15,4,6,12,5,1,26,25,18,29.5,28.4,20.5,321308.9465,176885.682
W00010207,,oa,87,27,17,2,11,14,3,3,4,4,2,30,20,10,34.5,23.0,11.5,323722.476,180311.218
W00009985,,oa,41,20,8,6,0,6,0,0,1,0,0,14,6,1,34.1,14.6,2.4,319694.9435,177168.311
W00009338,,oa,87,35,10,5,7,10,5,3,10,1,1,22,18,12,25.3,20.7,13.8,320192.4305,181074.489
W00009337,,oa,127,65,25,8,8,7,5,3,6,0,0,41,15,6,32.3,11.8,4.7,320631.8245,181291.586
W00009334,,oa,86,31,15,8,6,5,8,4,6,3,0,29,17,9,33.7,19.8,10.5,321002.46900000004,181259.59600000002
W00009333,,oa,105,72,5,2,2,8,6,6,3,1,0,9,20,4,8.6,19.0,3.8,319941.8075,181394.5095
W00009616,,oa,90,39,7,3,11,8,7,3,6,3,3,21,18,12,23.3,20.0,13.3,322654.0855,180140.576
W00009617,,oa,61,42,4,4,6,4,1,0,0,0,0,14,5,0,23.0,8.2,0.0,322260.7725,180061.20049999998
W00009693,,oa,80,37,12,5,7,10,3,0,4,2,0,24,13,6,30.0,16.3,7.5,323516.83400000003,181026.214
W00009612,,oa,96,65,2,4,8,9,5,2,0,1,0,14,16,1,14.6,16.7,1.0,321841.534,178825.6635
W00009691,,oa,163,60,16,8,11,25,12,9,13,8,1,35,46,22,21.5,28.2,13.5,323854.302,181281.18349999998
W00009690,,oa,107,30,7,8,9,9,10,3,15,10,6,24,22,31,22.4,20.6,29.0,324134.96499999997,181288.852
W00009618,,oa,73,33,5,4,7,5,5,3,8,2,1,16,13,11,21.9,17.8,15.1,322690.2155,179924.448
W00009372,,oa,97,52,3,6,9,6,6,7,5,3,0,18,19,8,18.6,19.6,8.2,320542.97849999997,181604.679
W00009304,,oa,109,74,5,3,5,3,14,4,1,0,0,13,21,1,11.9,19.3,0.9,321209.69649999996,180141.32799999998
W00009404,,oa,62,36,5,2,6,5,5,0,2,1,0,13,10,3,21.0,16.1,4.8,319914.2375,177738.758
W00009484,,oa,43,27,5,3,4,2,2,0,0,0,0,12,4,0,27.9,9.3,0.0,322651.06799999997,181832.0615
W00009403,,oa,80,43,6,4,5,9,1,3,3,5,1,15,13,9,18.8,16.3,11.3,319635.7605,177816.5465
W00009481,,oa,119,70,5,6,13,6,5,6,4,4,0,24,17,8,20.2,14.3,6.7,323192.451,181704.4455
W00009401,,oa,91,43,11,4,9,12,6,4,2,0,0,24,22,2,26.4,24.2,2.2,319627.47849999997,178043.66700000002
W00009489,,oa,89,44,18,3,8,5,4,5,0,2,0,29,14,2,32.6,15.7,2.2,320962.453,182458.5745
W00009666,,oa,20,12,2,0,2,0,0,0,2,2,0,4,0,4,20.0,0.0,20.0,321157.57550000004,177113.749
W00009663,,oa,81,36,7,2,15,4,2,4,7,4,0,24,10,11,29.6,12.3,13.6,320931.098,176881.058
W00009660,,oa,81,38,11,5,6,6,4,1,7,3,0,22,11,10,27.2,13.6,12.3,320376.772,177109.28100000002
W00009492,,oa,71,29,12,9,11,3,2,2,2,1,0,32,7,3,45.1,9.9,4.2,321170.5875,182368.90899999999
W00009367,,oa,81,41,6,9,8,10,1,0,3,2,1,23,11,6,28.4,13.6,7.4,319830.547,179466.29700000002
W00009397,,oa,107,55,11,2,10,10,6,5,2,5,1,23,21,8,21.5,19.6,7.5,319850.87600000005,178200.00699999998
W00009394,,oa,104,77,4,4,7,3,4,2,1,0,2,15,9,3,14.4,8.7,2.9,319854.72699999996,178449.7885
W00009393,,oa,58,37,3,1,3,2,4,4,0,4,0,7,10,4,12.1,17.2,6.9,319595.472,178418.62300000002
W00009310,,oa,79,50,1,3,5,4,8,4,4,0,0,9,16,4,11.4,20.3,5.1,322015.35199999996,180061.699
W00009391,,oa,104,60,11,7,5,6,4,3,4,4,0,23,13,8,22.1,12.5,7.7,319995.204,178266.714
W00009319,,oa,72,15,7,2,13,7,6,1,12,8,1,22,14,21,30.6,19.4,29.2,322522.1185,181685.723
W00009414,,oa,88,63,1,2,9,4,3,2,3,1,0,12,9,4,13.6,10.2,4.5,320359.3515,179156.65399999998
W00009415,,oa,94,62,2,3,5,3,7,7,3,2,0,10,17,5,10.6,18.1,5.3,319954.1915,179057.28600000002
W00009490,,oa,142,58,7,15,16,10,16,5,7,7,1,38,31,15,26.8,21.8,10.6,320295.295,182863.59999999998
W00009411,,oa,124,86,5,3,12,5,4,3,4,2,0,20,12,6,16.1,9.7,4.8,319512.0575,179034
W00008779,,oa,88,33,11,6,6,3,4,2,15,8,0,23,9,23,26.1,10.2,26.1,319820.2025,177052.8785
W00009676,,oa,73,30,7,4,6,2,4,3,13,4,0,17,9,17,23.3,12.3,23.3,323594.597,178802.36800000002
W00009678,,oa,76,43,7,3,7,7,4,4,0,0,1,17,15,1,22.4,19.7,1.3,323591.847,181593.21250000002
W00009475,,oa,60,50,4,2,1,1,1,0,0,1,0,7,2,1,11.7,3.3,1.7,319420.70200000005,177690.29200000002
W00009478,,oa,108,74,4,1,11,4,5,4,2,1,2,16,13,5,14.8,12.0,4.6,323009.50049999997,182739.3
W00009479,,oa,88,43,11,5,10,4,8,2,3,2,0,26,14,5,29.5,15.9,5.7,322231.353,182138.4455
W00009711,,oa,107,50,14,1,8,12,11,5,5,1,0,23,28,6,21.5,26.2,5.6,324315.4625,180323.658
W00009190,,oa,97,61,1,5,6,5,7,5,1,5,1,12,17,7,12.4,17.5,7.2,313920.9485,179183.387
W00009236,,oa,87,39,3,4,12,3,5,3,11,5,2,19,11,18,21.8,12.6,20.7,315885.52150000003,178882.391
W00009215,,oa,91,46,2,6,8,14,6,4,4,1,0,16,24,5,17.6,26.4,5.5,315467.346,179262.8005
W00009217,,oa,86,40,7,6,9,11,3,1,3,3,3,22,15,9,25.6,17.4,10.5,316221.5255,178912.6225
W00009237,,oa,124,69,6,6,15,3,3,7,9,6,0,27,13,15,21.8,10.5,12.1,316485.49399999995,178970.90500000003
W00009733,,oa,87,48,8,2,9,4,7,4,2,3,0,19,15,5,21.8,17.2,5.7,316023.961,179429.4915
W00009417,,oa,98,76,1,3,5,1,4,3,2,3,0,9,8,5,9.2,8.2,5.1,320230.9005,179034.64299999998
W00008972,,oa,72,39,6,2,5,5,8,5,0,2,0,13,18,2,18.1,25.0,2.8,319046.4355,179866.96600000001
W00009366,,oa,101,60,7,1,3,8,7,7,5,3,0,11,22,8,10.9,21.8,7.9,320006.734,179525.19199999998
W00009555,,oa,84,64,2,1,5,2,2,6,1,1,0,8,10,2,9.5,11.9,2.4,316044.47849999997,182297.588
W00009315,,oa,78,53,6,0,8,2,4,3,1,1,0,14,9,2,17.9,11.5,2.6,321196.158,179751.6625
W00009312,,oa,89,59,1,1,3,4,7,2,5,5,2,5,13,12,5.6,14.6,13.5,321645.34900000005,179919.6335
W00009287,,oa,88,62,3,1,3,3,5,5,1,5,0,7,13,6,8.0,14.8,6.8,318697.2135,182085.19799999997
W00009294,,oa,79,41,6,5,9,5,3,1,6,2,1,20,9,9,25.3,11.4,11.4,322103.93799999997,180516.2335
W00009675,,oa,78,34,9,3,11,4,3,6,6,2,0,23,13,8,29.5,16.7,10.3,322857.42350000003,180171.3785
W00010169,,oa,91,34,21,8,6,8,3,3,7,1,0,35,14,8,38.5,15.4,8.8,320867.426,181611.812
W00009487,,oa,96,54,10,3,11,3,7,1,4,3,0,24,11,7,25.0,11.5,7.3,320766.9515,182039.46850000002
W00009086,,oa,73,29,8,5,5,9,5,5,4,3,0,18,19,7,24.7,26.0,9.6,317299.47349999996,178847.957
W00009353,,oa,105,50,7,4,10,9,12,4,3,4,2,21,25,9,20.0,23.8,8.6,319858.26300000004,180310.3805
W00009604,,oa,78,44,5,6,4,4,3,5,3,4,0,15,12,7,19.2,15.4,9.0,321935.198,179120.2145
W00009150,,oa,110,69,6,3,10,9,5,3,3,2,0,19,17,5,17.3,15.5,4.5,317012.6135,179766.878
W00009757,,oa,84,42,8,5,7,8,6,1,4,2,1,20,15,7,23.8,17.9,8.3,314791.15449999995,180209.064
W00009313,,oa,54,35,4,5,5,1,3,1,0,0,0,14,5,0,25.9,9.3,0.0,321468.9895,179732.98700000002
W00009227,,oa,75,40,4,8,7,2,6,4,1,3,0,19,12,4,25.3,16.0,5.3,314946.8025,179346.655
W00009225,,oa,97,49,4,8,5,10,6,6,7,2,0,17,22,9,17.5,22.7,9.3,314407.75,179639.6555
W00009220,,oa,93,47,6,6,6,8,4,6,6,1,3,18,18,10,19.4,19.4,10.8,315581.566,178890.7955
W00009410,,oa,97,51,4,8,12,3,5,6,0,6,2,24,14,8,24.7,14.4,8.2,319096.05,179179.3985
W00009734,,oa,74,51,4,0,7,2,4,2,3,1,0,11,8,4,14.9,10.8,5.4,315507.858,179417.038
W00008975,,oa,81,50,4,2,11,7,3,1,0,3,0,17,11,3,21.0,13.6,3.7,318341.9895,179620.9595
W00009620,,oa,86,38,4,4,9,10,9,3,3,6,0,17,22,9,19.8,25.6,10.5,322102.78150000004,179805.54200000002
W00009084,,oa,68,36,10,1,2,5,7,1,4,2,0,13,13,6,19.1,19.1,8.8,317078.571,178948.29200000002
W00009085,,oa,69,36,8,3,6,3,5,0,4,3,1,17,8,8,24.6,11.6,11.6,317397.663,178948.418
W00009602,,oa,93,56,1,3,9,10,6,3,2,2,1,13,19,5,14.0,20.4,5.4,321528.72,179312.925
W00009603,,oa,95,51,4,6,10,7,2,4,8,2,1,20,13,11,21.1,13.7,11.6,322123.18799999997,179269.71850000002
W00009601,,oa,88,49,5,2,8,5,6,5,5,3,0,15,16,8,17.0,18.2,9.1,321874.9815,179385.83
W00009512,,oa,117,71,4,3,10,10,10,4,1,4,0,17,24,5,14.5,20.5,4.3,313333.9355,180287.519
W00009748,,oa,49,35,3,1,2,0,2,1,2,1,2,6,3,5,12.2,6.1,10.2,314886.065,180581.827
W00009152,,oa,91,52,4,4,5,2,8,8,5,2,1,13,18,8,14.3,19.8,8.8,317066.6755,179389.47999999998
W00009746,,oa,104,66,5,2,10,4,9,7,0,1,0,17,20,1,16.3,19.2,1.0,315096.591,180775.44150000002
W00009525,,oa,99,71,2,4,6,5,4,3,3,1,0,12,12,4,12.1,12.1,4.0,314949.35699999996,181992.934
W00009261,,oa,113,73,3,2,10,4,6,4,9,2,0,15,14,11,13.3,12.4,9.7,317929.598,180811.8605
W00009254,,oa,77,55,4,1,5,3,2,2,1,3,1,10,7,5,13.0,9.1,6.5,317645.2175,181713.38400000002
W00009416,,oa,112,68,9,2,6,4,8,6,3,6,0,17,18,9,15.2,16.1,8.0,318938.45149999997,178910.388
W00008949,,oa,90,51,4,2,11,3,3,8,5,3,0,17,14,8,18.9,15.6,8.9,319187.792,181416.3365
W00009232,,oa,96,49,6,5,10,10,6,3,6,1,0,21,19,7,21.9,19.8,7.3,316163.3375,179099.412
W00009542,,oa,80,51,1,4,7,7,1,4,3,2,0,12,12,5,15.0,15.0,6.3,315658.5245,181151.58899999998
W00009532,,oa,82,51,3,6,4,4,6,6,1,1,0,13,16,2,15.9,19.5,2.4,315818.976,181703.6555
W00009530,,oa,93,50,5,4,9,4,8,7,2,4,0,18,19,6,19.4,20.4,6.5,314841.79850000003,181707.37050000002
W00009163,,oa,95,43,8,5,10,8,9,5,2,5,0,23,22,7,24.2,23.2,7.4,317585.7895,180511.27649999998
W00009507,,oa,112,83,3,2,7,4,6,3,1,2,1,12,13,4,10.7,11.6,3.6,312544.78500000003,180926.303
W00009509,,oa,105,72,4,2,10,2,4,6,4,1,0,16,12,5,15.2,11.4,4.8,311920.32550000004,181013.9095
W00009767,,oa,96,58,3,2,7,7,9,5,1,2,2,12,21,5,12.5,21.9,5.2,314690.941,179790.1615
W00010128,,oa,56,29,5,4,5,1,4,3,3,1,1,14,8,5,25.0,14.3,8.9,319260.9915,179066.6665
W00009171,,oa,149,92,14,8,8,7,10,5,1,4,0,30,22,5,20.1,14.8,3.4,316501.704,180417.01650000003
W00009516,,oa,137,58,8,4,12,17,20,9,4,2,3,24,46,9,17.5,33.6,6.6,312023.4105,181460.03850000002
W00009644,,oa,43,26,10,1,1,2,0,1,1,1,0,12,3,2,27.9,7.0,4.7,319614.5795,176384.414
W00009599,,oa,57,32,6,2,5,6,1,1,4,0,0,13,8,4,22.8,14.0,7.0,317561.9675,176487.4805
W00010201,,oa,53,39,9,0,1,3,0,0,1,0,0,10,3,1,18.9,5.7,1.9,318747.40650000004,174831.487
W00005834,,oa,72,36,5,5,15,5,2,3,1,0,0,25,10,1,34.7,13.9,1.4,316930.217,173226.2265
W00009560,,oa,91,45,10,3,6,11,2,2,9,3,0,19,15,12,20.9,16.5,13.2,317368.4805,176351.94150000002
W00009577,,oa,63,44,2,1,4,5,3,2,0,2,0,7,10,2,11.1,15.9,3.2,316824.60750000004,177366.2095
W00010204,,oa,57,51,4,1,0,1,0,0,0,0,0,5,1,0,8.8,1.8,0.0,318674.313,174838.92200000002
W00009292,,oa,65,41,2,0,7,3,5,4,0,3,0,9,12,3,13.8,18.5,4.6,318053.4255,182042.44199999998
W00009291,,oa,36,19,2,1,6,4,3,0,0,1,0,9,7,1,25.0,19.4,2.8,317469.57149999996,182017.7145
W00009256,,oa,94,51,7,5,11,7,4,5,0,3,1,23,16,4,24.5,17.0,4.3,318213.9915,181472.7125
W00009075,,oa,52,29,7,0,2,2,3,5,2,2,0,9,10,4,17.3,19.2,7.7,317422.759,178650.1655
W00010190,,oa,88,25,6,3,7,13,12,7,10,4,1,16,32,15,18.2,36.4,17.0,316993.3625,180626.75449999998
W00009125,,oa,97,32,14,6,6,13,7,2,11,4,2,26,22,17,26.8,22.7,17.5,317352.2955,175643.93050000002
W00009246,,oa,108,56,13,4,8,8,10,4,1,3,1,25,22,5,23.1,20.4,4.6,317330.0675,182998.8175
W00009146,,oa,110,80,4,2,5,4,6,6,1,0,2,11,16,3,10.0,14.5,2.7,317757.3015,179848.4075
W00009149,,oa,119,77,9,2,8,10,9,1,2,0,1,19,20,3,16.0,16.8,2.5,317077.177,179856.188
W00008980,,oa,88,49,3,1,16,4,6,4,1,2,2,20,14,5,22.7,15.9,5.7,319177.9925,181952.4075
W00009241,,oa,81,40,4,6,5,3,7,4,9,1,2,15,14,12,18.5,17.3,14.8,317491.978,181022.50699999998
W00009242,,oa,93,41,16,6,6,7,9,6,1,1,0,28,22,2,30.1,23.7,2.2,317013.251,183488.522
W00009437,,oa,35,26,5,0,1,1,0,0,2,0,0,6,1,2,17.1,2.9,5.7,318787.445,177251.71000000002
W00009431,,oa,47,31,3,3,1,5,0,2,1,1,0,7,7,2,14.9,14.9,4.3,319127.426,177548.99550000002
W00009111,,oa,91,45,3,2,9,7,8,6,4,4,3,14,21,11,15.4,23.1,12.1,318146.36100000003,174804.4225
W00010145,,oa,41,34,4,1,2,0,0,0,0,0,0,7,0,0,17.1,0.0,0.0,318086.105,173046.0235
W00008781,,oa,86,40,17,6,7,4,5,0,4,3,0,30,9,7,34.9,10.5,8.1,319565.704,176942.5165
W00009697,,oa,93,36,15,10,8,6,5,7,5,0,1,33,18,6,35.5,19.4,6.5,323833.8075,181008.1055
W00009700,,oa,81,36,12,12,3,9,3,2,4,0,0,27,14,4,33.3,17.3,4.9,323859.5175,180822.33000000002
W00010174,,oa,77,44,1,5,9,6,3,3,1,2,3,15,12,6,19.5,15.6,7.8,321665.2,182140.5945
W00009296,,oa,70,45,3,2,5,4,2,4,1,4,0,10,10,5,14.3,14.3,7.1,322164.6615,181049.67349999998
W00009297,,oa,104,60,3,5,5,2,11,3,6,9,0,13,16,15,12.5,15.4,14.4,321888.5,180954.887
W00009293,,oa,116,56,8,11,10,14,7,2,4,3,1,29,23,8,25.0,19.8,6.9,321671.912,181024.6805
W00009326,,oa,77,28,4,10,6,7,8,4,9,1,0,20,19,10,26.0,24.7,13.0,322221.613,181275.8805
W00009329,,oa,87,52,4,2,8,3,5,4,5,4,0,14,12,9,16.1,13.8,10.3,322408.9445,181038.3135
W00008602,,oa,104,61,4,5,16,5,2,4,2,3,2,25,11,7,24.0,10.6,6.7,325869.9575,183019.33049999998
W00010136,,oa,102,35,5,8,14,7,13,5,7,5,3,27,25,15,26.5,24.5,14.7,320789.32649999997,182184.006
W00009482,,oa,99,69,8,3,3,5,4,3,3,1,0,14,12,4,14.1,12.1,4.0,323043.49549999996,181848.52850000001
W00009480,,oa,77,44,7,7,9,6,0,2,0,1,1,23,8,2,29.9,10.4,2.6,322759.824,181766.20500000002
W00009488,,oa,116,73,4,3,17,4,8,5,2,0,0,24,17,2,20.7,14.7,1.7,320750.19700000004,182454.8115
W00009497,,oa,123,59,9,3,11,17,12,3,5,2,2,23,32,9,18.7,26.0,7.3,320570.615,182091.183
W00009493,,oa,98,48,14,9,7,9,5,2,2,2,0,30,16,4,30.6,16.3,4.1,321604.89650000003,182334.516
W00009502,,oa,117,45,16,9,9,14,15,2,3,0,4,34,31,7,29.1,26.5,6.0,321415.4495,182493.7165
W00009680,,oa,100,38,7,7,7,12,6,5,15,3,0,21,23,18,21.0,23.0,18.0,324000.5045,181401.913
W00009684,,oa,84,53,12,3,1,5,7,3,0,0,0,16,15,0,19.0,17.9,0.0,323919.8155,181678.6315
W00009689,,oa,60,37,5,3,5,3,4,0,1,2,0,13,7,3,21.7,11.7,5.0,324177.391,181514.5375
W00009327,,oa,80,37,7,6,9,7,1,3,9,1,0,22,11,10,27.5,13.8,12.5,321965.71849999996,181259.9645
W00009322,,oa,110,43,11,12,11,8,5,3,11,6,0,34,16,17,30.9,14.5,15.5,322089.2655,181451.2095
W00009323,,oa,105,37,9,7,12,10,13,4,9,4,0,28,27,13,26.7,25.7,12.4,321696.9535,181393.00699999998
W00009339,,oa,89,31,4,6,7,11,7,2,16,5,0,17,20,21,19.1,22.5,23.6,320560,181077
W00009143,,oa,85,56,6,1,2,5,8,5,1,1,0,9,18,2,10.6,21.2,2.4,317235.5,179862.5
W00009744,,oa,44,23,10,2,3,1,4,0,0,0,1,15,5,1,34.1,11.4,2.3,314307.5325,180875.7625
W00009501,,oa,116,56,22,3,7,12,7,4,2,2,1,32,23,5,27.6,19.8,4.3,321241.35250000004,183544.7765
W00010189,,oa,66,27,12,2,3,9,5,1,4,3,0,17,15,7,25.8,22.7,10.6,321483.347,181979.1825
W00010218,,oa,58,24,5,3,2,6,6,1,5,6,0,10,13,11,17.2,22.4,19.0,316801.3145,180448.8025
W00009317,,oa,101,47,11,9,9,8,4,6,6,1,0,29,18,7,28.7,17.8,6.9,322235.659,181770.375
W00009683,,oa,95,49,10,3,8,8,4,4,6,3,0,21,16,9,22.1,16.8,9.5,323778.2785,181833.6355
W00010156,,oa,57,35,14,2,4,1,0,1,0,0,0,20,2,0,35.1,3.5,0.0,321003.18200000003,182056.289
W00009142,,oa,50,27,6,2,4,7,0,3,1,0,0,12,10,1,24.0,20.0,2.0,316589.13950000005,180092.4005
