area_code,area_name,census_geography,long_term_health_all,limited_lots,limited_little,limited_none,limited_lots_perc,limited_little_perc,limited_none_perc,centroid_x,centroid_y
W00009029,,oa,269,47,42,180,17.5,15.6,66.9,313716.968,178417.285
W00009373,,oa,363,32,29,302,8.8,8.0,83.2,320286.579,181541.89
W00009212,,oa,226,20,22,184,8.8,9.7,81.4,314304.838,178665.0795
W00009529,,oa,324,28,51,245,8.6,15.7,75.6,314874.70149999997,182356.24800000002
W00009717,,oa,303,27,22,254,8.9,7.3,83.8,312990.168,182382.664
W00009718,,oa,327,24,25,278,7.3,7.6,85.0,313466.506,181823.38400000002
W00010144,,oa,322,16,21,285,5.0,6.5,88.5,311261.906,178674.0855
W00009347,,oa,246,28,23,195,11.4,9.3,79.3,320540.631,180522.9605
W00009036,,oa,338,51,34,253,15.1,10.1,74.9,313391.20550000004,177828.7135
W00009037,,oa,282,56,44,182,19.9,15.6,64.5,313732.45550000004,177910.90899999999
W00009034,,oa,346,48,38,260,13.9,11.0,75.1,314229.436,177522.2895
W00009038,,oa,238,32,33,173,13.4,13.9,72.7,313156.833,178027.58299999998
W00009039,,oa,293,18,17,258,6.1,5.8,88.1,312707.5725,178080.69900000002
W00009345,,oa,370,34,25,311,9.2,6.8,84.1,320362.489,180432.419
W00009007,,oa,237,58,31,148,24.5,13.1,62.4,313841.483,176410.2515
W00009004,,oa,309,36,56,217,11.7,18.1,70.2,313933.33050000004,176608.1445
W00009005,,oa,379,44,44,291,11.6,11.6,76.8,313013.30449999997,176483.2135
W00009002,,oa,379,64,41,274,16.9,10.8,72.3,313562,176536.5
W00009003,,oa,351,53,32,266,15.1,9.1,75.8,313447.3495,176468.722
W00009001,,oa,345,38,29,278,11.0,8.4,80.6,313840.67949999997,176802.446
W00009008,,oa,317,40,42,235,12.6,13.2,74.1,313131.58499999996,176456.374
W00009506,,oa,309,17,30,262,5.5,9.7,84.8,312542.095,181125.16700000002
W00009769,,oa,234,42,30,162,17.9,12.8,69.2,315697.001,179673.56050000002
W00008843,,oa,324,44,23,257,13.6,7.1,79.3,313945.545,175571.6655
W00008842,,oa,357,39,45,273,10.9,12.6,76.5,312999.08550000004,175627.0885
W00008840,,oa,333,41,26,266,12.3,7.8,79.9,314329.7525,175628.448
W00008841,,oa,294,49,21,224,16.7,7.1,76.2,313415.8915,175653.34350000002
W00009016,,oa,247,27,17,203,10.9,6.9,82.2,312603.45849999995,176048.26799999998
W00009017,,oa,266,28,32,206,10.5,12.0,77.4,312163.1725,175953.20299999998
W00009015,,oa,332,27,30,275,8.1,9.0,82.8,311401.2695,175984.3455
W00009013,,oa,333,48,44,241,14.4,13.2,72.4,313661.74199999997,176140.776
W00009010,,oa,344,62,23,259,18.0,6.7,75.3,312783.2975,176170.8725
W00009018,,oa,270,63,35,172,23.3,13.0,63.7,313222.8155,176093.46
W00009511,,oa,327,23,36,268,7.0,11.0,82.0,313061.8545,180336.83649999998
W00008994,,oa,265,35,31,199,13.2,11.7,75.1,314139.359,176636.55849999998
W00008998,,oa,311,60,40,211,19.3,12.9,67.8,314386.791,176744.8205
W00008993,,oa,346,66,67,213,19.1,19.4,61.6,314215.58400000003,176933.39049999998
W00008853,,oa,331,21,27,283,6.3,8.2,85.5,315256.38800000004,176840.82
W00008854,,oa,296,22,30,244,7.4,10.1,82.4,315014.54500000004,176970.495
W00010209,,oa,343,34,34,275,9.9,9.9,80.2,315424.0895,176375.858
W00008858,,oa,261,9,30,222,3.4,11.5,85.1,315384.5955,176911
W00008857,,oa,264,25,25,214,9.5,9.5,81.1,315879.9175,176896.4345
W00009194,,oa,300,23,38,239,7.7,12.7,79.7,314612.605,178026.1435
W00010231,,oa,264,13,23,228,4.9,8.7,86.4,314569.44499999995,178473.5
W00010187,,oa,435,10,18,407,2.3,4.1,93.6,314861.819,178302.24
W00009213,,oa,295,20,25,250,6.8,8.5,84.7,314758.6125,178544.6785
W00009210,,oa,231,16,22,193,6.9,9.5,83.5,314297.1705,178925.55349999998
W00009240,,oa,335,47,30,258,14.0,9.0,77.0,315597.372,178624.519
W00009079,,oa,473,53,35,385,11.2,7.4,81.4,317051.2955,178740.58250000002
W00009742,,oa,297,27,49,221,9.1,16.5,74.4,314766.25450000004,181101
W00009741,,oa,364,16,31,317,4.4,8.5,87.1,314542.9275,181192.45500000002
W00009614,,oa,304,26,31,247,8.6,10.2,81.3,321291.94299999997,178533.7695
W00009696,,oa,307,30,30,247,9.8,9.8,80.5,324415.0165,181066.231
W00009062,,oa,254,15,14,225,5.9,5.5,88.6,314267.6665,178366.38549999997
W00008824,,oa,463,81,64,318,17.5,13.8,68.7,314666.615,175927.576
W00009752,,oa,179,74,53,52,41.3,29.6,29.1,314590.151,180617.19050000003
W00009753,,oa,238,7,35,196,2.9,14.7,82.4,315401.70149999997,180394.6745
W00009221,,oa,334,31,29,274,9.3,8.7,82.0,316192.978,178705.49349999998
W00008886,,oa,356,18,38,300,5.1,10.7,84.3,315514.277,177260.429
W00008809,,oa,333,36,56,241,10.8,16.8,72.4,318418.85,175519.956
W00009239,,oa,328,37,40,251,11.3,12.2,76.5,316110.84349999996,178779.4765
W00009544,,oa,278,30,27,221,10.8,9.7,79.5,316477.767,181060.35950000002
W00009738,,oa,285,27,33,225,9.5,11.6,78.9,316114.048,179320.3985
W00009739,,oa,335,24,42,269,7.2,12.5,80.3,314383.476,181352.9345
W00009054,,oa,354,26,31,297,7.3,8.8,83.9,314198.269,177282.2935
W00009055,,oa,352,51,28,273,14.5,8.0,77.6,314501.5235,177322.87699999998
W00009053,,oa,212,25,21,166,11.8,9.9,78.3,314482.15650000004,177124.8505
W00009058,,oa,251,31,25,195,12.4,10.0,77.7,314632.49950000003,177065.68099999998
W00008895,,oa,266,10,19,237,3.8,7.1,89.1,316111.797,176971.56949999998
W00008892,,oa,301,23,32,246,7.6,10.6,81.7,315435.968,177152.6755
W00009202,,oa,269,20,30,219,7.4,11.2,81.4,314686.6625,177478.9535
W00009207,,oa,254,19,28,207,7.5,11.0,81.5,314403.79500000004,178929.065
W00009200,,oa,313,13,32,268,4.2,10.2,85.6,315199.2875,177759.01
W00009280,,oa,323,9,36,278,2.8,11.1,86.1,317756.3955,182344.42450000002
W00009707,,oa,288,34,28,226,11.8,9.7,78.5,323681.294,180667.1875
W00009465,,oa,420,19,21,380,4.5,5.0,90.5,318712.5145,177906.05
W00009708,,oa,321,32,26,263,10.0,8.1,81.9,323901.11600000004,180559.4105
W00009192,,oa,237,21,28,188,8.9,11.8,79.3,315387.1675,178186.516
W00009211,,oa,286,16,24,246,5.6,8.4,86.0,314165.5015,178740.23599999998
W00009520,,oa,285,18,24,243,6.3,8.4,85.3,315489.50450000004,182085.73450000002
W00008868,,oa,291,20,38,233,6.9,13.1,80.1,315925.61600000004,176631.4385
W00009531,,oa,266,36,39,191,13.5,14.7,71.8,314661.57050000003,181469.217
W00009634,,oa,295,22,32,241,7.5,10.8,81.7,320458.7025,176702.59149999998
W00009165,,oa,261,27,36,198,10.3,13.8,75.9,316075.29,180537.25449999998
W00009168,,oa,249,33,42,174,13.3,16.9,69.9,315922.42850000004,180389.313
W00008874,,oa,366,37,41,288,10.1,11.2,78.7,316136.777,176466.9045
W00009768,,oa,276,30,31,215,10.9,11.2,77.9,315530.091,179786.03
W00008933,,oa,357,6,22,329,1.7,6.2,92.2,317956.137,177979.425
W00009099,,oa,310,36,33,241,11.6,10.6,77.7,318205.2675,174959.15600000002
W00009320,,oa,305,31,25,249,10.2,8.2,81.6,322409.5,181614.28399999999
W00009275,,oa,263,19,30,214,7.2,11.4,81.4,317637.924,182598.9725
W00009273,,oa,251,8,13,230,3.2,5.2,91.6,317153.67449999996,182900.342
W00009519,,oa,240,27,25,188,11.3,10.4,78.3,315765.748,182039.057
W00008790,,oa,235,27,25,183,11.5,10.6,77.9,319344.72250000003,176509.1485
W00008607,,oa,422,38,65,319,9.0,15.4,75.6,327037.3645,181138.44449999998
W00008605,,oa,296,22,23,251,7.4,7.8,84.8,324377.4535,184327.44650000002
W00009694,,oa,253,46,30,177,18.2,11.9,70.0,323066.8495,181184.75449999998
W00009715,,oa,329,42,27,260,12.8,8.2,79.0,322912.62049999996,179825.93349999998
W00009698,,oa,282,31,24,227,11.0,8.5,80.5,324396.7885,180913.8805
W00009692,,oa,384,42,28,314,10.9,7.3,81.8,324471.79099999997,181346.5565
W00010183,,oa,294,15,19,260,5.1,6.5,88.4,324335.07200000004,179931.04950000002
W00009669,,oa,452,52,50,350,11.5,11.1,77.4,323858.101,180837.9585
W00009677,,oa,313,31,27,255,9.9,8.6,81.5,324353.5775,181662.546
W00009671,,oa,296,36,29,231,12.2,9.8,78.0,324123.7265,180677.01549999998
W00009679,,oa,373,25,36,312,6.7,9.7,83.6,324410.017,181503.9385
W00009705,,oa,284,11,17,256,3.9,6.0,90.1,324524.2295,180737.505
W00009703,,oa,242,26,33,183,10.7,13.6,75.6,324094.091,180919.69900000002
W00009701,,oa,207,43,34,130,20.8,16.4,62.8,323023.8375,180642.7405
W00009714,,oa,273,35,40,198,12.8,14.7,72.5,323083.586,180069.5975
W00009681,,oa,313,32,37,244,10.2,11.8,78.0,323077.0335,180988.059
W00009523,,oa,614,46,51,517,7.5,8.3,84.2,315558.047,183356.4475
W00009375,,oa,429,25,47,357,5.8,11.0,83.2,311308.50899999996,183743.306
W00009761,,oa,287,27,38,222,9.4,13.2,77.4,314613.65650000004,180004.402
W00009605,,oa,331,31,39,261,9.4,11.8,78.9,322230.234,179063.18550000002
W00009328,,oa,352,36,44,272,10.2,12.5,77.3,322704.703,181379.19449999998
W00009087,,oa,374,18,21,335,4.8,5.6,89.6,317650.414,178851.8775
W00009089,,oa,342,11,20,311,3.2,5.8,90.9,317821.06799999997,178825.85950000002
W00009384,,oa,305,16,30,259,5.2,9.8,84.9,311085.843,181762.2505
W00006518,,oa,302,25,24,253,8.3,7.9,83.8,312191.46550000005,183384.202
W00006524,,oa,318,25,32,261,7.9,10.1,82.1,311964.7435,183804.6335
W00008959,,oa,279,21,25,233,7.5,9.0,83.5,318352.28449999995,180532.70150000002
W00009260,,oa,306,35,33,238,11.4,10.8,77.8,317763.517,181121.8965
W00009719,,oa,356,27,32,297,7.6,9.0,83.4,314204.39650000003,182708.2035
W00009349,,oa,310,22,32,256,7.1,10.3,82.6,319784,180548.9815
W00009265,,oa,266,15,17,234,5.6,6.4,88.0,317654.65150000004,183316.4185
W00009712,,oa,285,48,37,200,16.8,13.0,70.2,323316.1975,180259.293
W00009183,,oa,457,15,25,417,3.3,5.5,91.2,318101.90650000004,183206.35
W00009688,,oa,330,29,23,278,8.8,7.0,84.2,325172.588,180975.974
W00009176,,oa,388,18,27,343,4.6,7.0,88.4,317936.31350000005,183488.78149999998
W00009177,,oa,324,20,30,274,6.2,9.3,84.6,318901.564,183262.72950000002
