area_code,area_name,census_geography,all_qualifications,no_qualifications,level1,level2,level3,level4,apprenticeship,other,no_qualifications_perc,level1_perc,level2_perc,level3_perc,level4_perc,centroid_x,centroid_y
W00010130,,oa,181,7,13,12,18,81,1,49,3.9,7.2,6.6,9.9,44.8,318607.0605,176679.4135
W00010186,,oa,167,12,6,21,36,84,3,5,7.2,3.6,12.6,21.6,50.3,318966.55350000004,175300.3025
W00010194,,oa,220,2,11,17,19,163,2,6,0.9,5.0,7.7,8.6,74.1,319310.007,175320.0625
W00010197,,oa,204,3,7,17,29,133,2,13,1.5,3.4,8.3,14.2,65.2,319486.625,175185.9135
W00010160,,oa,156,4,11,15,27,93,2,4,2.6,7.1,9.6,17.3,59.6,318848.98600000003,174776.8245
W00010161,,oa,198,8,12,23,25,116,2,12,4.0,6.1,11.6,12.6,58.6,318245.8945,173535.3125
W00010143,,oa,165,6,10,23,33,84,2,7,3.6,6.1,13.9,20.0,50.9,318310.03500000003,173424.14500000002
W00009463,,oa,315,29,16,25,99,113,11,22,9.2,5.1,7.9,31.4,35.9,318884.7155,178060.82150000002
W00009448,,oa,325,63,29,27,75,109,10,12,19.4,8.9,8.3,23.1,33.5,318866.2085,176925.711
W00010200,,oa,234,7,19,21,32,145,2,8,3.0,8.1,9.0,13.7,62.0,318663.97349999996,174965.71250000002
W00010188,,oa,121,13,8,16,11,66,3,4,10.7,6.6,13.2,9.1,54.5,319190.65650000004,180046.599
W00010184,,oa,215,21,25,23,30,100,4,12,9.8,11.6,10.7,14.0,46.5,318984.9475,175491.454
W00009664,,oa,258,72,31,39,24,69,11,12,27.9,12.0,15.1,9.3,26.7,320132.5235,176911.369
W00008817,,oa,242,102,28,33,13,41,3,22,42.1,11.6,13.6,5.4,16.9,318872.419,175107.2645
W00008788,,oa,338,106,37,25,34,89,9,38,31.4,10.9,7.4,10.1,26.3,319473.9215,176821.278
W00010198,,oa,228,43,21,19,24,97,2,22,18.9,9.2,8.3,10.5,42.5,319019.33499999996,175076.0955
W00009331,,oa,313,75,42,59,34,76,17,10,24.0,13.4,18.8,10.9,24.3,320556.9365,181772.1095
W00010133,,oa,314,12,18,10,28,221,4,21,3.8,5.7,3.2,8.9,70.4,319622.31799999997,174723.5235
W00009611,,oa,277,57,38,59,27,66,19,11,20.6,13.7,21.3,9.7,23.8,321451.947,178866.353
W00010131,,oa,357,8,18,26,29,187,2,87,2.2,5.0,7.3,8.1,52.4,318752.796,176289.6365
W00008907,,oa,576,22,9,37,404,80,2,22,3.8,1.6,6.4,70.1,13.9,318258.2905,177611.60700000002
W00008903,,oa,468,30,14,25,301,80,5,13,6.4,3.0,5.3,64.3,17.1,318493.2965,177708.858
W00008900,,oa,515,31,12,34,325,85,9,19,6.0,2.3,6.6,63.1,16.5,318257.3255,177886.43
W00009434,,oa,341,20,22,25,119,108,3,44,5.9,6.5,7.3,34.9,31.7,318835.23600000003,177476.1085
W00009430,,oa,234,25,13,17,40,127,4,8,10.7,5.6,7.3,17.1,54.3,319142.33499999996,177641.5635
W00009438,,oa,218,26,18,20,23,111,3,17,11.9,8.3,9.2,10.6,50.9,319354.055,177487.766
W00009439,,oa,263,27,16,24,74,105,3,14,10.3,6.1,9.1,28.1,39.9,319128.6925,177430.88799999998
W00010181,,oa,212,12,18,20,35,95,3,29,5.7,8.5,9.4,16.5,44.8,319821.6315,177220.874
W00008915,,oa,449,17,13,24,287,74,1,33,3.8,2.9,5.3,63.9,16.5,318501.396,177283.1685
W00008910,,oa,568,13,13,33,429,65,3,12,2.3,2.3,5.8,75.5,11.4,318455.899,177567.27049999998
W00009387,,oa,246,51,34,31,18,103,6,3,20.7,13.8,12.6,7.3,41.9,320317.2465,178544.979
W00009386,,oa,201,70,28,31,10,39,11,12,34.8,13.9,15.4,5.0,19.4,320544.579,178639.8015
W00009301,,oa,156,73,27,20,14,12,3,7,46.8,17.3,12.8,9.0,7.7,322013.73250000004,180798.95400000003
W00009389,,oa,305,41,28,38,26,149,7,16,13.4,9.2,12.5,8.5,48.9,318903.939,178637.642
W00009407,,oa,266,42,12,29,22,140,8,13,15.8,4.5,10.9,8.3,52.6,320080.55850000004,177724.5415
W00009405,,oa,227,32,14,13,33,109,4,22,14.1,6.2,5.7,14.5,48.0,319393.44550000003,177941.19
W00009408,,oa,285,44,33,19,28,112,2,47,15.4,11.6,6.7,9.8,39.3,320665.221,178077.4225
W00009409,,oa,262,48,30,45,23,94,13,9,18.3,11.5,17.2,8.8,35.9,319593.9665,179403.875
W00009662,,oa,221,78,15,29,21,52,3,23,35.3,6.8,13.1,9.5,23.5,320059.026,176713.53999999998
W00009668,,oa,229,53,32,28,22,73,7,14,23.1,14.0,12.2,9.6,31.9,320303.61199999996,176952.82549999998
W00010196,,oa,173,9,7,13,34,98,2,10,5.2,4.0,7.5,19.7,56.6,318567.266,174930.985
W00009316,,oa,217,51,41,44,21,37,14,9,23.5,18.9,20.3,9.7,17.1,321467.1435,179481.027
W00009395,,oa,249,18,13,18,38,153,3,6,7.2,5.2,7.2,15.3,61.4,319613.981,178268.1105
W00010216,,oa,187,45,10,13,13,89,1,16,24.1,5.3,7.0,7.0,47.6,318945.1805,174828.861
W00010217,,oa,162,23,23,34,25,46,5,6,14.2,14.2,21.0,15.4,28.4,320947.028,181523.7475
W00009413,,oa,234,16,25,36,26,114,6,11,6.8,10.7,15.4,11.1,48.7,318805.46400000004,179169.4985
W00009454,,oa,429,32,11,40,236,78,1,31,7.5,2.6,9.3,55.0,18.2,318564.598,178247.516
W00009418,,oa,218,21,16,38,16,113,5,9,9.6,7.3,17.4,7.3,51.8,318736.4575,179054.2645
W00009499,,oa,229,26,24,35,32,90,12,10,11.4,10.5,15.3,14.0,39.3,320316.6625,182021.3075
W00008962,,oa,231,26,22,35,26,106,4,12,11.3,9.5,15.2,11.3,45.9,319096.204,180471.3525
W00008965,,oa,278,27,24,37,27,150,6,7,9.7,8.6,13.3,9.7,54.0,318629.45050000004,180294.299
W00008969,,oa,204,34,21,34,27,72,3,13,16.7,10.3,16.7,13.2,35.3,319053.52150000003,180050.111
W00008961,,oa,258,25,17,33,34,129,3,17,9.7,6.6,12.8,13.2,50.0,318864.3285,180544.6485
W00008807,,oa,394,87,38,43,34,156,13,23,22.1,9.6,10.9,8.6,39.6,318713.59849999996,174321.23200000002
W00008800,,oa,292,49,37,34,50,89,4,29,16.8,12.7,11.6,17.1,30.5,320036.184,177041.47950000002
W00008808,,oa,261,39,21,27,24,145,2,3,14.9,8.0,10.3,9.2,55.6,319140.8985,175923.1725
W00008947,,oa,245,42,18,28,15,130,6,6,17.1,7.3,11.4,6.1,53.1,319776.64749999996,180855.5245
W00008948,,oa,263,23,19,29,28,152,4,8,8.7,7.2,11.0,10.6,57.8,319411.795,181476.2715
W00009476,,oa,398,42,21,26,177,115,2,15,10.6,5.3,6.5,44.5,28.9,318856.15150000004,177677.5635
W00009472,,oa,196,23,14,20,21,100,3,15,11.7,7.1,10.2,10.7,51.0,319273.7925,177790.287
W00009470,,oa,235,28,10,23,51,104,7,12,11.9,4.3,9.8,21.7,44.3,319116.7035,177781.96
W00009471,,oa,491,31,19,24,208,168,2,39,6.3,3.9,4.9,42.4,34.2,318693.67949999997,177531.3145
W00009646,,oa,264,128,46,31,14,19,9,17,48.5,17.4,11.7,5.3,7.2,319595.684,176264.00449999998
W00009643,,oa,201,60,6,28,22,71,2,12,29.9,3.0,13.9,10.9,35.3,319727.1675,176427.0395
W00009648,,oa,207,95,31,32,18,19,6,6,45.9,15.0,15.5,8.7,9.2,320655.4815,177355.642
W00008976,,oa,273,36,18,33,19,149,7,11,13.2,6.6,12.1,7.0,54.6,318824.5,179531.60450000002
W00008977,,oa,264,20,11,40,23,158,4,8,7.6,4.2,15.2,8.7,59.8,318475.04449999996,179482.6015
W00008973,,oa,286,32,18,44,24,155,6,7,11.2,6.3,15.4,8.4,54.2,319181.4855,179596.131
W00008970,,oa,244,28,13,27,24,131,4,17,11.5,5.3,11.1,9.8,53.7,318802.55700000003,179876.62300000002
W00009109,,oa,153,72,14,12,10,30,3,12,47.1,9.2,7.8,6.5,19.6,318431.908,174789.9105
W00008813,,oa,250,21,20,26,29,140,3,11,8.4,8.0,10.4,11.6,56.0,319041.2025,175654.3915
W00009361,,oa,287,99,45,43,28,39,13,20,34.5,15.7,15.0,9.8,13.6,320299.1185,179726.0005
W00009443,,oa,304,32,17,27,83,129,2,14,10.5,5.6,8.9,27.3,42.4,318990.135,177443.653
W00009469,,oa,221,25,12,23,43,102,4,12,11.3,5.4,10.4,19.5,46.2,318869.923,177868.27850000001
W00009462,,oa,318,34,19,30,80,132,1,22,10.7,6.0,9.4,25.2,41.5,319197.2115,177990.13
W00009466,,oa,324,29,20,20,103,122,6,24,9.0,6.2,6.2,31.8,37.7,319038.13049999997,177887.3775
W00009461,,oa,278,16,13,24,73,145,1,6,5.8,4.7,8.6,26.3,52.2,319072.605,178139.50699999998
W00009655,,oa,234,132,27,30,11,19,4,11,56.4,11.5,12.8,4.7,8.1,320875.6995,177209.9495
W00009657,,oa,166,70,14,22,14,36,3,7,42.2,8.4,13.3,8.4,21.7,320577.531,177505.59600000002
W00009656,,oa,355,73,74,60,36,79,12,21,20.6,20.8,16.9,10.1,22.3,321301.05449999997,176503.1
W00009652,,oa,245,120,31,42,10,24,6,12,49.0,12.7,17.1,4.1,9.8,320934.713,177381.31650000002
W00009650,,oa,208,35,21,22,20,82,9,19,16.8,10.1,10.6,9.6,39.4,321396.213,177398.24099999998
W00009651,,oa,252,109,31,31,20,41,8,12,43.3,12.3,12.3,7.9,16.3,320844.2845,177519.21000000002
W00009659,,oa,239,76,47,40,22,32,7,15,31.8,19.7,16.7,9.2,13.4,320535.50049999997,177081.212
W00009658,,oa,226,73,50,37,19,29,9,9,32.3,22.1,16.4,8.4,12.8,320848.2585,177046.454
W00010172,,oa,258,55,49,29,23,73,6,23,21.3,19.0,11.2,8.9,28.3,321526.8125,177431.41100000002
W00009371,,oa,272,59,52,52,38,52,8,11,21.7,19.1,19.1,14.0,19.1,320277.046,181742.271
W00008921,,oa,242,19,10,22,66,108,3,14,7.9,4.1,9.1,27.3,44.6,318415.8365,178296.0055
W00010142,,oa,272,44,31,39,34,108,5,11,16.2,11.4,14.3,12.5,39.7,320195.746,178167.299
W00010127,,oa,177,15,8,21,15,110,1,7,8.5,4.5,11.9,8.5,62.1,319368.226,173977.5005
W00009626,,oa,256,89,31,45,30,36,17,8,34.8,12.1,17.6,11.7,14.1,321751.20999999996,179651.347
W00009625,,oa,204,86,24,44,19,16,5,10,42.2,11.8,21.6,9.3,7.8,322171.2215,179463.5855
W00009623,,oa,230,64,40,45,17,35,16,13,27.8,17.4,19.6,7.4,15.2,321992.10549999995,179580.0795
W00010147,,oa,227,15,8,15,19,159,2,9,6.6,3.5,6.6,8.4,70.0,319405.15150000004,174981.5615
W00008956,,oa,254,29,25,36,22,128,3,11,11.4,9.8,14.2,8.7,50.4,319282.06200000003,180863.772
W00008950,,oa,286,37,30,40,20,136,9,14,12.9,10.5,14.0,7.0,47.6,318774.2355,181252.5115
W00009982,,oa,1737,282,155,223,841,145,19,72,16.2,8.9,12.8,48.4,8.3,319013.34699999995,176390.36599999998
W00009346,,oa,265,77,55,52,23,28,10,20,29.1,20.8,19.6,8.7,10.6,320082.25,180500.603
W00009344,,oa,272,74,64,43,33,35,6,17,27.2,23.5,15.8,12.1,12.9,320014.62549999997,180659.69
W00008922,,oa,503,23,20,31,244,164,0,21,4.6,4.0,6.2,48.5,32.6,318281.5455,178307.21850000002
W00009343,,oa,234,52,35,31,26,53,11,26,22.2,15.0,13.2,11.1,22.6,320176.6185,181014.85
W00009445,,oa,192,57,22,15,16,62,5,15,29.7,11.5,7.8,8.3,32.3,319489.8895,177177.983
W00009447,,oa,205,45,21,30,22,62,6,19,22.0,10.2,14.6,10.7,30.2,319366.02249999996,177192.325
W00009444,,oa,296,35,24,24,79,119,3,12,11.8,8.1,8.1,26.7,40.2,319117.252,177338.109
W00009442,,oa,184,28,15,18,16,96,2,9,15.2,8.2,9.8,8.7,52.2,319506.1925,177366.336
W00009441,,oa,307,59,22,32,70,92,9,23,19.2,7.2,10.4,22.8,30.0,319078.6345,177220.878
W00009449,,oa,340,24,22,26,80,161,3,24,7.1,6.5,7.6,23.5,47.4,318997.4385,176904.55599999998
W00009637,,oa,260,73,36,51,24,60,6,10,28.1,13.8,19.6,9.2,23.1,320329.5965,176467.21899999998
W00009635,,oa,246,79,25,33,26,57,10,16,32.1,10.2,13.4,10.6,23.2,320053.4095,176600.0565
W00009630,,oa,296,78,55,35,25,78,7,18,26.4,18.6,11.8,8.4,26.4,320037.5,176361.3695
W00009639,,oa,288,77,39,33,24,97,8,10,26.7,13.5,11.5,8.3,33.7,320374.94550000003,176517.008
W00010159,,oa,194,31,12,13,22,111,3,2,16.0,6.2,6.7,11.3,57.2,320259.578,177959.8305
W00009357,,oa,220,94,36,38,18,20,5,9,42.7,16.4,17.3,8.2,9.1,320531.918,180189.37550000002
W00009355,,oa,231,51,42,41,29,47,16,5,22.1,18.2,17.7,12.6,20.3,319645.405,180093.5795
W00009352,,oa,251,94,42,36,20,42,5,12,37.5,16.7,14.3,8.0,16.7,320149.261,180396.67700000003
W00009350,,oa,203,60,35,34,16,43,6,9,29.6,17.2,16.7,7.9,21.2,319465.7825,180394.80099999998
W00009358,,oa,182,80,25,30,10,20,5,12,44.0,13.7,16.5,5.5,11.0,320192.975,180027.3245
W00009451,,oa,375,37,28,33,106,141,6,24,9.9,7.5,8.8,28.3,37.6,318507.78949999996,178695.33500000002
W00009459,,oa,300,25,16,19,65,154,4,17,8.3,5.3,6.3,21.7,51.3,319079.7485,178346.0235
W00008786,,oa,257,65,34,41,30,65,5,17,25.3,13.2,16.0,11.7,25.3,319795.08999999997,176709.54100000003
W00008784,,oa,309,90,44,40,28,81,4,22,29.1,14.2,12.9,9.1,26.2,319924.571,176935.2865
W00008780,,oa,226,66,32,23,32,55,2,16,29.2,14.2,10.2,14.2,24.3,320017.569,177153
W00009607,,oa,271,51,49,48,36,68,12,7,18.8,18.1,17.7,13.3,25.1,321728.671,179091.9605
W00009608,,oa,275,52,39,43,31,75,18,17,18.9,14.2,15.6,11.3,27.3,321507.6715,179049.44
W00008930,,oa,461,23,20,49,240,107,7,15,5.0,4.3,10.6,52.1,23.2,318417.7695,177960.28399999999
W00009321,,oa,212,88,31,32,22,26,5,8,41.5,14.6,15.1,10.4,12.3,322205.46900000004,181522.5485
W00008795,,oa,341,78,51,41,33,109,9,20,22.9,15.0,12.0,9.7,32.0,320010.034,177376.92599999998
W00009426,,oa,255,37,21,13,63,110,2,9,14.5,8.2,5.1,24.7,43.1,318719.97199999995,178073.397
W00009425,,oa,262,24,20,24,46,127,4,17,9.2,7.6,9.2,17.6,48.5,319314.26249999995,177096.913
W00009423,,oa,296,55,20,25,44,115,3,34,18.6,6.8,8.4,14.9,38.9,319382.233,177815.16600000003
W00008792,,oa,212,57,25,24,21,71,4,10,26.9,11.8,11.3,9.9,33.5,319480.234,176481.4
W00008799,,oa,307,76,26,32,44,86,4,39,24.8,8.5,10.4,14.3,28.0,320159.89749999996,177372.45299999998
W00008798,,oa,329,95,46,33,36,98,4,17,28.9,14.0,10.0,10.9,29.8,320269.65599999996,177350.4675
W00008804,,oa,284,85,27,21,25,104,6,16,29.9,9.5,7.4,8.8,36.6,318545.35,174315.5565
W00010149,,oa,219,6,12,15,30,140,1,15,2.7,5.5,6.8,13.7,63.9,317960.61950000003,173322.288
W00010138,,oa,182,6,8,13,28,119,0,8,3.3,4.4,7.1,15.4,65.4,318183.8515,173392.698
W00010170,,oa,167,68,14,20,15,37,3,10,40.7,8.4,12.0,9.0,22.2,317813.7035,173965.9925
W00010154,,oa,227,9,11,16,25,146,6,14,4.0,4.8,7.0,11.0,64.3,318686.49199999997,174672.148
W00010139,,oa,326,17,11,36,36,207,7,12,5.2,3.4,11.0,11.0,63.5,319622.854,174448.446
W00010137,,oa,436,3,27,30,58,240,2,76,0.7,6.2,6.9,13.3,55.0,318676.0115,176040.896
W00010212,,oa,105,43,2,8,11,33,2,6,41.0,1.9,7.6,10.5,31.4,317527.934,177777.869
W00009645,,oa,325,128,33,47,16,63,8,30,39.4,10.2,14.5,4.9,19.4,320153.646,176168.311
W00010178,,oa,1336,30,25,76,947,170,3,85,2.2,1.9,5.7,70.9,12.7,317138.25600000005,178163.10450000002
W00009181,,oa,247,26,21,34,19,124,8,15,10.5,8.5,13.8,7.7,50.2,319481.62549999997,183640.25
W00007425,,oa,357,57,35,61,30,160,10,4,16.0,9.8,17.1,8.4,44.8,322052.74600000004,186157.725
W00010219,,oa,277,12,12,22,167,55,1,8,4.3,4.3,7.9,60.3,19.9,318437.728,177450.9545
W00009161,,oa,335,56,27,49,37,138,17,11,16.7,8.1,14.6,11.0,41.2,316361.702,180503.12
W00010208,,oa,224,8,18,11,43,121,0,23,3.6,8.0,4.9,19.2,54.0,318353.32200000004,176059.8875
W00009073,,oa,309,107,37,40,27,74,7,17,34.6,12.0,12.9,8.7,23.9,316641.757,178816.923
W00009090,,oa,287,75,33,44,33,69,16,17,26.1,11.5,15.3,11.5,24.0,318141.51450000005,174643.75
W00010199,,oa,219,29,18,24,30,111,4,3,13.2,8.2,11.0,13.7,50.7,316945.8125,181505.686
W00009126,,oa,326,77,49,48,41,67,13,31,23.6,15.0,14.7,12.6,20.6,316933.387,175703.597
W00010168,,oa,162,15,23,23,24,62,3,12,9.3,14.2,14.2,14.8,38.3,317786.41099999996,173911.8315
W00009336,,oa,236,21,24,38,38,95,7,13,8.9,10.2,16.1,16.1,40.3,319816.59349999996,181082.1355
W00009695,,oa,205,67,31,32,21,33,9,12,32.7,15.1,15.6,10.2,16.1,324225.7305,181190.80550000002
W00009147,,oa,252,43,34,37,36,82,9,11,17.1,13.5,14.7,14.3,32.5,316691.0635,179829.147
W00009144,,oa,214,44,30,27,18,76,11,8,20.6,14.0,12.6,8.4,35.5,316450.61100000003,179919.948
W00009145,,oa,251,57,27,33,35,74,16,9,22.7,10.8,13.1,13.9,29.5,316693.106,180016.38150000002
W00009436,,oa,294,31,13,27,80,127,3,13,10.5,4.4,9.2,27.2,43.2,319248.604,177604.9845
W00008926,,oa,345,21,14,33,129,121,8,19,6.1,4.1,9.6,37.4,35.1,317729.658,178171.3075
W00009159,,oa,304,67,35,47,20,115,9,11,22.0,11.5,15.5,6.6,37.8,316646.5135,180572.2895
W00009151,,oa,278,49,38,46,26,96,14,9,17.6,13.7,16.5,9.4,34.5,316702.30299999996,179591.9505
W00009305,,oa,195,62,38,31,21,30,6,7,31.8,19.5,15.9,10.8,15.4,322450.57550000004,180511.7875
W00010206,,oa,185,45,33,18,28,40,0,21,24.3,17.8,9.7,15.1,21.6,319304.767,176456.4745
W00009253,,oa,225,60,34,39,24,47,10,11,26.7,15.1,17.3,10.7,20.9,317632.651,181380
W00009565,,oa,304,82,43,34,20,92,6,27,27.0,14.1,11.2,6.6,30.3,317217.14650000003,176257.39049999998
W00009562,,oa,218,94,22,25,20,38,3,16,43.1,10.1,11.5,9.2,17.4,317133.435,176385.84649999999
W00009561,,oa,216,99,30,25,12,34,4,12,45.8,13.9,11.6,5.6,15.7,316758.5825,176268.4535
W00009667,,oa,189,45,26,23,22,61,3,9,23.8,13.8,12.2,11.6,32.3,320395.52749999997,176889.14549999998
W00009661,,oa,265,80,23,25,14,97,9,17,30.2,8.7,9.4,5.3,36.6,320272.3345,177169.293
W00010117,,oa,209,9,9,16,39,112,0,24,4.3,4.3,7.7,18.7,53.6,317907.454,177159.7735
W00009123,,oa,327,104,49,50,24,65,7,28,31.8,15.0,15.3,7.3,19.9,317462.36199999996,175758.7145
W00009396,,oa,318,25,21,31,40,173,9,19,7.9,6.6,9.7,12.6,54.4,319570.9385,178291.9025
W00010214,,oa,261,29,24,40,30,121,7,10,11.1,9.2,15.3,11.5,46.4,316775.7365,181228.03
W00010211,,oa,139,5,14,17,20,79,1,3,3.6,10.1,12.2,14.4,56.8,317607.6495,173252.3555
W00009574,,oa,299,96,43,37,18,54,8,43,32.1,14.4,12.4,6.0,18.1,317353.11,176028.103
W00009572,,oa,353,58,46,39,33,144,5,28,16.4,13.0,11.0,9.3,40.8,317830.19550000003,176015.05550000002
W00009573,,oa,251,81,32,32,26,55,6,19,32.3,12.7,12.7,10.4,21.9,317446.047,176081
W00009570,,oa,365,107,52,32,34,89,3,48,29.3,14.2,8.8,9.3,24.4,317602.0985,176054.753
W00009578,,oa,251,14,14,19,27,165,5,7,5.6,5.6,7.6,10.8,65.7,316689.83999999997,177465.6665
W00009136,,oa,260,55,30,33,31,83,2,26,21.2,11.5,12.7,11.9,31.9,317518.71849999996,175488.585
W00009135,,oa,267,83,37,24,16,74,8,25,31.1,13.9,9.0,6.0,27.7,317761.55350000004,175488.276
W00009132,,oa,253,80,41,25,26,58,5,18,31.6,16.2,9.9,10.3,22.9,317794.0555,175342.138
W00009133,,oa,254,86,35,40,23,34,12,24,33.9,13.8,15.7,9.1,13.4,317044.68799999997,175367.3495
W00008882,,oa,232,80,38,20,21,58,5,10,34.5,16.4,8.6,9.1,25.0,316460.32550000004,176111.6825
W00008880,,oa,307,67,27,44,19,124,9,17,21.8,8.8,14.3,6.2,40.4,316520.409,176247.961
W00009477,,oa,355,70,56,58,45,104,13,9,19.7,15.8,16.3,12.7,29.3,323255.925,181615.6195
W00009233,,oa,292,76,32,41,36,79,18,10,26.0,11.0,14.0,12.3,27.1,316575.0075,179084.0775
W00009543,,oa,263,30,34,38,26,111,11,13,11.4,12.9,14.4,9.9,42.2,316590.19499999995,181193.52850000001
W00009732,,oa,179,42,27,24,13,50,15,8,23.5,15.1,13.4,7.3,27.9,316436.4885,179673.082
W00009647,,oa,215,97,37,21,28,20,2,10,45.1,17.2,9.8,13.0,9.3,320147.25,175626.0005
W00009649,,oa,225,95,35,27,16,34,8,10,42.2,15.6,12.0,7.1,15.1,320938.042,177636.9595
W00008979,,oa,219,30,19,29,26,98,9,8,13.7,8.7,13.2,11.9,44.7,319440.0145,181969.0655
W00009105,,oa,312,104,43,42,33,64,1,25,33.3,13.8,13.5,10.6,20.5,317665.876,175084.346
W00009363,,oa,191,31,35,28,28,50,7,12,16.2,18.3,14.7,14.7,26.2,319969.3765,179742.14250000002
W00008899,,oa,418,26,17,26,248,85,1,15,6.2,4.1,6.2,59.3,20.3,317943.82999999996,177800.701
W00008818,,oa,370,113,55,47,23,85,8,39,30.5,14.9,12.7,6.2,23.0,318713.828,175089.338
W00009365,,oa,211,69,40,31,12,45,7,7,32.7,19.0,14.7,5.7,21.3,320222.8635,179556.27750000003
W00009369,,oa,301,88,49,50,42,50,10,12,29.2,16.3,16.6,14.0,16.6,320144.868,181780.8825
W00009285,,oa,255,59,38,47,38,48,12,13,23.1,14.9,18.4,14.9,18.8,316964.121,182274.0185
W00009284,,oa,271,55,48,45,36,57,14,16,20.3,17.7,16.6,13.3,21.0,317268.3225,182253.8075
W00009288,,oa,240,66,43,33,30,52,6,10,27.5,17.9,13.8,12.5,21.7,316683.201,182225.4975
W00009558,,oa,259,50,19,23,18,133,6,10,19.3,7.3,8.9,6.9,51.4,316723.3415,176640.4325
W00010224,,oa,166,47,13,29,13,39,6,19,28.3,7.8,17.5,7.8,23.5,317591.03500000003,175741.638
W00009706,,oa,214,45,38,33,30,58,2,8,21.0,17.8,15.4,14.0,27.1,324139.6675,180590.1265
W00009653,,oa,265,129,44,24,20,28,7,13,48.7,16.6,9.1,7.5,10.6,321162.1365,177422.6955
W00010176,,oa,309,18,29,39,46,162,3,12,5.8,9.4,12.6,14.9,52.4,316868.773,181118.6445
W00010173,,oa,185,11,8,16,21,111,4,14,5.9,4.3,8.6,11.4,60.0,317284.35349999997,174033.1485
W00009110,,oa,309,79,49,33,23,93,7,25,25.6,15.9,10.7,7.4,30.1,317837.5365,174869.299
W00009290,,oa,232,77,32,39,18,47,6,13,33.2,13.8,16.8,7.8,20.3,316687.0245,182032.40899999999
W00009521,,oa,227,63,20,39,20,63,12,10,27.8,8.8,17.2,8.8,27.8,316369.614,182160.18300000002
W00009624,,oa,293,128,47,42,21,35,9,11,43.7,16.0,14.3,7.2,11.9,322459.576,179437.9505
W00009629,,oa,287,78,43,46,34,71,7,8,27.2,15.0,16.0,11.8,24.7,320230.017,176771.6165
W00008955,,oa,264,17,10,33,26,160,7,11,6.4,3.8,12.5,9.8,60.6,319052.373,181045.1645
W00008958,,oa,240,39,12,32,22,122,5,8,16.3,5.0,13.3,9.2,50.8,319362.7735,180670.72
W00009340,,oa,228,79,35,42,19,37,3,13,34.6,15.4,18.4,8.3,16.2,320710.4275,181084.886
W00009082,,oa,309,41,29,27,64,124,5,19,13.3,9.4,8.7,20.7,40.1,317230.4515,179105.7495
W00010157,,oa,225,20,14,34,35,109,8,5,8.9,6.2,15.1,15.6,48.4,321673.966,182049.0765
W00008927,,oa,383,25,8,21,174,127,11,17,6.5,2.1,5.5,45.4,33.2,317853.77099999995,178028.776
W00008925,,oa,380,22,13,30,146,153,5,11,5.8,3.4,7.9,38.4,40.3,317923.1355,178189.0755
W00008877,,oa,285,58,27,32,32,112,7,17,20.4,9.5,11.2,11.2,39.3,316610.664,176459.511
W00008875,,oa,307,62,22,28,33,141,5,16,20.2,7.2,9.1,10.7,45.9,316361.83499999996,176436.631
W00008878,,oa,235,49,28,29,18,89,6,16,20.9,11.9,12.3,7.7,37.9,316275.069,176362.263
W00009083,,oa,578,41,26,49,257,173,5,27,7.1,4.5,8.5,44.5,29.9,317672.8985,179016.201
W00009081,,oa,275,25,23,26,48,140,5,8,9.1,8.4,9.5,17.5,50.9,317300.5,178542.70299999998
W00009263,,oa,338,25,41,76,37,144,7,8,7.4,12.1,22.5,10.9,42.6,317250.283,183557.02250000002
W00009500,,oa,231,24,21,40,30,103,9,4,10.4,9.1,17.3,13.0,44.6,319942.10699999996,182070.146
W00009582,,oa,278,22,9,23,24,187,6,7,7.9,3.2,8.3,8.6,67.3,316894.7595,177232.5215
W00009584,,oa,260,46,12,20,18,157,2,5,17.7,4.6,7.7,6.9,60.4,316415.05,177158.505
W00009583,,oa,272,17,10,27,33,175,4,6,6.3,3.7,9.9,12.1,64.3,316567.5265,177137.0455
W00009589,,oa,243,40,12,20,25,135,3,8,16.5,4.9,8.2,10.3,55.6,316699.966,177021.6775
W00009456,,oa,349,36,21,34,123,105,6,24,10.3,6.0,9.7,35.2,30.1,318654.4305,178264.0365
W00009457,,oa,329,29,18,29,73,161,6,13,8.8,5.5,8.8,22.2,48.9,318814.99950000003,178315.089
W00009452,,oa,315,24,13,30,98,116,6,28,7.6,4.1,9.5,31.1,36.8,318577.6645,178500.68300000002
W00009453,,oa,336,35,18,26,38,193,2,24,10.4,5.4,7.7,11.3,57.4,318679.136,178622.986
W00008782,,oa,288,83,32,35,30,82,5,21,28.8,11.1,12.2,10.4,28.5,319789.7835,176961.87099999998
W00009682,,oa,277,123,31,42,23,39,7,12,44.4,11.2,15.2,8.3,14.1,323213.6435,181075
W00009174,,oa,280,34,23,39,40,121,12,11,12.1,8.2,13.9,14.3,43.2,317053.38800000004,180160.32150000002
W00009173,,oa,235,29,21,42,20,107,7,9,12.3,8.9,17.9,8.5,45.5,317354.99,180180.7095
W00009179,,oa,263,22,20,50,21,136,8,6,8.4,7.6,19.0,8.0,51.7,318198.4255,182883.8185
W00009097,,oa,253,66,34,26,19,69,6,33,26.1,13.4,10.3,7.5,27.3,317460.7885,175218.83299999998
W00009096,,oa,300,78,40,30,27,91,4,30,26.0,13.3,10.0,9.0,30.3,317932.4895,175206.45899999997
