area_code,area_name,census_geography,rooms_all,rooms_2_plus,rooms_1_plus,rooms_0,rooms_1_minus,rooms_2_minus,rooms_2_plus_perc,rooms_1_plus_perc,rooms_0_perc,rooms_1_minus_perc,rooms_2_minus_perc,centroid_x,centroid_y
W00009238,,oa,141,75,38,26,1,1,53.2,27.0,18.4,0.7,0.7,315275.966,178952.6875
W00009546,,oa,109,80,14,12,2,1,73.4,12.8,11.0,1.8,0.9,316123.4975,181328.48700000002
W00010163,,oa,116,107,7,1,1,0,92.2,6.0,0.9,0.9,0.0,312217.7795,181787.278
W00009104,,oa,156,48,38,44,19,7,30.8,24.4,28.2,12.2,4.5,317546.2325,175039.474
W00009102,,oa,127,39,45,28,11,4,30.7,35.4,22.0,8.7,3.1,317165.79850000003,175043.2355
W00009057,,oa,127,87,21,12,3,4,68.5,16.5,9.4,2.4,3.1,314259.7885,177040.8605
W00009050,,oa,116,49,27,28,8,4,42.2,23.3,24.1,6.9,3.4,313328.2385,177217.52899999998
W00009059,,oa,133,76,39,13,4,1,57.1,29.3,9.8,3.0,0.8,313086.7175,178629.2005
W00008891,,oa,117,69,22,24,2,0,59.0,18.8,20.5,1.7,0.0,315722.2025,177157.7595
W00009206,,oa,124,105,11,8,0,0,84.7,8.9,6.5,0.0,0.0,313587.56649999996,179297.759
W00009208,,oa,137,110,17,8,2,0,80.3,12.4,5.8,1.5,0.0,313841.3575,178951.543
W00009209,,oa,117,52,21,38,6,0,44.4,17.9,32.5,5.1,0.0,314082.5415,178977.0845
W00009193,,oa,123,48,41,24,10,0,39.0,33.3,19.5,8.1,0.0,315784.7955,178010.899
W00009191,,oa,236,116,56,52,9,3,49.2,23.7,22.0,3.8,1.3,314404.4875,178977.3025
W00009027,,oa,130,24,44,44,14,4,18.5,33.8,33.8,10.8,3.1,312706.586,175770.09999999998
W00009020,,oa,118,18,39,47,12,2,15.3,33.1,39.8,10.2,1.7,312787.98549999995,176013.139
W00009029,,oa,121,58,31,27,4,1,47.9,25.6,22.3,3.3,0.8,313716.968,178417.285
W00009373,,oa,132,89,22,17,4,0,67.4,16.7,12.9,3.0,0.0,320286.579,181541.89
W00009212,,oa,104,57,28,5,12,2,54.8,26.9,4.8,11.5,1.9,314304.838,178665.0795
W00009529,,oa,134,114,15,4,1,0,85.1,11.2,3.0,0.7,0.0,314874.70149999997,182356.24800000002
W00009717,,oa,133,77,39,9,8,0,57.9,29.3,6.8,6.0,0.0,312990.168,182382.664
W00009718,,oa,141,112,18,9,2,0,79.4,12.8,6.4,1.4,0.0,313466.506,181823.38400000002
W00010144,,oa,122,115,6,1,0,0,94.3,4.9,0.8,0.0,0.0,311261.906,178674.0855
W00009347,,oa,98,57,28,8,3,2,58.2,28.6,8.2,3.1,2.0,320540.631,180522.9605
W00009036,,oa,131,70,31,24,3,3,53.4,23.7,18.3,2.3,2.3,313391.20550000004,177828.7135
W00009037,,oa,133,67,20,32,12,2,50.4,15.0,24.1,9.0,1.5,313732.45550000004,177910.90899999999
W00009034,,oa,137,89,27,18,2,1,65.0,19.7,13.1,1.5,0.7,314229.436,177522.2895
W00009038,,oa,147,19,58,59,6,5,12.9,39.5,40.1,4.1,3.4,313156.833,178027.58299999998
W00009039,,oa,124,69,32,22,1,0,55.6,25.8,17.7,0.8,0.0,312707.5725,178080.69900000002
W00009345,,oa,140,74,25,30,9,2,52.9,17.9,21.4,6.4,1.4,320362.489,180432.419
W00009007,,oa,126,42,24,37,16,7,33.3,19.0,29.4,12.7,5.6,313841.483,176410.2515
W00009004,,oa,131,36,49,35,8,3,27.5,37.4,26.7,6.1,2.3,313933.33050000004,176608.1445
W00009005,,oa,128,36,43,35,9,5,28.1,33.6,27.3,7.0,3.9,313013.30449999997,176483.2135
W00009002,,oa,158,46,45,49,16,2,29.1,28.5,31.0,10.1,1.3,313562,176536.5
W00009003,,oa,129,55,28,25,15,6,42.6,21.7,19.4,11.6,4.7,313447.3495,176468.722
W00009001,,oa,128,39,37,42,6,4,30.5,28.9,32.8,4.7,3.1,313840.67949999997,176802.446
W00009008,,oa,125,34,39,37,12,3,27.2,31.2,29.6,9.6,2.4,313131.58499999996,176456.374
W00009506,,oa,128,106,16,6,0,0,82.8,12.5,4.7,0.0,0.0,312542.095,181125.16700000002
W00009769,,oa,122,38,42,24,17,1,31.1,34.4,19.7,13.9,0.8,315697.001,179673.56050000002
W00008843,,oa,147,33,49,46,15,4,22.4,33.3,31.3,10.2,2.7,313945.545,175571.6655
W00008842,,oa,130,85,21,16,8,0,65.4,16.2,12.3,6.2,0.0,312999.08550000004,175627.0885
W00008840,,oa,122,41,30,35,13,3,33.6,24.6,28.7,10.7,2.5,314329.7525,175628.448
W00008841,,oa,128,60,36,26,6,0,46.9,28.1,20.3,4.7,0.0,313415.8915,175653.34350000002
W00009016,,oa,103,17,21,47,15,3,16.5,20.4,45.6,14.6,2.9,312603.45849999995,176048.26799999998
W00009017,,oa,113,65,31,13,2,2,57.5,27.4,11.5,1.8,1.8,312163.1725,175953.20299999998
W00009015,,oa,137,111,19,6,0,1,81.0,13.9,4.4,0.0,0.7,311401.2695,175984.3455
W00009013,,oa,134,63,30,31,7,3,47.0,22.4,23.1,5.2,2.2,313661.74199999997,176140.776
W00009010,,oa,126,32,31,48,11,4,25.4,24.6,38.1,8.7,3.2,312783.2975,176170.8725
W00009018,,oa,136,44,29,56,7,0,32.4,21.3,41.2,5.1,0.0,313222.8155,176093.46
W00009511,,oa,140,122,6,10,2,0,87.1,4.3,7.1,1.4,0.0,313061.8545,180336.83649999998
W00008994,,oa,124,39,46,31,8,0,31.5,37.1,25.0,6.5,0.0,314139.359,176636.55849999998
W00008998,,oa,156,71,31,43,9,2,45.5,19.9,27.6,5.8,1.3,314386.791,176744.8205
W00008993,,oa,132,34,47,34,15,2,25.8,35.6,25.8,11.4,1.5,314215.58400000003,176933.39049999998
W00008853,,oa,135,90,19,17,9,0,66.7,14.1,12.6,6.7,0.0,315256.38800000004,176840.82
W00008854,,oa,128,90,27,9,0,2,70.3,21.1,7.0,0.0,1.6,315014.54500000004,176970.495
W00010209,,oa,136,68,32,26,10,0,50.0,23.5,19.1,7.4,0.0,315424.0895,176375.858
W00008858,,oa,108,92,7,8,1,0,85.2,6.5,7.4,0.9,0.0,315384.5955,176911
W00008857,,oa,142,45,40,34,23,0,31.7,28.2,23.9,16.2,0.0,315879.9175,176896.4345
W00009194,,oa,141,97,27,15,2,0,68.8,19.1,10.6,1.4,0.0,314612.605,178026.1435
W00010231,,oa,104,90,9,5,0,0,86.5,8.7,4.8,0.0,0.0,314569.44499999995,178473.5
W00010187,,oa,46,30,14,1,1,0,65.2,30.4,2.2,2.2,0.0,314861.819,178302.24
W00009213,,oa,123,106,12,4,0,1,86.2,9.8,3.3,0.0,0.8,314758.6125,178544.6785
W00009210,,oa,115,33,46,17,17,2,28.7,40.0,14.8,14.8,1.7,314297.1705,178925.55349999998
W00009240,,oa,120,57,33,20,7,3,47.5,27.5,16.7,5.8,2.5,315597.372,178624.519
W00009079,,oa,188,95,27,29,35,2,50.5,14.4,15.4,18.6,1.1,317051.2955,178740.58250000002
W00009742,,oa,133,96,28,7,2,0,72.2,21.1,5.3,1.5,0.0,314766.25450000004,181101
W00009741,,oa,138,111,25,1,0,1,80.4,18.1,0.7,0.0,0.7,314542.9275,181192.45500000002
W00009614,,oa,132,86,26,16,2,2,65.2,19.7,12.1,1.5,1.5,321291.94299999997,178533.7695
W00009696,,oa,132,59,44,24,4,1,44.7,33.3,18.2,3.0,0.8,324415.0165,181066.231
W00009062,,oa,140,61,52,25,2,0,43.6,37.1,17.9,1.4,0.0,314267.6665,178366.38549999997
W00008824,,oa,174,66,49,47,7,5,37.9,28.2,27.0,4.0,2.9,314666.615,175927.576
W00009752,,oa,99,8,36,50,5,0,8.1,36.4,50.5,5.1,0.0,314590.151,180617.19050000003
W00009753,,oa,112,54,35,19,3,1,48.2,31.3,17.0,2.7,0.9,315401.70149999997,180394.6745
W00009221,,oa,116,65,27,15,6,3,56.0,23.3,12.9,5.2,2.6,316192.978,178705.49349999998
W00008886,,oa,128,115,7,4,1,1,89.8,5.5,3.1,0.8,0.8,315514.277,177260.429
W00008809,,oa,131,32,13,46,28,12,24.4,9.9,35.1,21.4,9.2,318418.85,175519.956
W00009239,,oa,121,57,28,25,6,5,47.1,23.1,20.7,5.0,4.1,316110.84349999996,178779.4765
W00009544,,oa,118,98,14,5,1,0,83.1,11.9,4.2,0.8,0.0,316477.767,181060.35950000002
W00009738,,oa,116,100,14,2,0,0,86.2,12.1,1.7,0.0,0.0,316114.048,179320.3985
W00009739,,oa,136,107,20,6,3,0,78.7,14.7,4.4,2.2,0.0,314383.476,181352.9345
W00009054,,oa,136,101,21,9,2,3,74.3,15.4,6.6,1.5,2.2,314198.269,177282.2935
W00009055,,oa,166,97,34,33,1,1,58.4,20.5,19.9,0.6,0.6,314501.5235,177322.87699999998
W00009053,,oa,118,45,36,28,7,2,38.1,30.5,23.7,5.9,1.7,314482.15650000004,177124.8505
W00009058,,oa,143,61,27,42,7,6,42.7,18.9,29.4,4.9,4.2,314632.49950000003,177065.68099999998
W00008895,,oa,119,65,37,11,5,1,54.6,31.1,9.2,4.2,0.8,316111.797,176971.56949999998
W00008892,,oa,118,107,8,3,0,0,90.7,6.8,2.5,0.0,0.0,315435.968,177152.6755
W00009202,,oa,114,89,16,8,1,0,78.1,14.0,7.0,0.9,0.0,314686.6625,177478.9535
W00009207,,oa,119,70,41,4,3,1,58.8,34.5,3.4,2.5,0.8,314403.79500000004,178929.065
W00009200,,oa,121,103,16,1,1,0,85.1,13.2,0.8,0.8,0.0,315199.2875,177759.01
W00009280,,oa,126,113,6,7,0,0,89.7,4.8,5.6,0.0,0.0,317756.3955,182344.42450000002
W00009707,,oa,113,19,32,53,9,0,16.8,28.3,46.9,8.0,0.0,323681.294,180667.1875
W00009465,,oa,141,46,40,26,18,11,32.6,28.4,18.4,12.8,7.8,318712.5145,177906.05
W00009708,,oa,113,22,34,44,10,3,19.5,30.1,38.9,8.8,2.7,323901.11600000004,180559.4105
W00009192,,oa,129,79,42,7,1,0,61.2,32.6,5.4,0.8,0.0,315387.1675,178186.516
W00009211,,oa,112,83,21,8,0,0,74.1,18.8,7.1,0.0,0.0,314165.5015,178740.23599999998
W00009520,,oa,116,105,9,2,0,0,90.5,7.8,1.7,0.0,0.0,315489.50450000004,182085.73450000002
W00008868,,oa,151,61,48,33,6,3,40.4,31.8,21.9,4.0,2.0,315925.61600000004,176631.4385
W00009531,,oa,123,98,15,9,1,0,79.7,12.2,7.3,0.8,0.0,314661.57050000003,181469.217
W00009634,,oa,120,80,27,10,3,0,66.7,22.5,8.3,2.5,0.0,320458.7025,176702.59149999998
W00009165,,oa,114,94,9,10,1,0,82.5,7.9,8.8,0.9,0.0,316075.29,180537.25449999998
W00009168,,oa,115,80,21,10,4,0,69.6,18.3,8.7,3.5,0.0,315922.42850000004,180389.313
W00008874,,oa,141,93,25,12,9,2,66.0,17.7,8.5,6.4,1.4,316136.777,176466.9045
W00009768,,oa,133,81,34,15,3,0,60.9,25.6,11.3,2.3,0.0,315530.091,179786.03
W00008933,,oa,124,34,28,37,18,7,27.4,22.6,29.8,14.5,5.6,317956.137,177979.425
W00009099,,oa,117,87,18,10,1,1,74.4,15.4,8.5,0.9,0.9,318205.2675,174959.15600000002
W00009320,,oa,118,66,30,17,4,1,55.9,25.4,14.4,3.4,0.8,322409.5,181614.28399999999
W00009275,,oa,111,94,13,3,1,0,84.7,11.7,2.7,0.9,0.0,317637.924,182598.9725
W00009273,,oa,118,61,39,16,1,1,51.7,33.1,13.6,0.8,0.8,317153.67449999996,182900.342
W00009519,,oa,121,49,60,9,2,1,40.5,49.6,7.4,1.7,0.8,315765.748,182039.057
W00008790,,oa,131,16,29,65,11,10,12.2,22.1,49.6,8.4,7.6,319344.72250000003,176509.1485
W00008607,,oa,162,121,25,12,4,0,74.7,15.4,7.4,2.5,0.0,327037.3645,181138.44449999998
W00008605,,oa,123,99,18,5,1,0,80.5,14.6,4.1,0.8,0.0,324377.4535,184327.44650000002
W00009694,,oa,140,47,41,32,18,2,33.6,29.3,22.9,12.9,1.4,323066.8495,181184.75449999998
W00009715,,oa,131,18,44,59,10,0,13.7,33.6,45.0,7.6,0.0,322912.62049999996,179825.93349999998
W00009698,,oa,117,53,42,17,4,1,45.3,35.9,14.5,3.4,0.9,324396.7885,180913.8805
W00009692,,oa,142,94,29,13,4,2,66.2,20.4,9.2,2.8,1.4,324471.79099999997,181346.5565
W00010183,,oa,114,72,24,11,5,2,63.2,21.1,9.6,4.4,1.8,324335.07200000004,179931.04950000002
W00009669,,oa,193,27,66,81,18,1,14.0,34.2,42.0,9.3,0.5,323858.101,180837.9585
W00009677,,oa,132,63,44,17,7,1,47.7,33.3,12.9,5.3,0.8,324353.5775,181662.546
W00009671,,oa,107,18,34,41,10,4,16.8,31.8,38.3,9.3,3.7,324123.7265,180677.01549999998
W00009679,,oa,158,72,56,24,6,0,45.6,35.4,15.2,3.8,0.0,324410.017,181503.9385
W00009705,,oa,118,63,34,17,4,0,53.4,28.8,14.4,3.4,0.0,324524.2295,180737.505
W00009703,,oa,100,12,27,49,7,5,12.0,27.0,49.0,7.0,5.0,324094.091,180919.69900000002
W00009701,,oa,106,45,12,39,9,1,42.5,11.3,36.8,8.5,0.9,323023.8375,180642.7405
W00009714,,oa,113,61,30,16,6,0,54.0,26.5,14.2,5.3,0.0,323083.586,180069.5975
W00009681,,oa,128,59,28,26,11,4,46.1,21.9,20.3,8.6,3.1,323077.0335,180988.059
W00009523,,oa,221,190,21,6,1,3,86.0,9.5,2.7,0.5,1.4,315558.047,183356.4475
W00009375,,oa,185,123,41,18,3,0,66.5,22.2,9.7,1.6,0.0,311308.50899999996,183743.306
W00009761,,oa,119,85,27,4,3,0,71.4,22.7,3.4,2.5,0.0,314613.65650000004,180004.402
W00009605,,oa,132,96,18,13,5,0,72.7,13.6,9.8,3.8,0.0,322230.234,179063.18550000002
W00009328,,oa,140,111,15,9,3,2,79.3,10.7,6.4,2.1,1.4,322704.703,181379.19449999998
W00009087,,oa,129,81,25,13,8,2,62.8,19.4,10.1,6.2,1.6,317650.414,178851.8775
W00009089,,oa,113,43,27,25,11,7,38.1,23.9,22.1,9.7,6.2,317821.06799999997,178825.85950000002
W00009384,,oa,130,116,5,4,3,2,89.2,3.8,3.1,2.3,1.5,311085.843,181762.2505
W00006518,,oa,146,61,38,28,14,5,41.8,26.0,19.2,9.6,3.4,312191.46550000005,183384.202
W00006524,,oa,132,81,34,14,3,0,61.4,25.8,10.6,2.3,0.0,311964.7435,183804.6335
W00008959,,oa,120,79,30,10,1,0,65.8,25.0,8.3,0.8,0.0,318352.28449999995,180532.70150000002
W00009260,,oa,125,64,23,34,3,1,51.2,18.4,27.2,2.4,0.8,317763.517,181121.8965
W00009719,,oa,133,34,38,50,8,3,25.6,28.6,37.6,6.0,2.3,314204.39650000003,182708.2035
W00009349,,oa,154,64,26,52,7,5,41.6,16.9,33.8,4.5,3.2,319784,180548.9815
W00009265,,oa,129,41,69,16,2,1,31.8,53.5,12.4,1.6,0.8,317654.65150000004,183316.4185
W00009712,,oa,136,78,21,33,2,2,57.4,15.4,24.3,1.5,1.5,323316.1975,180259.293
W00009183,,oa,163,154,7,1,1,0,94.5,4.3,0.6,0.6,0.0,318101.90650000004,183206.35
W00009688,,oa,135,76,34,21,2,2,56.3,25.2,15.6,1.5,1.5,325172.588,180975.974
W00009176,,oa,157,127,12,14,4,0,80.9,7.6,8.9,2.5,0.0,317936.31350000005,183488.78149999998
W00009177,,oa,129,103,16,6,3,1,79.8,12.4,4.7,2.3,0.8,318901.564,183262.72950000002
